From	To
A6NKF1	9606.ENSP00000381824
Q9P0J7	9606.ENSP00000386738
Q6T4R5	9606.ENSP00000369400
Q8WU79	9606.ENSP00000361803
P60903	9606.ENSP00000357801
Q9H3K6	9606.ENSP00000306752
Q9P0B6	9606.ENSP00000362507
Q8TCZ2	9606.ENSP00000480322
P09497	9606.ENSP00000309415
P62244	9606.ENSP00000318646
Q8TF72	9606.ENSP00000296043
Q9C0K0	9606.ENSP00000349723
O94856	9606.ENSP00000344786
Q9BSC4	9606.ENSP00000371101
Q15555	9606.ENSP00000300249
O95295	9606.ENSP00000357674
Q9Y4W6	9606.ENSP00000269143
Q9BV38	9606.ENSP00000476117
Q9NP77	9606.ENSP00000291386
Q9NQ94	9606.ENSP00000378868
P38571	9606.ENSP00000337354
P20742	9606.ENSP00000261336
Q96DV4	9606.ENSP00000308275
Q9BRT2	9606.ENSP00000476140
P35749	9606.ENSP00000379616
Q8TD55	9606.ENSP00000326706
Q14435	9606.ENSP00000376465
P50395	9606.ENSP00000369538
O43903	9606.ENSP00000401145
Q6P1K2	9606.ENSP00000357259
P82650	9606.ENSP00000418008
Q9UJ41	9606.ENSP00000370208
Q9BRT3	9606.ENSP00000377778
P18848	9606.ENSP00000336790
Q8IXQ4	9606.ENSP00000368447
O15085	9606.ENSP00000357177
P04233	9606.ENSP00000009530
P19387	9606.ENSP00000219252
Q14103	9606.ENSP00000313199
Q99729	9606.ENSP00000351108
P25098	9606.ENSP00000312262
P43250	9606.ENSP00000433511
P15735	9606.ENSP00000455607
O75676	9606.ENSP00000333896
O15111	9606.ENSP00000359424
Q9BZC1	9606.ENSP00000410584
P06493	9606.ENSP00000378699
Q00535	9606.ENSP00000419782
Q16539	9606.ENSP00000229795
Q7L9B9	9606.ENSP00000242108
Q8NAT2	9606.ENSP00000406052
Q96DA6	9606.ENSP00000372005
P36269	9606.ENSP00000381340
Q9NTX5	9606.ENSP00000436585
Q71UM5	9606.ENSP00000331019
P42677	9606.ENSP00000357555
Q9NY27	9606.ENSP00000349124
Q9Y2A9	9606.ENSP00000321874
Q86Y13	9606.ENSP00000355028
Q53EP0	9606.ENSP00000338523
Q86UA1	9606.ENSP00000348010
Q5U5X0	9606.ENSP00000368688
Q8NHV1	9606.ENSP00000315474
P45378	9606.ENSP00000278317
Q13488	9606.ENSP00000265686
P28288	9606.ENSP00000359233
P00492	9606.ENSP00000298556
Q16850	9606.ENSP00000003100
Q9Y487	9606.ENSP00000332247
P82675	9606.ENSP00000272418
Q6PIY7	9606.ENSP00000397563
P49796	9606.ENSP00000363255
Q5TKA1	9606.ENSP00000329102
O95721	9606.ENSP00000215730
Q8TD06	9606.ENSP00000308606
Q5JTW2	9606.ENSP00000365782
Q9NVJ2	9606.ENSP00000256496
Q6QNY0	9606.ENSP00000393840
Q13541	9606.ENSP00000340691
Q9UNM6	9606.ENSP00000396937
P55042	9606.ENSP00000299759
O75818	9606.ENSP00000369391
P78332	9606.ENSP00000266022
Q9H1A4	9606.ENSP00000339109
O94830	9606.ENSP00000380352
Q6P158	9606.ENSP00000405111
Q09328	9606.ENSP00000386377
Q9Y653	9606.ENSP00000455215
O94901	9606.ENSP00000384015
P06702	9606.ENSP00000357727
O15117	9606.ENSP00000427114
P55196	9606.ENSP00000375960
P53004	9606.ENSP00000385757
Q8NBJ4	9606.ENSP00000373364
O95104	9606.ENSP00000286835
Q9P000	9606.ENSP00000263401
P52597	9606.ENSP00000400433
Q9NXH9	9606.ENSP00000466967
Q9BYC5	9606.ENSP00000353910
P51790	9606.ENSP00000261514
Q9Y570	9606.ENSP00000381461
P07902	9606.ENSP00000368119
Q5T5X7	9606.ENSP00000411268
Q96SQ9	9606.ENSP00000308032
P54760	9606.ENSP00000350896
Q8TAA5	9606.ENSP00000329558
Q7Z333	9606.ENSP00000224140
Q2M1P5	9606.ENSP00000377934
Q9Y547	9606.ENSP00000194214
O95747	9606.ENSP00000311713
Q02487	9606.ENSP00000280904
P98194	9606.ENSP00000421326
Q9NQX3	9606.ENSP00000417901
Q9HCY8	9606.ENSP00000357691
Q96CM8	9606.ENSP00000401831
Q13257	9606.ENSP00000296509
Q9NQS7	9606.ENSP00000378295
P68133	9606.ENSP00000355645
Q562R1	9606.ENSP00000416706
Q08174	9606.ENSP00000287008
Q96T37	9606.ENSP00000358799
P07766	9606.ENSP00000354566
Q9NQT5	9606.ENSP00000323046
Q9UHR5	9606.ENSP00000462116
O95169	9606.ENSP00000299166
Q9HC52	9606.ENSP00000269385
Q96S82	9606.ENSP00000457703
Q9HCN4	9606.ENSP00000264718
P62841	9606.ENSP00000467466
Q8IUQ0	9606.ENSP00000428402
Q9Y3U8	9606.ENSP00000464342
Q86W26	9606.ENSP00000327763
Q13347	9606.ENSP00000362688
Q9BXV9	9606.ENSP00000306320
P02679	9606.ENSP00000336829
Q13637	9606.ENSP00000356465
P26196	9606.ENSP00000478754
Q9Y3A3	9606.ENSP00000315702
P31947	9606.ENSP00000340989
Q9BV86	9606.ENSP00000483489
O60232	9606.ENSP00000312318
P82909	9606.ENSP00000256441
O00461	9606.ENSP00000417354
Q8IX18	9606.ENSP00000251241
O95810	9606.ENSP00000305675
Q96C36	9606.ENSP00000342502
Q96D46	9606.ENSP00000419004
P10275	9606.ENSP00000363822
P08708	9606.ENSP00000346046
Q969T4	9606.ENSP00000386788
O00762	9606.ENSP00000348838
Q9UI42	9606.ENSP00000222482
Q9UHF0	9606.ENSP00000483110
Q9H425	9606.ENSP00000355623
Q8WUZ0	9606.ENSP00000369674
Q13613	9606.ENSP00000359417
P08621	9606.ENSP00000472998
O00562	9606.ENSP00000348772
O15297	9606.ENSP00000306682
A7E2V4	9606.ENSP00000381693
O75530	9606.ENSP00000263360
P10153	9606.ENSP00000303276
Q96GM5	9606.ENSP00000378414
P53708	9606.ENSP00000367316
Q9UNW1	9606.ENSP00000361064
P32519	9606.ENSP00000239882
Q9HCD5	9606.ENSP00000290231
Q9UBP4	9606.ENSP00000379762
O95139	9606.ENSP00000369176
Q96FX2	9606.ENSP00000419599
P60660	9606.ENSP00000446955
Q9Y285	9606.ENSP00000320309
P54709	9606.ENSP00000286371
P35527	9606.ENSP00000246662
P42025	9606.ENSP00000289228
P78357	9606.ENSP00000264638
Q13503	9606.ENSP00000282892
P19022	9606.ENSP00000269141
O75525	9606.ENSP00000348108
P28289	9606.ENSP00000259365
P61086	9606.ENSP00000261427
Q9BTE7	9606.ENSP00000260247
Q9H0H5	9606.ENSP00000404190
P51798	9606.ENSP00000372193
A1L020	9606.ENSP00000432845
Q9HCG8	9606.ENSP00000387006
Q9NZR1	9606.ENSP00000249700
Q96EU6	9606.ENSP00000244496
Q5JU69	9606.ENSP00000362381
Q9GZV1	9606.ENSP00000306163
P35080	9606.ENSP00000239940
Q04724	9606.ENSP00000365682
Q8NFH3	9606.ENSP00000342262
O15400	9606.ENSP00000356918
Q9UNN5	9606.ENSP00000379457
P15531	9606.ENSP00000337060
P54105	9606.ENSP00000433919
P46736	9606.ENSP00000358474
Q6P179	9606.ENSP00000400376
P50443	9606.ENSP00000286298
Q96RS6	9606.ENSP00000239690
Q5R372	9606.ENSP00000251507
Q13185	9606.ENSP00000336687
Q9NPJ6	9606.ENSP00000258648
Q8IYK4	9606.ENSP00000354960
P01116	9606.ENSP00000256078
Q9Y388	9606.ENSP00000339090
Q9Y305	9606.ENSP00000368605
Q9Y5X1	9606.ENSP00000376024
Q92609	9606.ENSP00000402935
P17568	9606.ENSP00000215565
P31153	9606.ENSP00000303147
Q9NSI8	9606.ENSP00000285670
Q9BUM1	9606.ENSP00000269097
Q9BU23	9606.ENSP00000424381
Q8NB37	9606.ENSP00000321691
Q8NF91	9606.ENSP00000356224
P33121	9606.ENSP00000422607
Q15054	9606.ENSP00000263681
Q9NR23	9606.ENSP00000331745
Q8IUX1	9606.ENSP00000351737
P62277	9606.ENSP00000435777
Q9NRX2	9606.ENSP00000288937
Q96NC0	9606.ENSP00000274712
O95302	9606.ENSP00000439250
Q96EP5	9606.ENSP00000233078
Q9HA65	9606.ENSP00000221543
Q8TE02	9606.ENSP00000379869
Q8N5K1	9606.ENSP00000273986
Q9Y5K1	9606.ENSP00000360310
Q9Y2H5	9606.ENSP00000272203
Q96DU3	9606.ENSP00000357036
Q8TDH9	9606.ENSP00000380598
Q99584	9606.ENSP00000357688
Q9BVC5	9606.ENSP00000258457
O00571	9606.ENSP00000382840
Q7RTP6	9606.ENSP00000416015
P83881	9606.ENSP00000404375
Q969Q0	9606.ENSP00000346012
Q8NCN5	9606.ENSP00000288050
Q9NWY4	9606.ENSP00000406598
P23511	9606.ENSP00000345702
Q96PE7	9606.ENSP00000244217
O95819	9606.ENSP00000343658
Q9NVA1	9606.ENSP00000363506
Q9H3R2	9606.ENSP00000485028
Q96B23	9606.ENSP00000481626
Q86YS6	9606.ENSP00000319781
P46109	9606.ENSP00000346300
P0C0L4	9606.ENSP00000396688
Q13472	9606.ENSP00000442336
P05187	9606.ENSP00000375881
Q9NUM4	9606.ENSP00000379901
Q96KC8	9606.ENSP00000366179
Q8NEF9	9606.ENSP00000341324
O95400	9606.ENSP00000304903
Q5XKP0	9606.ENSP00000309561
Q96BQ1	9606.ENSP00000351632
P98173	9606.ENSP00000320521
P78539	9606.ENSP00000367794
Q6ZN18	9606.ENSP00000381840
P12830	9606.ENSP00000261769
Q9UBV8	9606.ENSP00000362807
P45973	9606.ENSP00000209875
P62834	9606.ENSP00000358723
Q8N7X0	9606.ENSP00000381036
P34949	9606.ENSP00000318318
P61019	9606.ENSP00000262646
Q69YN4	9606.ENSP00000297591
P02686	9606.ENSP00000380958
P60866	9606.ENSP00000429374
Q99081	9606.ENSP00000388940
Q9H6Z4	9606.ENSP00000341483
P08590	9606.ENSP00000379210
Q05707	9606.ENSP00000297848
Q9H1B7	9606.ENSP00000238647
Q8N729	9606.ENSP00000330070
Q9HBG6	9606.ENSP00000296266
Q969P0	9606.ENSP00000357065
P63098	9606.ENSP00000234310
Q5TEJ8	9606.ENSP00000363031
Q96CS2	9606.ENSP00000282058
Q96BN8	9606.ENSP00000284274
Q8NEY8	9606.ENSP00000378935
Q9BWH6	9606.ENSP00000306123
P05166	9606.ENSP00000419027
P23919	9606.ENSP00000304802
P01009	9606.ENSP00000416066
Q9BSH4	9606.ENSP00000258975
P40261	9606.ENSP00000441434
Q9UKY4	9606.ENSP00000261534
Q5UCC4	9606.ENSP00000334037
Q2TAA2	9606.ENSP00000417580
Q7Z3K3	9606.ENSP00000271715
Q9Y376	9606.ENSP00000258418
Q15904	9606.ENSP00000358777
P55735	9606.ENSP00000373312
Q04837	9606.ENSP00000419665
Q7Z794	9606.ENSP00000342710
P23297	9606.ENSP00000292169
Q9UNH7	9606.ENSP00000355217
Q8WU90	9606.ENSP00000338788
P12035	9606.ENSP00000413479
Q8NDD1	9606.ENSP00000355609
Q13405	9606.ENSP00000279242
Q99571	9606.ENSP00000353032
Q8TC12	9606.ENSP00000370750
P07099	9606.ENSP00000480004
Q15773	9606.ENSP00000203630
O00519	9606.ENSP00000243167
Q6NZY4	9606.ENSP00000438993
Q9P0U4	9606.ENSP00000390475
Q5T6V5	9606.ENSP00000365522
O94842	9606.ENSP00000477868
Q96MU7	9606.ENSP00000339245
P61353	9606.ENSP00000464813
P21796	9606.ENSP00000265333
Q96KP4	9606.ENSP00000325548
Q7L5L3	9606.ENSP00000384363
O75170	9606.ENSP00000478417
P25398	9606.ENSP00000230050
Q96HY7	9606.ENSP00000263035
P46734	9606.ENSP00000345083
P60033	9606.ENSP00000263645
Q9GZZ1	9606.ENSP00000240922
Q9Y2X9	9606.ENSP00000294740
Q5JPH6	9606.ENSP00000395196
Q5BKZ1	9606.ENSP00000340796
Q9H4D0	9606.ENSP00000402460
P55157	9606.ENSP00000427679
Q9BXR0	9606.ENSP00000250237
Q9NQT8	9606.ENSP00000427900
Q9BRT6	9606.ENSP00000266604
P57678	9606.ENSP00000321706
P23771	9606.ENSP00000368632
Q8TAD7	9606.ENSP00000448536
Q92859	9606.ENSP00000341198
Q9Y6W5	9606.ENSP00000483313
Q9Y333	9606.ENSP00000364813
A0AV96	9606.ENSP00000371212
Q9BVM2	9606.ENSP00000359170
Q96N67	9606.ENSP00000251157
O43312	9606.ENSP00000322804
Q9BYG3	9606.ENSP00000285814
P22223	9606.ENSP00000264012
Q9UL26	9606.ENSP00000244040
Q15691	9606.ENSP00000364721
Q92820	9606.ENSP00000260118
O43617	9606.ENSP00000480332
Q9HBM1	9606.ENSP00000282074
P26599	9606.ENSP00000349428
Q9UKI3	9606.ENSP00000248948
Q13162	9606.ENSP00000368646
P46783	9606.ENSP00000481646
Q86TJ2	9606.ENSP00000308022
P82914	9606.ENSP00000362208
Q9ULW3	9606.ENSP00000274849
O95297	9606.ENSP00000352513
Q99538	9606.ENSP00000376911
Q6DKJ4	9606.ENSP00000337443
Q9UKA9	9606.ENSP00000359216
P58546	9606.ENSP00000376800
P52294	9606.ENSP00000343701
O60684	9606.ENSP00000362728
Q6P6C2	9606.ENSP00000382091
O75934	9606.ENSP00000358554
P43694	9606.ENSP00000334458
Q96I51	9606.ENSP00000480364
P56589	9606.ENSP00000356563
Q9Y5K8	9606.ENSP00000216442
Q9BT25	9606.ENSP00000253669
Q9H3K2	9606.ENSP00000361207
Q5TGJ6	9606.ENSP00000442129
Q9BU61	9606.ENSP00000323076
P24557	9606.ENSP00000389414
P14061	9606.ENSP00000466799
Q96EB6	9606.ENSP00000212015
O95816	9606.ENSP00000359727
O15119	9606.ENSP00000257566
P08047	9606.ENSP00000329357
O00255	9606.ENSP00000337088
Q9NZM5	9606.ENSP00000246802
O43493	9606.ENSP00000386443
O60566	9606.ENSP00000287598
Q0ZGT2	9606.ENSP00000333938
Q9UBB6	9606.ENSP00000362340
Q15768	9606.ENSP00000226091
Q9H1Y0	9606.ENSP00000358072
Q7Z422	9606.ENSP00000383866
A8MXV4	9606.ENSP00000380251
Q9NVS9	9606.ENSP00000225573
Q86YB8	9606.ENSP00000346635
P23258	9606.ENSP00000251413
Q12792	9606.ENSP00000449428
O15162	9606.ENSP00000345494
Q96A32	9606.ENSP00000325239
Q3B7T1	9606.ENSP00000349244
Q07817	9606.ENSP00000302564
P14784	9606.ENSP00000216223
Q9HBE1	9606.ENSP00000266269
Q9Y5T4	9606.ENSP00000368523
Q9NXC5	9606.ENSP00000339881
Q5T230	9606.ENSP00000305906
P39748	9606.ENSP00000305480
O75880	9606.ENSP00000255390
Q9BY43	9606.ENSP00000324205
P63172	9606.ENSP00000356056
Q5FBB7	9606.ENSP00000263753
Q9H3S1	9606.ENSP00000357268
Q9HBI0	9606.ENSP00000391583
O75131	9606.ENSP00000477590
Q9P2P6	9606.ENSP00000290607
Q9H2P9	9606.ENSP00000359127
O15091	9606.ENSP00000440915
Q9NVI1	9606.ENSP00000310842
Q9NRN5	9606.ENSP00000322273
Q08AD1	9606.ENSP00000236925
Q14451	9606.ENSP00000403459
Q9ULT0	9606.ENSP00000378320
P19784	9606.ENSP00000262506
Q8NBK3	9606.ENSP00000272902
Q68E01	9606.ENSP00000318641
P20020	9606.ENSP00000392043
Q8WXD2	9606.ENSP00000220478
P62750	9606.ENSP00000389103
Q5T2W1	9606.ENSP00000394485
Q15428	9606.ENSP00000221494
Q92665	9606.ENSP00000315397
Q9BQ61	9606.ENSP00000242784
O00257	9606.ENSP00000269397
Q9GZN8	9606.ENSP00000217195
Q8IVW6	9606.ENSP00000343126
Q01970	9606.ENSP00000443631
Q6UXK2	9606.ENSP00000355402
Q9H2E6	9606.ENSP00000257414
Q9Y287	9606.ENSP00000367828
P41240	9606.ENSP00000220003
P41218	9606.ENSP00000357123
Q9BYZ8	9606.ENSP00000346158
P47755	9606.ENSP00000354947
O75674	9606.ENSP00000460823
P05106	9606.ENSP00000452786
Q6UXK5	9606.ENSP00000314901
Q8IYF3	9606.ENSP00000379226
P25774	9606.ENSP00000357981
O15235	9606.ENSP00000384952
P36954	9606.ENSP00000221859
Q96QA5	9606.ENSP00000301659
Q96FX7	9606.ENSP00000374399
Q13938	9606.ENSP00000484912
Q9BXI9	9606.ENSP00000338812
Q14894	9606.ENSP00000219599
P01137	9606.ENSP00000221930
Q92903	9606.ENSP00000295887
Q15631	9606.ENSP00000374332
Q9HD26	9606.ENSP00000357484
Q5H9R4	9606.ENSP00000404304
Q13884	9606.ENSP00000378965
Q99795	9606.ENSP00000356842
Q5TEC6	9606.ENSP00000476960
Q9P016	9606.ENSP00000341657
P46977	9606.ENSP00000376472
P62829	9606.ENSP00000420311
P10644	9606.ENSP00000376475
Q8IVN3	9606.ENSP00000410910
Q9Y3A6	9606.ENSP00000359305
P82663	9606.ENSP00000253686
Q9HCH5	9606.ENSP00000318803
Q5HYI7	9606.ENSP00000423600
P62701	9606.ENSP00000362744
Q13153	9606.ENSP00000278568
Q13505	9606.ENSP00000357360
O95639	9606.ENSP00000292476
Q9UPQ0	9606.ENSP00000316891
P11441	9606.ENSP00000358674
Q9BU19	9606.ENSP00000391200
Q15910	9606.ENSP00000320147
P25208	9606.ENSP00000240055
O15270	9606.ENSP00000216484
Q13601	9606.ENSP00000229214
P35613	9606.ENSP00000333769
Q9Y2W7	9606.ENSP00000295225
O43181	9606.ENSP00000296684
Q9UEE9	9606.ENSP00000283882
Q13610	9606.ENSP00000387365
Q8IWB7	9606.ENSP00000233055
Q8IXQ3	9606.ENSP00000366050
Q05823	9606.ENSP00000356530
P51784	9606.ENSP00000218348
P57071	9606.ENSP00000269844
Q9UK76	9606.ENSP00000348316
O60508	9606.ENSP00000357928
O94991	9606.ENSP00000366283
P05114	9606.ENSP00000370125
Q86UE4	9606.ENSP00000338235
P63241	9606.ENSP00000336702
O76070	9606.ENSP00000361087
Q9NZI7	9606.ENSP00000283629
Q8NI08	9606.ENSP00000376269
P08567	9606.ENSP00000234313
P50150	9606.ENSP00000375727
P78417	9606.ENSP00000358727
P04844	9606.ENSP00000237530
P10645	9606.ENSP00000216492
Q92785	9606.ENSP00000436901
Q8N4H5	9606.ENSP00000438204
Q9UBC3	9606.ENSP00000328547
Q9BW30	9606.ENSP00000462435
Q9NWT6	9606.ENSP00000299163
Q9UGY1	9606.ENSP00000352021
O75348	9606.ENSP00000363162
O43736	9606.ENSP00000362395
P28845	9606.ENSP00000355995
Q9Y5K5	9606.ENSP00000356425
P43307	9606.ENSP00000244763
P58335	9606.ENSP00000306185
Q969G5	9606.ENSP00000307292
Q01628	9606.ENSP00000382707
Q99720	9606.ENSP00000277010
P31943	9606.ENSP00000349168
O15212	9606.ENSP00000378563
Q96M63	9606.ENSP00000318429
Q9Y6B6	9606.ENSP00000385432
P16519	9606.ENSP00000262545
P84157	9606.ENSP00000348050
Q6ZUT6	9606.ENSP00000453969
Q9UGN4	9606.ENSP00000353259
Q92597	9606.ENSP00000404854
Q8N766	9606.ENSP00000420608
P53801	9606.ENSP00000328325
Q96ND0	9606.ENSP00000323635
Q8N490	9606.ENSP00000273077
P16083	9606.ENSP00000369822
Q8N183	9606.ENSP00000296597
Q8IX90	9606.ENSP00000319417
Q9Y3D6	9606.ENSP00000223136
P42696	9606.ENSP00000386226
O00193	9606.ENSP00000228136
P35659	9606.ENSP00000380414
Q9BW71	9606.ENSP00000279392
P43363	9606.ENSP00000244096
Q96AC1	9606.ENSP00000342858
Q99576	9606.ENSP00000361458
P00439	9606.ENSP00000448059
Q96BP3	9606.ENSP00000261308
Q86WV6	9606.ENSP00000331288
P25490	9606.ENSP00000262238
Q8TAW3	9606.ENSP00000321848
Q13084	9606.ENSP00000199706
Q9H173	9606.ENSP00000378294
Q96L92	9606.ENSP00000357836
O75391	9606.ENSP00000206020
P54803	9606.ENSP00000261304
Q96EC8	9606.ENSP00000417573
P57077	9606.ENSP00000382828
P17706	9606.ENSP00000311857
P85037	9606.ENSP00000328720
Q9BW91	9606.ENSP00000303575
Q01105	9606.ENSP00000361777
Q9UM19	9606.ENSP00000361935
Q9H2X6	9606.ENSP00000385571
Q2TAL8	9606.ENSP00000378830
Q9UNN8	9606.ENSP00000216968
O95164	9606.ENSP00000370055
O75575	9606.ENSP00000378736
Q9H3D4	9606.ENSP00000264731
O75995	9606.ENSP00000349359
P48507	9606.ENSP00000359258
P12544	9606.ENSP00000274306
P05408	9606.ENSP00000300175
Q9C000	9606.ENSP00000478516
Q9NVV4	9606.ENSP00000263063
Q96KF7	9606.ENSP00000376603
P35269	9606.ENSP00000377969
Q96FK6	9606.ENSP00000378399
Q8WWA0	9606.ENSP00000323587
P09936	9606.ENSP00000284440
O43405	9606.ENSP00000379862
P68871	9606.ENSP00000333994
Q8WWC4	9606.ENSP00000295079
P23142	9606.ENSP00000331544
Q9NRY5	9606.ENSP00000341597
Q8WWU7	9606.ENSP00000357008
Q8N983	9606.ENSP00000339844
Q9NV06	9606.ENSP00000297579
Q14314	9606.ENSP00000248598
Q96NU1	9606.ENSP00000342313
Q96PQ1	9606.ENSP00000291707
O60248	9606.ENSP00000355354
Q6IBW4	9606.ENSP00000299821
Q9ULJ3	9606.ENSP00000308759
P31641	9606.ENSP00000480890
Q9C040	9606.ENSP00000339659
Q6UXD5	9606.ENSP00000481917
P62857	9606.ENSP00000472469
Q6ZN17	9606.ENSP00000344401
Q96EI5	9606.ENSP00000361712
O75264	9606.ENSP00000215531
Q5ST30	9606.ENSP00000441000
A6NDB9	9606.ENSP00000344996
Q16875	9606.ENSP00000443319
Q16762	9606.ENSP00000385828
Q15306	9606.ENSP00000370343
P23458	9606.ENSP00000343204
Q9NVQ4	9606.ENSP00000342805
Q9NZN5	9606.ENSP00000380942
Q6NUK1	9606.ENSP00000457733
P48200	9606.ENSP00000258886
Q15843	9606.ENSP00000250495
Q9BRR6	9606.ENSP00000312250
O43772	9606.ENSP00000326305
Q9Y4B6	9606.ENSP00000393183
Q9NWS0	9606.ENSP00000262265
Q15392	9606.ENSP00000360316
Q96CU9	9606.ENSP00000263578
Q8TDY8	9606.ENSP00000319623
Q86SQ0	9606.ENSP00000405405
O60762	9606.ENSP00000360644
P35625	9606.ENSP00000266085
Q9ULC4	9606.ENSP00000360365
Q9BV81	9606.ENSP00000380322
Q8NFH4	9606.ENSP00000448054
Q9ULU4	9606.ENSP00000420095
Q3MHD2	9606.ENSP00000466718
Q9NZN8	9606.ENSP00000229195
P55771	9606.ENSP00000355245
Q96RQ3	9606.ENSP00000265594
P78310	9606.ENSP00000284878
Q01167	9606.ENSP00000335677
Q9BXB1	9606.ENSP00000368516
Q96GU1	9606.ENSP00000289619
P17900	9606.ENSP00000349687
P61956	9606.ENSP00000405965
Q9Y6X5	9606.ENSP00000318066
P08134	9606.ENSP00000285735
P62745	9606.ENSP00000272233
P37840	9606.ENSP00000338345
Q16143	9606.ENSP00000308057
Q15582	9606.ENSP00000416330
Q9H2P0	9606.ENSP00000379346
P57729	9606.ENSP00000243662
Q96GC9	9606.ENSP00000262291
Q68DA7	9606.ENSP00000479134
Q86X83	9606.ENSP00000419475
Q9NX55	9606.ENSP00000384474
Q13901	9606.ENSP00000348107
O95210	9606.ENSP00000237642
O75414	9606.ENSP00000416658
Q7Z7H8	9606.ENSP00000290208
P53990	9606.ENSP00000438399
Q8IV48	9606.ENSP00000429615
Q6NXT2	9606.ENSP00000339835
Q6NUK4	9606.ENSP00000362863
Q13421	9606.ENSP00000372313
P38117	9606.ENSP00000346173
Q9NYJ8	9606.ENSP00000356426
Q8TE77	9606.ENSP00000312081
P24043	9606.ENSP00000400365
Q96IZ7	9606.ENSP00000481697
P54756	9606.ENSP00000480763
Q6I9Y2	9606.ENSP00000295899
Q9P2Y5	9606.ENSP00000348455
O43451	9606.ENSP00000447378
O75665	9606.ENSP00000344314
Q9Y496	9606.ENSP00000385808
O43865	9606.ENSP00000358814
Q8IZV5	9606.ENSP00000240285
P47985	9606.ENSP00000306397
Q9Y2D4	9606.ENSP00000272427
Q96NY8	9606.ENSP00000356991
O75781	9606.ENSP00000341911
Q8NFX7	9606.ENSP00000324302
Q9Y3D0	9606.ENSP00000387471
Q9NR31	9606.ENSP00000362339
Q9NUJ3	9606.ENSP00000335595
Q9P086	9606.ENSP00000293777
P63000	9606.ENSP00000348461
P78537	9606.ENSP00000447537
O00422	9606.ENSP00000481842
Q0JRZ9	9606.ENSP00000393776
Q9H299	9606.ENSP00000270792
Q7L2Z9	9606.ENSP00000337289
Q5T0W9	9606.ENSP00000304078
Q9H3Z4	9606.ENSP00000354111
O43715	9606.ENSP00000449795
O15040	9606.ENSP00000352510
P67812	9606.ENSP00000452697
P27658	9606.ENSP00000261037
O94806	9606.ENSP00000368356
Q9NPC6	9606.ENSP00000306997
Q9H6D7	9606.ENSP00000206474
O43609	9606.ENSP00000481675
P29218	9606.ENSP00000408526
Q9UET6	9606.ENSP00000326948
Q16626	9606.ENSP00000244711
Q8TED0	9606.ENSP00000296792
Q9NVR2	9606.ENSP00000381064
P16050	9606.ENSP00000458832
O75436	9606.ENSP00000362480
P07602	9606.ENSP00000378394
O94913	9606.ENSP00000298281
Q14244	9606.ENSP00000482335
Q6UXB3	9606.ENSP00000352163
Q14202	9606.ENSP00000322845
Q96EH3	9606.ENSP00000419370
P60228	9606.ENSP00000220849
Q7LGA3	9606.ENSP00000359581
P46778	9606.ENSP00000346027
Q4VC31	9606.ENSP00000291458
Q8IWA0	9606.ENSP00000314193
P30838	9606.ENSP00000411821
P30533	9606.ENSP00000421922
P51965	9606.ENSP00000303709
P56385	9606.ENSP00000306003
Q9C0I3	9606.ENSP00000425040
Q92581	9606.ENSP00000359729
Q99447	9606.ENSP00000442050
P30046	9606.ENSP00000381386
Q9UHA4	9606.ENSP00000424183
Q9Y5B0	9606.ENSP00000484525
Q14050	9606.ENSP00000341640
Q6XZF7	9606.ENSP00000315659
Q9HBH5	9606.ENSP00000370648
O00584	9606.ENSP00000426455
P51124	9606.ENSP00000264553
P18859	9606.ENSP00000389649
P25391	9606.ENSP00000374309
P67775	9606.ENSP00000418447
P62714	9606.ENSP00000221138
Q9Y2I1	9606.ENSP00000339958
P29536	9606.ENSP00000356257
Q68CZ6	9606.ENSP00000243706
P36507	9606.ENSP00000262948
Q6IPR1	9606.ENSP00000370761
Q6DT37	9606.ENSP00000345133
O94966	9606.ENSP00000401197
Q9UG63	9606.ENSP00000222388
O75400	9606.ENSP00000386458
Q9BVS5	9606.ENSP00000302801
Q9UKK9	9606.ENSP00000419628
Q8TE76	9606.ENSP00000347821
P61129	9606.ENSP00000386764
Q9NZ52	9606.ENSP00000438085
O75044	9606.ENSP00000459615
Q9P0V3	9606.ENSP00000386862
Q14155	9606.ENSP00000364893
P22676	9606.ENSP00000307508
Q9Y228	9606.ENSP00000355991
P55039	9606.ENSP00000225729
P55160	9606.ENSP00000293373
O95155	9606.ENSP00000343001
Q8TCU4	9606.ENSP00000482968
Q9UKF6	9606.ENSP00000238112
Q9NPL8	9606.ENSP00000418803
Q9H8H3	9606.ENSP00000448785
P68402	9606.ENSP00000435289
Q6UX53	9606.ENSP00000377796
Q9Y4K0	9606.ENSP00000373783
Q9HCU0	9606.ENSP00000308117
Q9ULR0	9606.ENSP00000411822
Q9P291	9606.ENSP00000361917
Q02127	9606.ENSP00000219240
P53582	9606.ENSP00000296411
P18615	9606.ENSP00000364578
Q8WXI7	9606.ENSP00000381008
P08579	9606.ENSP00000246071
Q8WVY7	9606.ENSP00000296786
Q13393	9606.ENSP00000342793
Q9NXV2	9606.ENSP00000301738
Q9UBT7	9606.ENSP00000320434
Q6UVY6	9606.ENSP00000356940
P05413	9606.ENSP00000362817
Q86YB7	9606.ENSP00000360577
P15848	9606.ENSP00000264914
Q8N5C6	9606.ENSP00000263736
Q96DF8	9606.ENSP00000252137
P06703	9606.ENSP00000357709
Q9Y371	9606.ENSP00000479919
