label,Anatomy,,,Random_Trees,,,Spectral,,,t-SNE,,,IsomapClustering,Random_TreesClustering,SpectralClustering,t-SNEClustering,LouvainClustering
7300,-20.36831,-16.6703,-5.97542,13.72562,0.02683,0.16484,0.0,-0.0,-0.0,-5.57552,-11.45944,3.93356,1,2,5,1,4
337,-1.10825,-1.13015,-1.93341,13.51057,-0.04976,0.07824,-1.1420730102214652e+77,-1.2059505388329663e+77,-8.890985476427974e+79,-6.3783,-0.97891,5.14751,3,2,1,2,6
5042,-0.35258,-0.88017,-0.09831,13.93278,-0.0622,0.0146,2.3429282974641903e+64,2.578713292715298e+64,1.2189582273865529e+67,-18.43677,-9.66234,4.93473,3,2,1,2,6
3064,-6.49104,-2.94726,-15.25799,14.14056,-0.07877,-0.05902,-0.0,-0.0,-0.0,-5.14327,-7.08515,6.45926,3,2,1,1,2
7547,-4.56305,-2.28823,-10.42659,14.14056,-0.07877,-0.05902,-0.0,-0.0,-0.0,0.95939,1.7764,-22.85532,3,2,1,1,3
5376,-12.6836,-4.59362,-33.15224,14.00424,-0.0697,-0.09578,0.0,-0.0,-0.0,4.59136,-0.70615,-11.53423,3,2,1,1,3
7922,-0.18414,-0.82459,0.30982,13.99884,-0.10609,-0.1147,4.851956251999009e+61,3.31865854311198e+61,2.950283994687931e+64,15.64725,-1.41068,-11.90939,3,2,2,1,3
64,-11.79422,-5.41161,-32.57204,13.93157,-0.11526,-0.33214,-0.0,-0.0,-0.0,5.50134,-7.7849,-9.51362,3,2,2,2,3
3944,-8.22941,-4.0882,-23.19538,14.00012,-0.06033,-0.04828,-0.0,-0.0,-0.0,-5.25881,8.20193,11.48146,2,2,2,2,3
3857,-5.47402,-3.06402,-9.88047,13.86082,0.01892,0.07734,0.0,-0.0,-0.0,12.24098,-8.01755,-2.17222,1,2,2,1,4
6991,-4.94947,35.71651,-7.52661,14.00091,-0.08806,-0.14788,-9.543564653869405e+126,8.056066947393206e+126,5.471148222619342e+129,-12.54972,-1.04985,-2.66337,3,2,1,1,5
1532,-16.98032,-6.82129,-43.35476,13.51837,-0.04714,-0.44192,0.0,0.0,0.0,8.10566,7.60857,2.15552,3,2,1,2,3
3649,-3.15253,-1.81215,-6.93624,14.07221,-0.02614,0.12074,1.9437102565227175e+113,6.822513951768246e+113,1.3440170593237097e+116,10.88722,20.45811,-0.1937,3,2,1,1,3
333,-4.80311,-2.36975,-11.02419,13.78972,-0.07221,0.09463,0.0,-0.0,-0.0,-4.69659,3.10171,7.96234,3,2,2,15,6
6504,-5.32346,-2.54696,-12.32324,13.44283,0.84796,-0.67209,0.0,0.0,0.0,5.48678,8.57932,-20.79412,3,2,1,1,4
1282,-10.83793,-4.4742,-26.46552,13.79141,-0.02846,-0.15355,0.0,0.0,0.0,7.17494,-9.34757,-13.77716,2,2,2,2,4
5741,-2.8288,-6.72409,-42.46585,13.64962,-0.12113,-0.23438,0.0,0.0,0.0,2.62136,12.46797,-6.49259,3,2,2,1,3
2771,-23.07892,-10.07179,-67.78939,13.86453,-0.00973,0.25575,0.0,0.0,0.0,12.95364,-0.83604,-2.94653,3,2,1,1,4
699,-8.17615,30.15222,-16.11726,13.79607,-0.04373,-0.49359,-0.0,0.0,0.0,-7.90762,-9.4344,-1.68746,3,2,2,1,3
6576,0.8836,-0.4734,2.88994,14.00071,-0.08805,-0.07491,-3.449627592552694e+46,-5.919276568394939e+46,-4.5535783844276457e+49,5.49187,8.55811,-0.27908,3,2,1,1,3
2886,0.75021,-0.51717,2.56823,14.06987,-0.09236,-0.07374,6.036233023651744e+48,3.9215044886840665e+48,3.692290458683627e+51,3.82024,-14.60386,14.71802,3,2,1,2,3
772,2.54657,0.07007,6.88796,14.14056,-0.07877,-0.05902,-2.8449469468464556e+23,-2.5336559383925402e+25,-1.4969051527814475e+28,-2.39853,6.93403,15.11777,3,2,1,1,6
3870,-6.72089,-3.02652,-15.83914,13.99963,-0.0948,-0.02721,-0.0,-0.0,-0.0,7.40306,-2.74614,-21.89648,2,2,2,2,5
5072,1.19196,-0.37233,3.633,14.07037,-0.09905,-0.09789,-1.0339969971598581e+42,-4.3353832013929375e+42,-2.19601713974001e+45,-10.40579,-2.16134,-13.13893,3,2,1,1,3
3141,-8.71417,-3.72053,-20.93002,13.93073,-0.02891,0.17981,-0.0,-0.0,-0.0,2.47455,9.31962,-7.07891,3,2,1,1,4
664,1.29043,-0.34008,3.8701,14.14056,-0.07877,-0.05902,-1.2844863455941947e+40,-1.9955216781348412e+41,-5.03481498630994e+43,-3.14665,-6.23259,1.24098,3,2,1,2,4
7205,-7.75387,-3.38465,-18.4656,13.72758,0.11073,0.32508,0.0,0.0,0.0,-5.08883,-3.02529,3.66271,3,2,2,1,3
6766,-4.9914,-2.43379,-11.49364,13.93004,-0.121,-0.24477,0.0,0.0,0.0,-9.5446,7.35705,11.0849,3,2,2,1,3
3939,0.08909,-0.73454,0.9712,14.07265,-0.0442,-0.0833,-2.00111237571012e+58,-2.960014280545365e+58,-1.1701504020034618e+61,-1.68505,5.92097,0.70325,3,2,2,1,3
2029,-2.23826,-1.50604,-4.69132,14.07063,-0.06886,0.04257,-3.951356942888223e+96,9.920368598256724e+96,3.0063365216088785e+99,-7.04624,7.71557,1.55663,3,2,2,2,6
3099,-1.61135,-1.29718,-3.15913,13.93132,-0.05801,-0.1444,-2.389824919107445e+85,-1.4350999802883753e+85,-1.389369125460467e+88,-3.11885,-0.65081,2.56008,3,2,1,2,3
5838,-5.37241,-2.56367,-12.44573,13.92865,-0.09186,-0.13794,-0.0,-0.0,-0.0,4.22573,-7.58989,-3.01815,3,2,1,2,6
6529,-9.53426,-4.00974,-23.05312,13.79457,0.00221,0.11937,-0.0,-0.0,-0.0,15.0381,-1.1943,11.10422,3,2,2,1,3
6322,1.29131,-0.33979,3.87223,14.14056,-0.07877,-0.05902,-8.851690717589067e+40,2.3285855218846886e+41,9.362067295687832e+43,-14.2173,-4.46001,9.98812,3,2,2,1,4
1622,-10.40161,-4.31809,-25.31815,13.93281,-0.04813,-0.33602,0.0,-0.0,-0.0,-10.15249,17.75672,-3.46099,3,2,1,1,3
2403,-13.02938,-5.26892,-32.31413,13.79573,-0.08453,-0.52721,-0.0,-0.0,-0.0,-5.12065,-1.53343,1.38796,1,2,2,1,3
6654,-1.12434,-1.13548,-1.97257,14.14056,-0.07877,-0.05902,-3.6131810996394644e+77,-2.1033815669942564e+77,-1.330617893539721e+80,5.63209,-2.64157,0.07468,3,2,2,1,3
1071,-7.18071,-3.18554,-17.00526,13.86287,-0.04439,0.03408,0.0,-0.0,-0.0,0.81475,-3.81591,-9.12188,3,2,1,1,3
5781,-8.01155,-3.47449,-19.12468,14.06897,-0.09691,-0.07902,-0.0,-0.0,-0.0,8.96272,-5.22141,-1.19866,3,2,2,1,3
3814,-10.29746,25.75038,-22.043,13.86634,-0.04175,-0.21752,-0.0,0.0,0.0,-11.2945,-0.42934,-2.6606,3,2,2,1,3
6757,-2.83876,-1.70689,-6.16434,13.65132,-0.06112,-0.0751,-3.04507731861e+106,1.4829926805811998e+107,2.9516266812100506e+109,0.03545,-1.76172,22.43807,3,2,1,1,6
1566,-10.55362,-4.3724,-25.71727,13.72868,0.0676,0.08025,0.0,-0.0,-0.0,1.99113,-3.71912,0.30952,3,2,1,1,3
2867,3.07615,0.24237,8.15699,14.14056,-0.07877,-0.05902,-1.7586643220185702e+19,-1.2450457362520406e+19,-1.4148221652287139e+22,-22.0061,-7.36375,-1.83159,3,2,1,1,3
6631,1.69933,-0.20632,4.85382,14.07063,-0.06886,0.04257,1.0357468907612182e+35,-1.0319290980325797e+35,-4.1516303205675505e+37,16.61568,10.81612,-9.54866,3,2,2,2,6
759,-10.79659,-4.45938,-26.35659,13.79255,-0.06329,0.18284,-0.0,-0.0,-0.0,4.37087,18.7322,1.72468,3,2,2,1,3
4287,-4.39772,-2.23218,-10.01567,13.8607,-0.05817,0.12125,2.1510100044650328e+138,-2.5753355419943617e+138,-1.98939570679665e+141,-6.60886,-10.84533,18.74168,3,2,2,1,6
3322,-1.54204,-1.27414,-2.99007,14.14056,-0.07877,-0.05902,-7.538602459143741e+83,-1.3288058197739121e+84,-7.995948755365568e+86,4.81796,-3.47428,-1.89971,3,2,2,1,3
4739,-10.38207,-4.31111,-25.2669,13.65655,-0.10426,-0.79862,0.0,0.0,0.0,-3.87349,5.39157,5.37125,1,2,2,1,3
5127,-18.84943,-7.61811,-49.48138,13.514,0.05599,0.6308,0.0,0.0,0.0,-1.00993,-5.67523,-11.47824,1,2,2,17,5
7147,-5.63517,-2.65346,-13.10398,14.00596,0.04625,0.06993,-0.0,0.0,0.0,16.9566,0.31552,-15.10791,2,2,2,2,3
4865,-11.1005,-4.15247,-28.14472,13.79567,-0.06109,0.11862,0.0,-0.0,-0.0,-7.17597,8.93618,5.24167,3,2,2,1,3
6447,-5.04502,-2.47057,-11.59449,14.00209,0.01618,0.1233,-0.0,0.0,0.0,7.70415,7.58707,-5.92873,3,2,2,1,6
7140,3.36571,0.33644,8.85018,14.07047,-0.03952,-0.11331,-5.287869723295257e+16,4448480363409852.5,-2.054216365721452e+19,7.5641,-5.92566,-20.51574,3,2,1,1,6
4437,-4.29699,-2.22071,-9.76645,14.14056,-0.07877,-0.05902,-5.637617609211608e+133,-2.735330155858301e+134,-2.816731423224006e+136,-4.22815,11.59742,-7.21045,3,2,1,1,3
4442,-5.44865,-0.48452,-13.64798,13.86289,-0.1151,-0.41571,5.80704926762054e+132,-2.1290768101710906e+133,-1.2459820252849987e+136,-8.03305,-5.79676,-7.90207,1,2,2,7,3
7548,1.3133,-0.43149,3.2673,14.0698,-0.09085,-0.09791,2.1175444548149073e+33,-5.481033888560124e+34,-3.7783409486069054e+37,-2.5539,9.03562,-8.02584,1,2,2,12,6
3521,-20.24347,-8.02776,-52.75952,13.86621,-0.113,-0.52546,-0.0,0.0,0.0,14.84675,13.29986,-1.94204,1,2,1,1,3
1343,-14.85707,-5.94615,-37.3103,13.79098,-0.1325,-0.07814,0.0,0.0,0.0,5.04533,-3.72102,18.41652,1,2,2,1,5
7172,-20.31679,-8.6274,-56.59618,13.85903,-0.07976,0.05509,0.0,0.0,0.0,3.72642,11.96125,5.94487,3,2,1,2,4
1544,-16.06646,-6.40198,-40.68065,13.65187,-0.10376,-0.36806,0.0,-0.0,-0.0,-17.85566,-0.4567,-0.1643,3,2,2,1,3
7015,1.42128,-0.29725,4.18506,14.00066,-0.07944,-0.16796,-2.021232850986577e+39,3.957604086800604e+39,2.2366388684204448e+42,-15.81971,11.11479,13.85768,3,2,2,1,3
350,-13.4438,-5.5656,-35.02687,13.79355,0.46136,0.00404,0.0,0.0,0.0,8.8626,-9.81675,1.36632,2,2,2,2,4
675,-4.63615,-2.31304,-10.60847,13.93098,-0.06652,0.08858,0.0,0.0,0.0,2.54187,18.93079,3.26886,1,2,1,10,3
5407,-3.09884,-1.78234,-7.06179,13.79369,0.00301,-0.01787,4.837528695981078e+108,-3.853144456207583e+109,-4.969515132355023e+112,-0.25054,3.65993,12.42754,3,2,2,1,4
7003,-1.13418,-1.13874,-1.99651,14.07272,-0.05808,-0.20449,4.3979202702319173e+77,3.3793189479428013e+77,4.487220557464632e+80,0.62251,4.44295,-4.03634,1,2,2,8,6
6245,4.39568,0.67032,11.31261,14.0717,-0.06144,-0.16501,-308088.92205,1880263.02472,1021276914.8968,-3.35748,4.80696,-0.60544,3,2,1,1,3
6449,0.44511,-2.36845,-15.81396,13.86062,-0.11108,-0.25272,9.363399139717498e+38,-1.7471728013355342e+39,-2.878742728441388e+41,4.16484,-8.40814,14.54578,3,2,2,1,6
2355,-6.3197,-2.88828,-14.82552,13.6567,0.09793,-0.03386,-0.0,0.0,0.0,-4.83679,-11.45399,14.4197,3,2,2,1,3
3407,-10.53081,38.64309,-22.60723,13.7895,-0.12241,-0.12637,-0.0,-0.0,-0.0,9.91171,-1.76323,-9.0005,3,2,2,2,3
8176,-4.01877,-2.10395,-9.07565,13.7264,2.22835,-0.66213,-1.164474806231933e+130,-2.030086483956495e+130,-8.095034893890671e+132,1.08446,-14.8778,-14.5815,1,2,1,11,5
5007,-9.06895,-4.24608,-24.21964,13.93042,-0.07218,-0.17726,-0.0,-0.0,-0.0,5.20645,-8.00126,-10.14872,3,2,1,1,3
5738,-0.28443,-0.41386,-0.58478,13.93382,-0.08352,-0.02043,-4.094080017871812e+64,-1.4762173088575557e+64,-1.1455117546194807e+67,3.70802,-11.57852,-5.56931,3,2,1,1,3
2610,-4.93813,-2.41567,-11.36076,13.72158,-0.07821,-0.03238,0.0,-0.0,-0.0,-6.80303,18.89423,1.14326,3,2,1,1,6
119,-4.98392,-2.43125,-11.47498,13.72471,-0.08618,0.38,0.0,0.0,0.0,-8.80876,-5.27632,-15.83683,2,2,2,2,2
946,-4.14967,-2.14821,-9.40007,13.8584,-0.11717,-0.19087,-1.0767602330315135e+132,-5.85399861865107e+132,-6.637902449645406e+135,0.33762,14.09245,-14.13462,1,2,2,1,3
4319,-1.81756,-1.36579,-3.6625,14.00013,-0.06651,-0.00763,-2.01545344910367e+89,-1.254191132901773e+89,-7.940022267239732e+91,-3.84205,9.22272,-2.96672,3,2,1,2,3
6914,-4.6891,21.60632,-7.45518,13.79247,-0.08571,-0.17314,2.6478716475177746e+136,1.4408289328672104e+136,2.2163465803162697e+139,13.08008,-0.72706,-5.73006,3,2,1,1,3
4725,-11.31818,-4.42511,-28.12259,13.71865,-0.14889,-0.37172,-0.0,0.0,0.0,5.51764,0.31587,-12.47883,3,2,1,1,3
6850,-6.01689,-2.9162,-14.27315,13.93012,-0.10148,-0.06342,-0.0,-0.0,-0.0,12.51687,-2.5046,6.45067,3,2,1,2,4
1517,-1.87886,-1.3862,-3.81225,13.93052,-0.08942,-0.20307,1.7989940034593727e+90,1.7914379918852347e+90,1.8417744666745007e+93,-11.52643,13.10046,-6.28947,3,2,1,1,3
4645,-5.54105,-2.62127,-12.86803,13.79003,-0.12702,-0.30419,-0.0,-0.0,-0.0,14.7916,10.32281,4.30369,3,2,2,1,3
2640,-12.12089,-8.57104,-10.92685,13.71755,-0.08194,0.17838,-0.0,-0.0,-0.0,11.21196,-4.97483,3.6387,3,2,2,1,4
3686,1.35143,-0.32011,4.01695,14.07032,-0.08292,-0.02826,3.2168158595856473e+39,8.743676188749631e+39,4.358280833226707e+42,0.76408,3.35141,-2.67249,3,2,2,2,2
1594,-2.53222,-1.60426,-5.41173,14.00233,-0.04588,-0.20448,5.5460073695088695e+100,-9.689423277018213e+101,-1.069888774020329e+105,-2.47003,-1.16418,-5.57106,3,2,1,1,4
6066,-1.22834,-1.16997,-2.22569,13.86633,1.72856,0.18783,-2.622913222018333e+78,4.899038977560683e+78,2.4366168992594974e+81,-8.24937,-1.5688,3.78153,3,2,1,1,4
1656,-10.09985,-4.21051,-24.52777,14.0725,-0.06082,-0.20099,-0.0,-0.0,-0.0,4.79848,18.58107,11.78623,3,2,1,1,3
8302,-5.03536,-2.44876,-11.60335,14.0043,-0.0678,-0.26864,-0.0,0.0,0.0,0.0597,-7.06157,-3.80132,2,2,2,2,4
3489,-3.54197,-1.94664,-7.8261,13.93002,-0.07497,-0.16081,-1.3259517724113871e+119,-1.9042193682745156e+119,-1.8832869368513103e+122,1.94111,14.99432,-3.66078,3,2,1,1,6
3551,-7.61674,-3.33692,-18.1155,13.93024,-0.12387,-0.17859,0.0,-0.0,-0.0,6.22307,-4.81907,-15.54106,3,2,2,1,3
5227,2.89533,0.18358,7.72388,14.07199,-0.0595,-0.17649,9.046242413861162e+19,-5.188210217906916e+20,-1.4075770087912602e+23,2.55855,4.36792,-7.15389,3,2,2,2,6
1089,-13.16875,-5.25436,-33.60091,13.72517,-0.07782,-0.441,0.0,0.0,0.0,-8.45225,3.2612,1.79981,3,2,1,1,3
5762,2.49229,-0.17759,6.72808,14.00015,-0.07835,-0.00608,1.4523545685367258e+18,-1.1148551343339514e+18,-7.665874603587379e+20,-9.10306,-4.24265,-9.6029,3,2,2,1,3
7459,-12.36599,-5.07527,-32.80684,13.9349,-0.02724,-0.34153,0.0,-0.0,-0.0,2.5853,-9.61419,9.1157,1,2,1,1,4
3443,-2.60668,30.10347,-3.36275,13.93009,-0.06619,0.04116,-3.711191862597785e+85,-1.5102322384480963e+85,-2.316946211292944e+88,8.69251,-2.34884,-9.64513,2,2,2,2,3
2839,1.39421,-0.30611,4.11991,14.06913,-0.09036,-0.07422,-2.701913197020618e+39,-2.633935977533883e+39,-2.5637654074669716e+42,13.8483,-5.26963,-15.24719,3,2,2,1,3
1109,-4.67757,-2.3271,-10.71154,13.9326,-0.01056,-0.15146,-0.0,-0.0,-0.0,-1.82228,-1.3596,4.39909,3,2,2,1,3
1561,-6.82474,-3.06238,-16.10209,14.07237,-0.07299,0.11973,0.0,0.0,0.0,-3.367,-7.19798,-0.45914,2,2,2,2,2
7947,34.62726,-3.2184,-21.56921,13.93308,-0.03102,-0.13305,-0.0,-0.0,-0.0,3.87139,-10.03571,7.25229,3,2,1,2,4
6095,-9.19356,-3.88932,-22.16898,13.93487,0.39978,-0.20609,-0.0,0.0,0.0,-15.10967,-10.94181,-11.08174,2,2,2,2,3
4724,-7.60772,-3.4005,-19.75749,13.86146,-0.05766,0.04462,-0.0,-0.0,-0.0,-4.78876,5.70138,-7.52892,3,2,2,1,3
2790,-9.52052,44.83814,-16.09951,13.72552,-0.01621,0.52081,0.0,-0.0,-0.0,0.48624,-13.45042,-3.2129,3,2,2,2,5
4314,-8.26095,-3.56164,-19.7641,13.30099,0.33106,-0.63834,-0.0,0.0,0.0,2.06831,2.29884,-8.76284,3,2,1,1,3
3865,-11.69821,-4.76643,-30.19561,13.99942,-0.0924,-0.0927,-0.0,-0.0,-0.0,8.87951,-8.02248,6.96362,2,2,2,2,3
7735,-9.08213,-3.85002,-21.88046,14.07112,-0.0787,-0.16505,-0.0,-0.0,-0.0,-4.47679,-3.55742,-1.91663,3,2,2,1,3
4028,-1.03793,-1.10684,-1.76235,13.93274,-0.02943,-0.20034,1.774744522300317e+75,-3.405244894669098e+75,-1.9700096631599433e+78,14.25678,9.52066,-9.75414,2,2,2,2,6
4747,-1.8829,-1.38755,-3.82214,14.0022,0.41271,-0.2821,-1.0761191128425116e+90,3.3980821024555554e+90,1.3986986443665606e+93,6.1066,-12.16363,17.38869,3,2,1,1,6
7312,-7.70854,-3.36886,-18.34983,13.92858,-0.0902,-0.05984,-0.0,-0.0,-0.0,-7.25985,2.86746,20.23403,1,2,2,1,4
3136,-4.49946,-2.26667,-10.2685,14.07184,-0.05776,0.00252,1.4328362578017626e+140,1.2004139357700463e+140,1.0910247814787914e+143,-8.15727,2.41808,-1.56439,1,2,2,1,4
2833,-12.07553,-4.74866,-31.57996,14.00253,-0.0858,-0.32172,0.0,0.0,0.0,9.23027,0.05077,2.53439,3,2,2,1,3
3475,14.88588,-7.86393,31.08445,14.00011,-0.08278,-0.07313,-2.3896279445126926e+44,-5.928262598669648e+44,-6.325566657595935e+47,6.60693,-3.15926,10.45486,3,2,2,1,6
5238,-4.19504,-2.16356,-9.51259,13.79263,-0.08003,0.13514,-2.3753434574624956e+134,-1.5122729183570366e+134,-1.17816322637312e+137,11.7236,10.06358,6.67365,3,2,2,1,6
5120,-6.72846,-3.02913,-15.85831,14.14056,-0.07877,-0.05902,-0.0,-0.0,-0.0,-5.44825,-1.93485,-1.0489,3,2,2,1,6
6542,-3.53766,-1.94167,-7.88585,13.86023,-0.06976,-0.14465,-9.470880531328816e+120,-3.5566014911791235e+120,-8.827582192969294e+123,-6.47176,0.10702,-1.8017,3,2,2,1,6
1988,-13.27265,-5.45,-33.46626,13.58359,0.37106,-0.56369,-0.0,-0.0,-0.0,12.28115,-2.91036,-2.34248,3,2,1,1,3
2089,3.49418,-10.21587,-64.78164,13.22692,0.37303,0.21748,0.0,0.0,0.0,2.62136,12.46797,-6.49259,1,2,1,1,4
1741,2.23207,2.38931,3.36184,14.07139,-0.08778,-0.11629,-1590170670956.167,3613607963871.836,1575175211416320.5,5.32291,10.71102,3.32612,3,2,1,1,3
318,1.51432,-0.26681,4.40889,13.92899,-0.12607,-0.19996,-3.940063405114762e+36,3.545869208752759e+37,3.661490622231232e+39,0.71521,-1.88108,5.39442,3,2,1,1,4
4624,-17.09297,-45.34573,51.49506,13.58329,0.14187,1.03168,-0.0,-0.0,-0.0,10.86924,-4.69957,4.27327,3,2,1,2,2
1331,3.69291,-1.49316,-3.63185,14.07038,-0.0951,0.00252,-1212746431832.489,-3332198012043.3003,-1012807662222356.8,-4.79572,5.72589,-7.52831,3,2,2,1,3
1820,-22.75153,-9.04567,-60.37534,13.8584,-0.09744,0.09091,0.0,0.0,0.0,4.7086,-1.44699,1.60994,1,2,2,9,4
7527,3.65767,0.23133,8.7023,14.06982,-0.08412,-0.03464,-3340092.27408,3882591.80502,3814747858.01639,-0.22746,7.81144,-13.25041,2,2,2,2,4
533,-4.8351,-2.38063,-11.1039,13.92894,-0.06584,-0.13674,0.0,0.0,0.0,-2.47003,-1.16418,-5.57106,3,2,1,2,6
5390,-2.76945,-1.68367,-5.99404,14.001,-0.0711,-0.01757,7.537185473799602e+105,9.503880727361291e+105,4.471993742521528e+108,-9.67911,-9.16634,-12.67512,3,2,2,1,3
8242,-0.03755,-0.77626,0.66475,14.07195,0.41575,-0.18219,6.871330000719405e+58,-4.45688626044892e+59,-3.338789226019612e+62,-8.09732,-8.4439,4.93972,2,2,2,2,6
3780,-4.7446,-2.34987,-10.87844,14.00203,-0.09546,0.04701,-0.0,-0.0,-0.0,-2.17612,2.71361,-3.83761,1,2,2,1,3
3689,-10.44382,-4.10972,-26.94226,13.86254,0.39774,-0.36075,0.0,0.0,0.0,-5.19525,-7.39809,-11.65377,2,2,2,2,3
952,-0.78254,-1.02227,-1.14158,14.00203,-0.07292,-0.23596,1.75119145892135e+72,5.528649259046567e+71,5.209456418346577e+74,-6.17465,-1.70113,1.17753,3,2,2,2,6
775,-13.37078,-5.1318,-33.25866,13.86197,-0.1414,-0.34531,-0.0,0.0,0.0,5.00018,-4.10703,-6.93343,3,2,2,1,3
6750,-1.01452,-1.09908,-1.70541,13.93361,-0.05472,0.03368,-3.091055364291539e+75,1.0661491035213913e+76,1.9360446573016654e+78,2.20101,-13.32858,15.75386,3,2,1,1,6
2566,0.28806,-0.66905,1.4523,14.14056,-0.07877,-0.05902,1.8151723360071556e+55,-4.5565497787822873e+55,-2.9941791344909026e+58,6.13684,-8.22909,-0.75803,3,2,1,2,3
7005,-7.00747,-3.12555,-16.56535,14.00045,-0.09594,-0.12149,-0.0,-0.0,-0.0,7.4231,-0.42999,6.44718,3,2,1,2,3
6010,-4.64804,-2.31708,-10.63805,13.86028,-0.07578,-0.11777,0.0,0.0,0.0,12.26282,14.29128,-5.76496,2,2,2,2,5
3592,-11.38732,-4.67175,-27.91806,13.72216,0.0073,0.28333,-0.0,-0.0,-0.0,8.71205,-8.36492,-15.52469,1,2,1,1,2
1216,-21.18175,-8.92084,-60.14526,13.79036,-0.05562,-0.08609,0.0,0.0,0.0,3.96744,11.31572,7.27051,3,2,2,1,4
4997,-4.6705,-2.3247,-10.69393,14.00084,-0.08628,-0.0173,0.0,-0.0,-0.0,2.13815,-4.18252,-3.02471,3,2,1,1,4
7727,0.29606,-0.66641,1.47163,14.07247,-0.07648,-0.15132,-2.6367824462468645e+54,7.642069818099749e+54,6.2534478585363476e+57,5.37856,-18.76066,11.23554,3,2,1,2,3
749,-22.00693,102.41162,-51.32507,13.72823,-0.08176,-0.38457,0.0,0.0,0.0,7.5861,-9.58774,-5.27304,3,2,1,1,3
5055,-6.51433,-2.65423,-17.3458,13.93237,-0.06105,-0.25245,-0.0,-0.0,-0.0,13.19131,1.88756,-2.23005,3,2,2,1,3
8266,0.61044,-0.56307,2.23097,14.14056,-0.07877,-0.05902,1.3155505722368674e+50,4.0536664621215825e+50,9.890606682326176e+52,4.67399,-6.2948,0.71107,3,2,2,1,3
5061,-0.902,-1.06181,-1.43185,13.93431,-0.09702,-0.25549,1.6068081564285478e+73,1.7506890023086912e+73,1.0914766445030565e+76,-2.61313,-4.44949,-20.47668,3,2,2,1,3
6184,-6.19436,-2.84518,-14.50956,13.8641,-0.16836,-0.53088,-0.0,-0.0,-0.0,-2.1175,2.13478,-4.91979,1,2,2,12,3
6579,-11.5579,-4.74706,-28.27446,13.86032,-0.13019,-0.1667,-0.0,0.0,0.0,2.75952,11.34999,2.87496,3,2,2,1,3
2655,-16.73058,-6.40859,-44.99294,13.79875,-0.05742,-0.5904,0.0,0.0,0.0,-1.17407,-11.4758,-8.11768,3,2,2,2,3
1438,0.62118,-0.55954,2.25689,13.93194,-0.1129,-0.45243,-2.7255368927965637e+50,4.695782812300821e+50,3.7459193695332685e+53,1.93993,5.8516,-5.34316,3,2,2,1,3
5411,1.96482,-0.11961,5.4918,14.14056,-0.07877,-0.05902,2.3794797984082234e+31,5.5728214079122415e+31,8.958095233788299e+34,7.75103,-7.25523,-17.30913,3,2,1,1,3
917,-6.2367,-2.85974,-14.61628,13.79289,-0.05428,0.18343,-0.0,-0.0,-0.0,-7.90528,-12.43554,-9.31413,3,2,2,2,6
3251,3.47161,0.37082,9.10359,14.00106,-0.09151,-0.14531,-765339262333134.5,1296663879249073.5,9.227955282195571e+17,1.9489,1.4052,8.64211,3,2,1,1,3
3465,-5.5135,-2.61186,-12.799,13.9292,-0.08008,-0.0973,-0.0,0.0,0.0,-4.1541,2.61822,1.15635,2,2,2,2,5
3361,0.08924,-0.73449,0.97154,13.92913,-0.05165,0.00889,1.9296316198595324e+58,1.9113809675299873e+58,1.8295649453834595e+61,8.59732,6.01062,-1.20907,3,2,2,2,4
4107,-6.07003,-2.80248,-14.19649,13.93098,-0.09735,0.08316,0.0,0.0,0.0,1.18296,17.68615,8.92722,3,2,2,1,4
4949,5.29204,0.95212,13.46125,14.14056,-0.07877,-0.05902,0.04783,0.12878,65.67486,-12.49348,8.3775,-4.60822,3,2,1,1,3
8226,-2.22363,-1.50116,-4.65551,13.86145,0.37758,-0.24207,-9.314415959064409e+95,2.728532944795804e+96,1.5545578080753978e+99,0.29201,5.83634,-21.95838,3,2,1,2,3
6360,-8.15216,53.92894,-13.72932,14.06907,-0.08363,-0.07118,-0.0,-0.0,-0.0,-8.17932,-9.97138,-1.8301,3,2,1,1,3
373,0.18295,-0.70363,1.1982,14.00186,-0.06038,0.24271,6.073656093020083e+56,8.300019250230733e+56,4.972946437719344e+59,9.08362,4.22375,-1.1806,3,2,2,1,3
1217,-0.5473,-0.94448,-0.57053,14.14056,-0.07877,-0.05902,7.186651604091718e+67,-1.5044883121313983e+68,-7.703112757078497e+70,-1.28472,-0.84446,-6.30536,3,2,1,1,3
6391,-26.08821,-16.32613,-34.47379,14.00081,-0.08983,0.11289,0.0,0.0,0.0,-6.24814,-3.04963,12.10688,1,2,1,1,2
5384,-35.49056,-20.4457,-79.37472,13.15994,-0.0518,0.26825,0.0,-0.0,-0.0,4.51523,-7.79741,-10.06772,3,2,2,1,4
3811,0.37239,-0.64131,1.65609,14.00316,-0.05844,-0.33894,8.92474470295024e+53,4.204663628429442e+53,4.344262509855528e+56,-1.07881,8.00306,-0.62167,2,2,2,2,3
1268,-6.62634,-9.54491,-67.66958,13.72483,-0.03718,-0.32345,-0.0,-0.0,-0.0,3.66557,-10.31407,7.48676,3,2,1,1,4
929,-10.25092,-4.26433,-24.92316,13.72654,-0.08762,-0.33345,-0.0,0.0,0.0,-9.26679,10.02576,-14.14803,3,2,2,2,3
7485,2.76335,0.14065,7.40764,13.93472,-0.0469,-0.38965,-8.049737580877677e+22,-4.376862808071342e+22,-4.377366287980951e+25,3.54366,-9.07336,-2.3602,2,2,2,2,3
