label,Iso_map,,,Random_Trees,,,t_sne,,,IsomapClustering,Random_TreesClustering,SpectralClustering,tSNEClustering,LouvainClustering
4631,-4.42705,-2.24212,-10.08854,13.93068,-0.0841,0.10045,-3.16369,-2.52813,4.82643,1,2,2,1,4
1703,-9.04384,-3.83652,-21.78139,14.06913,-0.09036,-0.07422,4.91197,2.33223,-0.83316,1,2,2,1,5
8152,-2.77489,-1.68549,-6.00741,13.99907,-0.06921,-0.00409,2.13816,7.08768,3.23189,3,2,1,1,4
2420,-7.87991,-3.42856,-18.78777,13.79404,-0.00326,0.40022,-16.3217,3.5754,-5.46575,3,2,2,1,2
5393,-12.87099,-5.22942,-31.81791,13.86494,0.07324,0.64216,7.03458,-9.32003,10.78896,3,2,1,2,4
5610,-7.31733,-3.23291,-17.35266,13.92954,-0.07341,-0.07403,-2.71407,-18.12002,-11.14348,3,2,1,1,2
2815,-9.622,-4.04081,-23.28133,13.93205,-0.10447,0.18387,-6.07697,16.85948,6.18985,3,2,1,1,2
4711,-4.91491,-2.40777,-11.30285,14.00103,-0.08397,0.02019,7.23979,1.50516,-2.31467,3,2,1,2,5
6165,0.04484,-0.74911,0.86413,14.07112,-0.0787,-0.16505,2.05824,2.68423,-5.43629,2,2,2,2,4
7708,-7.86377,-3.40955,-18.97728,13.93234,-0.04653,0.25194,-0.25054,3.65993,12.42754,3,2,1,1,4
6103,2.05717,-0.08947,5.71359,14.14056,-0.07877,-0.05902,-14.41419,-9.33586,7.82745,3,2,1,1,4
7128,10.56659,-5.7127,-37.58256,13.8586,-0.09654,0.00183,12.81381,-4.13824,-0.43866,1,2,2,7,4
1153,-9.08209,-3.85,-21.88035,13.86341,0.02369,0.46547,6.52564,18.10889,1.10132,3,2,2,2,4
5452,-3.90543,-2.06567,-8.795,13.93296,-0.14727,-0.40954,2.77645,-3.48833,-5.33417,3,2,1,1,4
486,-0.25532,-0.84807,0.1374,13.93331,-0.03311,-0.11606,-8.86156,-14.73141,-8.61659,3,2,1,1,4
1863,-2.49364,-1.59136,-5.3171,14.07024,-0.10494,-0.16083,-13.09442,7.48476,-14.67374,3,2,2,2,3
6795,-25.13618,-10.13537,-68.04263,13.17091,1.69704,0.31613,-1.55386,6.55063,-10.10479,3,2,1,1,4
2552,-24.64715,-10.07858,-69.20108,13.22945,-0.04113,0.66768,7.01529,-11.35729,3.72209,2,2,2,2,4
1320,2.42747,0.03128,6.60233,14.07099,-0.04829,-0.03956,2.36531,4.61306,-2.38957,3,2,2,1,4
2947,-2.92164,-1.73467,-6.36809,13.93308,-0.02425,0.30521,-1.25853,1.10393,3.65145,3,2,2,1,4
4452,3.19924,0.28237,8.45172,14.14056,-0.07877,-0.05902,5.93178,2.64408,-0.08993,2,2,2,2,4
5209,-14.46957,-11.08328,-8.71568,13.93178,-0.0932,-0.04811,-4.24675,-10.949,3.45796,1,2,1,1,4
6508,-0.24782,4.61742,25.00692,14.14056,-0.07877,-0.05902,-11.33713,3.64865,-2.04476,3,2,2,1,4
3663,34.35728,-31.75676,59.98489,14.06928,-0.08745,-0.07006,7.36106,-2.76906,10.50925,3,2,1,1,2
2999,-17.32417,-6.88289,-44.24364,13.72185,-0.0091,0.33504,8.75374,-1.27584,-1.01833,1,2,2,12,2
4137,-30.21896,-12.52035,-86.94975,13.65032,0.00145,-0.03562,5.54469,6.85251,-9.30369,1,2,2,7,4
1192,-14.27574,-23.32943,-33.6123,14.00469,0.03054,0.27296,5.69658,-7.96299,8.40829,3,2,1,1,2
4734,-10.29809,-29.32363,149.65403,13.86475,0.11492,0.86407,6.30118,-5.83421,9.38388,3,2,2,1,2
7336,-8.97237,-3.81134,-21.59659,13.79248,-0.04752,0.45549,3.56421,-3.63968,2.18536,3,2,2,1,4
1574,-5.06106,-2.45751,-11.66751,13.86534,-0.06248,-0.0274,-2.0182,-6.01958,-4.77525,3,2,2,1,4
1849,-8.97624,-3.81271,-21.6066,13.72507,0.05371,0.81233,2.81202,-17.34145,-4.1207,3,2,2,1,2
4629,-2.03449,-1.43807,-4.1927,14.07086,-0.0574,0.03326,-11.77264,2.84342,-17.21381,3,2,2,1,2
7201,-16.33716,-6.50488,-41.44241,14.14056,-0.07877,-0.05902,-16.61867,6.13228,1.84555,3,2,1,1,2
4580,1.25482,2.46709,-2.68761,14.00078,0.39242,-0.10112,-15.04143,3.70759,-0.69418,3,2,1,1,4
5558,-3.51696,-1.9347,-7.83475,13.86369,-0.04828,0.02032,-18.26233,-0.71344,6.50076,2,2,2,2,4
3635,-18.28807,-7.24761,-47.75733,13.44235,-0.04652,0.28321,-5.30014,6.23842,10.20751,3,2,2,8,4
7618,-9.03757,-3.6821,-22.315,13.44561,0.07272,0.49039,-8.36348,-0.50856,-10.83398,1,2,2,1,5
7272,2.74802,-33.32841,32.93764,13.72363,0.02436,0.56644,-5.23785,-8.38447,8.0774,3,2,1,1,2
1419,-4.87368,-2.39374,-11.20005,14.00488,-0.02822,-0.04355,0.76469,-18.09374,2.12649,3,2,2,2,4
521,-19.62022,-7.77985,-50.9112,13.72782,0.25126,0.89654,5.06011,9.08364,2.71485,2,2,2,2,4
3110,8.79835,-12.88326,17.96153,13.86202,0.50052,-0.00302,7.34015,-2.01608,10.58682,3,2,1,2,4
1214,-15.08717,-6.03239,-37.94748,13.65429,0.06161,0.27501,17.57275,-1.69624,-8.95928,3,2,2,1,4
3356,-3.17418,-1.89486,-7.37358,13.86231,-0.03805,0.25875,-7.99913,10.98602,-1.70955,3,2,1,2,5
5191,0.112,-0.93018,-0.42079,13.93008,-0.08675,0.1439,-9.35433,9.8919,-7.32112,3,2,2,1,4
3298,-8.24828,-3.55721,-19.73158,13.72188,-0.0511,0.07237,14.78267,-15.22933,-6.7727,3,2,1,1,4
6340,-0.78583,-1.02336,-1.14959,14.00122,-0.05625,0.17715,0.18636,1.12323,10.24458,3,2,1,1,4
4472,-0.37833,-0.88867,-0.16074,14.00156,-0.05658,0.19561,5.28476,2.82323,5.46955,3,2,1,1,4
2102,-8.76693,-3.73907,-21.0661,14.07092,-0.05625,0.05724,7.81795,-1.88713,6.58394,1,2,1,1,2
3549,0.24109,-0.6845,1.33877,14.07047,-0.03952,-0.11331,-13.33929,-14.74916,-10.99242,3,2,1,2,2
7643,-12.81143,-13.80373,-24.83823,13.38127,0.38848,1.59508,10.4647,-0.57568,3.10099,1,2,2,1,2
2261,-0.03803,-2.00004,-8.45402,14.07063,-0.03568,-0.11427,3.97928,14.56166,-5.40752,3,2,1,1,4
5664,1.05191,-0.41821,3.29563,13.93215,-0.06837,0.20049,2.79302,-3.98176,6.19073,3,2,2,1,4
5514,3.15469,0.2679,8.34507,14.06958,-0.09613,-0.07109,9.88463,0.9002,-4.10555,1,2,2,1,3
5281,-6.93637,-30.77051,2.13956,13.7209,-0.0914,0.08325,8.03032,1.52787,12.17457,2,2,2,2,2
7767,1136.16324,6.3968,21.19466,14.07247,-0.07648,-0.15132,-8.45128,-4.4841,-3.08964,2,2,2,2,3
2981,-3.86254,-2.0512,-8.68886,14.06945,-0.09821,-0.07453,-7.16342,-7.46251,-15.31112,3,2,2,15,6
6855,-5.5599,-2.62772,-12.91527,13.93016,-0.0956,0.06804,2.82967,1.4251,2.26897,2,2,2,2,5
1472,-27.21317,-10.94285,-74.69595,13.64984,-0.12608,-0.02652,-4.45119,-4.73828,0.95448,3,2,1,1,4
2475,-4.55752,-2.28636,-10.41285,14.06977,-0.07849,-0.02479,-4.39254,3.12877,1.91162,3,2,1,1,2
3183,-5.46435,-2.59507,-12.67589,13.99933,-0.09109,-0.12407,-16.7948,8.16111,-3.32276,3,2,1,1,4
2443,-13.03213,-5.27965,-32.22059,13.929,-0.09732,-0.09169,-7.72165,13.94507,-1.85861,3,2,1,1,5
8301,3.72484,0.45298,9.7093,14.07138,-0.07706,0.0664,1.06454,7.39682,-8.52318,3,2,1,1,4
5990,-3.90948,-2.06704,-8.80503,13.93133,-0.06036,0.01916,-4.47714,-9.96552,-1.30987,3,2,2,1,5
6156,-1.23648,-1.69096,-5.60192,14.00621,0.19849,0.85702,5.8761,4.54069,-9.48636,3,2,1,1,4
1285,0.85356,-0.31204,-0.36173,14.00065,-0.12701,-0.24431,-0.95884,-11.23861,-8.81646,3,2,2,2,3
6474,-14.5079,-5.81571,-36.347,13.65466,-0.00546,0.6119,-18.97226,-6.82204,-6.22661,1,2,2,1,5
1384,-28.51677,-11.51971,-79.08563,13.58232,0.05274,0.77029,3.19637,2.8621,2.83305,3,2,2,1,4
7419,-20.56104,-8.15484,-53.70789,13.72474,0.0685,0.6472,13.27999,-14.42148,8.99925,2,2,2,2,2
5050,-19.31659,-11.75114,-17.77382,13.72314,0.00046,0.66237,0.12299,-11.27343,8.85876,1,2,2,1,2
4034,-8.48753,-6.98728,-3.00812,13.7867,-0.06584,0.07699,11.62833,-2.4049,3.5024,3,2,1,1,4
445,-6.52165,-2.98389,-15.39238,13.92848,-0.11859,-0.04133,11.13787,-5.81756,8.14726,3,2,2,1,5
1015,-9.86807,-17.97353,-17.56517,13.72337,0.02268,0.06826,-11.5218,3.39672,2.5462,3,2,2,1,2
630,-1.82544,-1.36842,-3.68176,14.07012,-0.07001,-0.04335,-1.23785,7.61418,3.99536,1,2,2,1,4
7644,-9.30676,-3.92928,-22.4624,13.86398,0.11306,0.50486,-10.3561,-19.71299,-2.69616,3,2,1,2,2
1481,-18.51696,-7.3457,-47.68022,13.4432,0.03795,0.8711,0.74576,-8.09095,3.57327,3,2,2,1,4
5106,-14.18039,-9.38217,-12.43703,13.79126,-0.04514,0.35948,-5.53534,-3.15175,-7.11189,1,2,2,7,2
7694,-1.04341,-1.19184,-2.94567,14.06939,-0.08612,-0.07832,12.05725,-4.74347,-5.33588,3,2,1,1,4
5761,-4.30225,-2.19984,-9.7786,13.93082,-0.04724,0.08949,22.23823,-0.20791,3.68439,3,2,1,1,5
6943,0.5035,-0.5982,1.97279,14.00134,-0.09701,-0.13253,11.13886,3.56947,-0.38613,3,2,2,1,4
3641,-12.2397,-5.27144,-32.85086,14.06988,-0.08361,-0.06831,-12.21615,7.55112,0.1845,3,2,2,1,4
3040,4.18368,2.20857,9.47502,14.07317,-0.08514,-0.16265,9.84726,2.59073,-3.4185,3,2,2,2,3
3612,2.40143,0.03271,6.41608,13.99951,-0.07862,-0.11992,-9.40833,3.93909,-5.82448,1,2,2,1,3
1427,-0.91682,-2.42388,2.9086,13.99949,-0.11555,-0.19676,-10.55076,-6.00314,2.44519,3,2,2,1,3
5093,-1.71337,-1.33112,-3.4081,14.07195,0.41575,-0.18219,5.52765,4.68759,2.05491,3,2,2,1,3
3453,-6.05832,-2.79846,-14.16703,13.93046,-0.04454,0.06218,-13.12695,-10.89111,-4.28602,3,2,2,2,4
1699,1.81572,-0.1683,5.13357,14.00088,-0.10485,0.03235,-13.19772,-5.97389,-16.40692,2,2,2,2,5
2791,-0.50173,0.88429,-2.35997,14.14056,-0.07877,-0.05902,10.62794,1.81646,-10.97635,3,2,1,1,3
8186,0.04817,-0.74802,0.87219,13.92788,-0.11709,-0.08657,-8.483,-2.32748,4.71916,3,2,1,1,4
5962,-0.07014,-0.787,0.58586,14.0692,-0.0949,-0.07595,10.29049,-5.93851,-2.30941,3,2,1,2,3
423,0.23953,-0.68501,1.33499,14.07317,-0.08514,-0.16265,-2.55736,6.87902,-1.84639,3,2,1,1,3
7736,2.85449,0.1703,7.62604,14.07047,-0.0719,-0.04437,-0.37607,2.67677,7.49432,3,2,1,1,6
4853,-1.19219,-1.15798,-2.13769,13.99889,-0.09695,-0.08858,4.76732,4.3998,2.42136,3,2,1,1,5
4835,3.73127,0.45507,9.72468,14.00188,-0.05838,-0.08384,9.27966,4.08574,0.41677,3,2,2,2,3
2472,-1.23073,-1.17076,-2.2315,13.8617,-0.15742,-0.17647,0.08819,-7.48057,0.51766,3,2,2,1,5
3812,-0.22568,-0.83829,0.20919,14.14056,-0.07877,-0.05902,-3.89048,-3.3589,19.20822,3,2,1,2,3
7158,0.034,-0.75268,0.83791,14.07151,-0.02616,0.16584,10.56197,1.68833,-1.97188,3,2,2,1,3
7672,1.61958,-0.23239,4.66208,14.14056,-0.07877,-0.05902,4.5937,2.46726,2.55244,3,2,1,2,4
7909,2.05537,-0.09005,5.70928,14.0731,-0.04571,-0.04804,-5.40295,-0.32703,4.22205,3,2,1,2,3
2493,1.89106,-0.42348,3.39768,14.0051,0.02123,0.32419,6.44081,-7.30459,-14.42491,3,2,1,2,5
4780,17.15201,-2.71997,-15.35581,13.9349,-0.11937,-0.39311,13.06905,-3.9318,-1.55548,3,2,1,1,3
8158,-5.21538,-2.51009,-12.05298,13.99984,-0.10129,0.01788,13.61023,15.8087,-0.64701,1,2,2,1,5
6827,-5.75929,-2.36244,-15.37454,13.85749,-0.1579,-0.18656,-2.77164,-9.82757,-10.32372,1,2,1,10,3
4713,-6.12502,-3.01614,-16.43277,13.51322,-0.05014,0.25897,0.72032,12.67658,1.67469,3,2,1,2,4
7480,0.79274,-0.50321,2.67083,14.14056,-0.07877,-0.05902,-13.034,11.54812,6.79641,3,2,2,1,3
1568,-1.00994,-1.09756,-1.69428,14.0025,-0.10585,-0.18851,0.79364,-1.85074,-5.6828,3,2,2,8,3
5473,-8.42714,-3.61983,-20.19103,13.8583,-0.10173,-0.07907,-7.94473,-1.08962,-3.68609,3,2,1,1,3
487,-4.49198,-2.27604,-10.17609,13.85857,-0.11077,-0.06983,-3.36986,14.75319,-5.6264,3,2,1,2,3
5011,-4.3653,-2.2212,-9.93515,13.92798,-0.12764,-0.05396,5.91604,15.16703,-9.88386,3,2,1,2,5
3125,0.86467,-0.47961,2.84429,13.92866,-0.10081,-0.08723,5.35613,6.95468,0.13313,3,2,1,2,3
4163,-1.81455,-1.36479,-3.65515,14.00196,-0.07765,-0.09937,-2.39586,-0.71129,4.56049,3,2,2,1,3
7058,-1.61857,-1.31968,-3.14175,13.93214,-0.04155,-0.03868,-8.31298,2.28057,-8.60533,3,2,2,1,6
182,-1.84725,-1.37568,-3.73503,13.99894,-0.1087,-0.10353,18.9866,2.8115,-8.30964,2,2,2,2,3
7453,-0.84072,-1.04152,-1.28293,14.07077,-0.1045,-0.1175,-0.6682,-3.54567,1.78846,1,2,2,1,6
1160,3.40683,0.34979,8.94858,14.06913,-0.09319,-0.07352,-5.79804,-4.5839,-15.64188,3,2,1,1,6
4168,1.14579,-0.38745,3.5218,14.07042,-0.08431,-0.04012,2.2452,1.55703,4.01926,2,2,2,2,6
242,-2.76037,-1.68063,-5.97175,14.07054,-0.04478,-0.06381,3.68846,4.63173,-5.9651,2,2,2,2,4
8252,4.4285,-2.69603,20.53415,14.14056,-0.07877,-0.05902,2.86411,-13.97509,7.80342,3,2,1,1,3
4235,-4.44447,-2.24803,-10.13183,13.93051,-0.07081,-0.01725,-15.11334,-5.7703,11.98885,3,2,2,1,2
3067,1.19731,-0.37057,3.6459,14.00164,-0.07808,0.0637,0.28074,-6.78927,-0.78013,3,2,1,1,6
7834,-3.12328,-1.80233,-6.86421,13.99997,-0.09936,-0.05089,-19.69636,-8.86057,-8.9431,3,2,1,2,6
8298,3.76408,0.46571,9.80315,14.07015,-0.08529,-0.1113,8.71088,-2.96824,-6.3287,3,2,2,1,3
4417,-6.93563,-3.1007,-16.38313,14.14056,-0.07877,-0.05902,-10.46806,-3.88187,15.08118,1,2,2,2,6
3385,3.48731,-0.79464,6.01664,14.14056,-0.07877,-0.05902,-2.17007,-9.55077,-12.60718,1,2,2,1,3
5181,4.1771,0.59956,10.79042,14.06909,-0.08838,-0.07183,7.05549,2.21997,4.86836,3,2,1,1,6
7478,-3.76098,-2.01693,-8.43764,13.86227,-0.05793,-0.12176,7.50011,-8.04356,4.41029,1,2,2,1,3
1751,-1.22135,-1.16765,-2.20866,13.65183,0.33332,-0.47878,4.45916,0.66306,1.48874,3,2,1,1,6
1231,-15.52147,-6.29439,-39.72365,13.64965,-0.01346,0.38141,-2.81098,-8.06154,-6.02766,1,2,2,1,4
4124,-4.5798,-2.29392,-10.46827,14.07012,-0.07001,-0.04335,-0.9372,-5.86649,3.55038,1,2,2,1,3
6341,-1.54752,-1.27596,-3.00343,13.99861,-0.11378,-0.03857,0.27843,-3.13463,-3.90331,2,2,2,2,5
7688,2.88241,0.17938,7.69294,14.07077,-0.1045,-0.1175,9.97116,-2.9318,-16.91041,3,2,2,1,6
5408,4.33214,-0.3565,3.44866,14.07272,-0.05808,-0.20449,12.14544,-9.18919,7.88779,3,2,2,1,4
1933,0.34841,-0.64919,1.59815,13.92969,-0.0846,0.03468,-0.82808,-0.4434,-3.77855,3,2,1,2,4
3409,-1.23467,-1.17207,-2.24111,13.93066,-0.0769,-0.10866,7.47463,-4.23151,18.63982,3,2,1,1,5
6804,-2.51015,-1.65209,-5.90338,14.07032,-0.08947,-0.10106,9.1691,-10.24663,1.48003,3,2,1,2,3
4654,-0.50988,-0.93212,-0.47975,14.06979,-0.09294,-0.05955,-1.18835,-1.61728,2.86373,1,2,1,1,6
2486,1.5024,-0.27071,4.38024,14.06904,-0.09246,-0.07421,6.03037,-3.41287,4.62955,3,2,2,2,3
348,-1.50588,-1.26212,-2.9019,13.65204,-0.07769,0.02758,-1.00945,9.67072,14.54521,3,2,2,1,6
1783,-0.04524,-0.77879,0.64615,14.14056,-0.07877,-0.05902,-17.0107,6.87853,3.91831,2,2,2,2,5
3610,4.13686,0.58652,10.69425,14.06987,-0.09013,-0.07739,-5.92698,-0.88407,2.48178,3,2,1,2,3
1554,2.24166,-0.02929,6.15649,14.14056,-0.07877,-0.05902,1.92559,3.91354,-5.27464,3,2,1,1,5
3179,2.20147,-0.10157,5.91247,14.00111,-0.06486,0.00934,-8.30928,2.2742,-8.60476,3,2,1,1,6
1181,-6.5816,-2.97847,-15.48681,14.14056,-0.07877,-0.05902,19.89864,-0.79727,-9.91494,3,2,1,1,3
1520,3.78175,0.47144,9.8454,14.14056,-0.07877,-0.05902,2.80482,-2.52647,21.87069,3,2,2,1,6
4157,6.30293,1.22574,15.55286,14.14056,-0.07877,-0.05902,-8.30122,7.92162,-9.96662,3,2,1,2,3
3134,2.02944,-0.09852,5.64701,14.14056,-0.07877,-0.05902,2.05909,2.71,8.08324,1,2,2,1,6
5789,-2.08745,-1.48593,-4.34776,14.0735,-0.04054,-0.26508,9.8405,-6.48959,-8.59274,1,2,2,1,6
3332,1.95136,-0.124,5.45947,14.07003,-0.08984,-0.07837,1.35813,-1.33738,7.44795,2,2,2,2,6
2348,-7.76125,-3.38722,-18.48446,14.14056,-0.07877,-0.05902,1.83276,16.85632,-10.75205,3,2,1,1,5
6036,-8.00832,-3.58858,-20.17951,14.07025,-0.0654,-0.05608,0.24525,-8.4844,-12.01652,3,2,2,1,3
1193,-2.739,-1.67347,-5.91927,14.14056,-0.07877,-0.05902,-6.03149,-5.57729,3.17514,3,2,2,2,4
6284,-3.94232,-2.07813,-8.88633,13.72303,-0.00587,0.00284,18.71185,-6.21333,-3.05441,2,2,2,2,3
4346,-3.65775,-1.98213,-8.18248,13.99934,-0.11135,-0.10948,-5.02191,-1.08319,-5.72555,3,2,1,2,2
1846,-4.39867,-3.05815,-6.93212,14.00243,-0.09574,-0.19858,-11.7212,-5.58442,3.13856,3,2,2,1,3
3620,2.56467,0.07597,6.93137,14.14056,-0.07877,-0.05902,-12.72034,10.91125,3.52719,3,2,2,1,3
2101,-5.57199,-2.63185,-12.94559,14.00312,0.07023,0.33955,3.01114,5.11446,5.72918,3,2,2,1,4
7884,3.93464,0.521,10.21094,14.14056,-0.07877,-0.05902,5.61433,5.54115,0.75445,3,2,2,1,3
1100,-15.17668,-6.066,-38.19584,13.86257,0.08956,0.50025,8.95262,6.13722,-3.60969,3,2,2,1,2
3319,-4.11109,-2.13516,-9.30442,14.07016,-0.0833,-0.11076,-7.14076,1.18718,5.27922,3,2,1,2,3
1638,1.88953,-0.14419,5.31094,14.07122,-0.10785,-0.13957,20.4698,-0.17835,-3.09293,3,2,1,1,3
5466,-5.38225,-2.56703,-12.47035,13.93308,-0.08051,-0.01845,6.31552,15.62527,-5.72959,3,2,2,1,3
2919,2.72904,0.12948,7.32542,14.06993,-0.10585,-0.11645,-6.93024,13.38194,-16.98301,3,2,2,1,3
7818,-3.83376,-2.04148,-8.61765,14.07059,-0.07402,-0.08117,9.32656,-0.92627,0.42286,3,2,1,1,3
5165,-15.19685,-6.11752,-38.36759,13.72293,-0.0213,0.48282,-4.05251,2.05013,-12.11844,2,2,2,2,4
566,6.39355,-4.59283,-36.08852,13.72029,-0.10265,-0.37045,-3.35607,4.23031,-6.17578,3,2,2,1,3
3168,-1.77059,5.47315,-9.71112,13.99969,-0.11625,-0.12161,-3.23631,-3.7153,5.24838,3,2,1,1,3
8076,-11.10022,-4.58386,-27.16414,13.79025,-0.10388,0.17045,5.05658,5.64049,9.71176,3,2,2,1,2
3036,1.36672,-0.31511,4.05374,14.00204,-0.02157,0.14292,15.53612,-7.00407,11.64876,3,2,2,2,2
4655,-2.75461,-1.6787,-5.95761,13.93298,-0.08618,-0.16969,1.01293,-6.65666,0.61582,3,2,2,1,2
4676,-6.68899,-3.01551,-15.75842,13.93285,-0.046,-0.27451,-1.65684,-6.89828,-4.98598,3,2,1,2,3
6142,-3.56584,-1.95116,-7.95544,13.79343,-0.13371,-0.39692,-6.5557,-3.75401,0.55065,3,2,2,1,3
4339,-17.83373,-7.07978,-45.70473,13.79261,0.00507,3e-05,-3.4848,4.73834,18.86341,3,2,2,1,2
4811,-2.44423,-1.57484,-5.19595,13.85944,-0.17028,-0.2947,-6.68818,-5.5234,15.07137,3,2,1,1,3
1750,0.15117,-0.7141,1.12134,14.14056,-0.07877,-0.05902,3.00862,-1.8511,-1.40503,3,2,1,2,3
5001,0.91833,-0.46201,2.97367,13.86245,-0.06034,0.16663,17.31857,8.39803,-4.85346,3,2,1,1,2
3402,3.31338,4.97251,2.85609,14.0735,-0.04054,-0.26508,13.21466,8.08263,-1.57344,3,2,2,1,3
6718,-6.94202,-2.90744,-18.43241,13.93129,-0.07056,-0.06538,-0.47307,-11.69797,-8.18138,3,2,1,1,3
4216,-5.1792,-2.17406,-12.58753,14.14056,-0.07877,-0.05902,14.08028,6.44732,-1.47254,3,2,1,1,3
4432,-22.76182,-9.5986,-60.22228,13.65546,-0.04616,0.4652,-6.89944,-5.94441,9.77084,3,2,1,1,2
928,-15.00744,-6.00248,-37.72648,13.72286,-0.10518,0.43998,-2.88682,4.92803,0.95586,3,2,2,1,5
1130,4.32216,0.64652,11.137,14.07054,-0.09312,-0.09632,-3.70512,-2.38034,-5.38488,3,2,2,1,3
5540,2.80497,0.43463,3.97505,14.07092,-0.06122,-0.01929,6.77227,-2.29826,-12.64831,3,2,2,1,3
6652,-3.68408,-1.991,-8.24754,14.07168,-0.08721,0.02691,5.28615,17.16593,-3.99726,1,2,1,9,3
3068,-10.54763,-4.37026,-25.70154,13.8628,-0.08558,-0.37811,-2.59047,21.85598,-1.74565,1,2,2,1,5
5925,-1.12518,-1.13576,-1.9746,14.14056,-0.07877,-0.05902,-0.18559,-2.49652,2.98777,3,2,2,1,4
4155,-4.97322,6.30098,-22.00099,13.931,-0.15922,-0.29935,-2.75761,-11.26627,-7.39311,3,2,2,1,3
3652,-16.93604,-6.73371,-43.1376,13.93293,0.33697,0.01483,-8.27568,5.70487,-13.21749,3,2,1,1,5
6947,-2.11256,-1.31931,-4.64538,14.00046,-0.12322,-0.18175,4.65791,-0.5738,-10.12202,3,2,1,1,3
3404,3.76077,4.81335,5.08235,14.07206,-0.06086,-0.18134,8.96011,7.26048,9.55005,3,2,1,1,3
1426,-1.12726,-0.97633,-2.8116,14.00192,-0.02991,0.156,-6.54056,9.65199,-3.34797,3,2,1,1,3
3858,0.60809,-0.67429,1.61604,14.14056,-0.07877,-0.05902,17.54037,-2.9765,-4.9943,3,2,2,1,3
7560,-5.2497,-2.5218,-12.13878,13.99954,-0.11514,-0.18677,-1.79578,-1.25637,7.82095,3,2,1,1,3
275,-8.06966,-3.49478,-19.27352,13.86561,-0.05011,-0.08384,-14.13098,-7.71541,-8.43739,3,2,1,1,5
5803,1.91399,-0.30221,4.44876,14.00062,-0.0948,0.00597,7.60616,8.54979,7.27349,3,2,1,1,3
700,-8.79955,-3.75053,-21.15025,13.86579,-0.14382,-0.70501,-10.75517,6.77242,15.86554,3,2,2,1,3
3890,-7.39463,-3.25973,-17.54939,14.00327,0.01932,0.3471,6.33685,8.38847,-1.81688,3,2,2,2,5
5935,1.25378,-0.43689,3.29835,14.00067,-0.1209,-0.11607,10.32005,8.67702,-0.36163,1,2,2,1,3
3289,-2.71266,-1.66465,-5.85457,13.71804,-0.13429,-0.192,1.81424,3.6907,2.35869,3,2,1,2,4
8183,-1.46395,-1.24819,-2.79967,14.14056,-0.07877,-0.05902,1.11652,-4.43133,-2.30452,3,2,1,1,3
1303,-3.38919,-1.8917,-7.51949,14.00056,-0.05585,-0.0549,5.86132,20.46987,1.21053,3,2,2,1,4
843,-3.19506,-1.82644,-7.04099,13.72338,-0.09389,-0.23415,19.2302,0.48896,5.3283,3,2,2,1,3
7247,-6.24814,5.62056,-14.30854,13.72426,-0.16574,-0.53613,3.55039,-0.78596,-12.30616,3,2,2,1,3
826,1.63254,-8.1154,7.31991,13.73166,0.22454,0.83426,6.51174,-2.19686,9.69916,3,2,2,1,5
1534,1.84168,-0.15982,5.19596,14.14056,-0.07877,-0.05902,-8.16148,19.86454,-1.12002,3,2,1,1,3
4928,-3.47744,-1.74426,-8.07237,14.07027,-0.08083,-0.09195,4.24317,-0.39814,-11.56737,3,2,2,1,3
1558,-14.66374,-5.87386,-36.77639,13.86389,-0.0113,0.44458,8.08472,2.49079,-0.30479,2,2,2,2,2
5836,-8.80789,-3.73355,-23.64524,14.00007,-0.09661,-0.12114,0.94229,13.13692,0.95248,3,2,1,2,3
364,-6.64554,8.50594,-14.79151,14.07317,-0.08514,-0.16265,-3.91553,-0.07153,3.3628,3,2,1,1,3
1027,-10.99553,-4.50437,-27.87018,13.58394,2.17918,-0.53482,-0.60954,4.15801,11.58364,3,2,1,1,4
2381,-21.01716,-8.44819,-55.34622,13.65231,-0.02278,0.22831,-1.60962,-11.96491,1.10738,3,2,2,1,4
123,-3.42479,-1.90368,-7.60731,14.14056,-0.07877,-0.05902,1.7623,-6.55999,7.10722,3,2,1,1,3
4671,-10.71001,-4.42837,-26.12859,13.65079,-0.16856,-0.38653,-9.88837,-18.04887,-0.19136,1,2,2,1,3
8030,-15.52537,-15.16338,10.94514,13.86451,-0.04311,0.29455,11.25923,-4.23411,3.52179,3,2,1,1,2
7619,1.16088,-0.38251,3.55816,14.14056,-0.07877,-0.05902,-16.80369,-8.61326,-2.00988,3,2,1,1,3
1178,-0.45282,-0.91327,-0.34136,14.00055,-0.03965,0.06623,9.85028,-14.98692,-5.47886,3,2,1,1,4
2590,-11.88359,-37.7561,59.74179,13.7914,-0.01019,0.50323,-13.04133,-4.65074,-0.7982,2,2,2,2,2
5553,-6.19253,-2.84456,-14.50497,13.93017,-0.05279,0.01166,9.66133,-16.79143,-9.90176,3,2,2,2,3
3744,-2.00779,-1.47395,-4.44866,14.00095,-0.05088,0.00705,0.30916,-8.50421,-11.98016,3,2,1,1,3
7086,-3.502,-1.92966,-7.79784,14.14056,-0.07877,-0.05902,-15.04959,-2.50217,-5.71379,3,2,1,2,3
1143,-13.79185,-5.66761,-36.0242,13.93229,0.03647,0.00304,11.18665,-4.113,-5.45151,3,2,2,1,4
4523,18.16908,-2.91551,-30.68515,14.07122,-0.10785,-0.13957,3.45323,-0.81706,-11.02362,3,2,1,1,3
