label,Anatomy,,,t-SNE,,,IsomapClustering,Random_TreesClustering,SpectralClustering,t-SNEClustering,LouvainClustering
5580,-3.3294364315854854,-1.8716034360198672,-7.372138726849422,2.442754,-5.2492433,7.3090415,1,2,2,1,2
2316,-23.395987775179037,-13.692910946558014,-37.02402903813855,0.790454,-13.204837,0.12115353,3,2,2,1,2
689,-4.499921127023768,-2.266823623629255,-10.269635325323625,-16.31616,1.9608103,-13.805687,3,2,1,2,3
1632,-14.128469063400399,-5.821765854118397,-35.999850944591316,4.6253505,-1.9839717,-15.2175665,3,2,1,2,2
2370,-6.867600002148504,-32.54180865178797,210.79282082548713,10.1112175,10.979817,7.6319327,1,2,2,4,5
1742,-9.336407859766975,-3.939757584257917,-22.539300046984312,-2.4969635,-5.2060003,2.2535944,3,2,1,1,2
2173,-1.71151117638143,-1.3304961954353405,-3.403560531874162,1.4693917,-3.42507,-3.5818784,2,2,2,2,5
3106,-1.2903445509306422,-1.1905458717599433,-2.3766704080380476,5.9143043,6.833417,-18.89224,1,2,2,1,5
4499,-7.0901050860489265,-3.1541562026287213,-16.7751005142991,-3.178137,-0.56006604,-11.087756,3,2,2,1,2
4732,-2.298009791851822,-1.525990857257,-4.837646057245709,5.1690135,-15.553418,9.342094,3,2,1,1,2
5180,-18.367963983571972,-12.201674946690774,-20.944693451993295,13.780499,1.0016384,6.1484237,3,2,2,14,2
3931,2.852116432072422,0.16952606062585826,7.620351180530941,-9.6129675,2.295476,16.178299,2,2,2,2,3
1014,-0.7049383057899327,-0.996595870960297,-0.9531362821861818,6.003312,4.568279,20.755707,3,2,2,2,6
2340,-16.876577438871557,-6.710920880697888,-42.96866693141174,-6.980426,0.14676964,19.721378,3,2,1,1,2
4377,0.6398781261730496,-0.5533991411598089,2.3020142372192196,4.3108187,-18.425396,-11.964303,1,2,2,1,5
6248,-2.1526868404500723,-1.4774837036069781,-4.481849117600397,7.960077,1.400342,2.941294,3,2,2,1,2
3994,-1.4284701410819978,-1.2364048510608039,-2.713188294886991,3.725466,6.998478,-4.158238,3,2,1,1,3
4228,-2.162233984079794,-1.4806690521636894,-4.505214137113002,1.0116711,-10.804853,-2.4758291,1,2,2,1,2
558,-0.04975832021432206,-0.7802827817554614,0.6351982532618796,6.7169003,-20.246445,-4.2609997,3,2,2,1,5
1136,-7.149525987604837,-3.9625494725291346,-12.430436034552045,-5.1355686,-3.7476513,-6.1349187,3,2,1,1,2
7913,2.594632686133722,0.08572621347620646,7.003209809046777,-10.735339,-8.55387,17.743103,1,2,2,1,3
3971,-5.872529373201821,-2.7347360641929113,-13.699823227198062,-12.041284,8.2244215,17.520096,3,2,1,2,5
2608,-12.452297053898056,-9.242106553448806,0.6090897247273228,-13.990066,-0.3442623,2.9130065,1,2,2,12,2
6178,-11.328449141585441,-4.6505287822329855,-27.76199340777112,4.9271326,8.607932,4.7495193,3,2,2,1,4
3461,2.0506347516169106,-0.09159892451670064,5.697904864447347,-8.674701,-9.329979,16.350958,1,2,1,1,4
7295,-17.39809442557112,-15.994435706721841,6.604759611171332,11.367632,-5.5163827,3.3468282,3,2,2,1,2
4098,-20.25782953744909,14.82026201340467,-44.88310083001656,-12.17708,3.210893,2.036251,3,2,2,1,2
5225,0.5695975828694844,-0.576484631687608,2.132371160360871,-12.009962,-7.942934,-13.948008,3,2,1,1,4
7353,-8.374967582410953,-4.857910585926904,-18.82854880423268,-1.618664,-2.1108398,-13.274644,1,2,2,1,3
4187,-4.290672274012167,-2.1959228444400662,-9.749871936049413,-3.633735,-4.899281,-16.28527,3,2,2,2,2
5724,-4.500223403706547,-2.266926125365131,-10.270386744686567,-8.763601,7.1973133,18.895716,3,2,1,1,3
3778,-1.5899698239512894,-1.290072411666641,-3.106973643966317,-0.39146826,-0.65468603,6.796114,1,2,2,12,4
633,-2.576893271906874,-1.6192063869834772,-5.521316520244394,6.95992,6.886402,2.9771123,3,2,1,2,2
3285,1.2059268571179096,-0.3677506672473699,3.666637228827762,8.624681,21.727444,-4.2727027,1,2,2,1,5
3982,-8.730856149568048,-4.450389165763934,-18.322155571417653,-0.5747651,5.952819,2.0310977,3,2,1,1,2
1937,-6.143389510222482,-2.8276733435416697,-14.381183918497827,0.12967375,-6.1457844,3.7396145,3,2,1,1,2
2901,-0.8659474435402754,-1.0498745138412455,-1.3442376589407605,10.001891,-4.309731,-1.14523,1,2,1,1,5
5140,-12.34004798100904,-5.016976770710518,-30.458447588513987,-7.9004436,11.386145,-15.6718025,3,2,2,1,2
2438,-5.085170496585009,-2.4657208421640746,-11.72769547698441,4.7504315,-2.151094,-21.998169,2,2,2,2,2
7989,-1.2414838443407563,-1.1900230932797742,-2.2871798778975645,11.140763,-5.827244,8.156211,3,2,2,1,2
2209,-7.558539409394182,-3.3166783413111856,-17.967055569200227,4.0044584,0.0019762907,-8.782758,3,2,2,2,2
3231,-23.534267081526494,-10.177334835220522,-58.40005335022722,-8.044436,5.253254,7.625998,3,2,2,1,2
7983,-1.454084204188236,-1.24491311548723,-2.775619940901342,1.8715414,5.2221437,6.4716196,2,2,2,2,2
3152,-6.6633395136274425,-4.056390562661351,-18.015350456037226,3.8856544,14.535204,8.032377,1,2,2,1,2
5235,-3.578495977983073,-1.955422843967435,-7.986698389335564,8.060631,-11.098153,14.965186,3,2,2,1,5
8150,-3.9289041138062375,44.54929913989511,-2.562348611962821,13.066661,-0.76039433,-5.7480755,3,2,1,1,4
3560,-2.1869058931447816,-1.4889015859465744,-4.565600579756741,16.544529,-8.983733,-5.3636513,3,2,1,1,2
3781,-1.6644603517558196,-1.3148438701826748,-3.288722579371314,-2.0539403,-13.944314,-18.228502,3,2,2,1,2
7411,1.3358218924435055,-0.32521809263938284,3.979378178371766,-17.044207,-5.0069227,-0.1966519,3,2,2,2,5
494,-20.970654323503695,-13.806331260538332,-15.443553827281711,-14.743514,3.046627,-3.254211,10,2,1,1,2
5201,2.5038939958847037,0.05617502987335853,6.785625324735041,-0.9469722,10.614122,-3.3787916,3,2,2,1,2
3406,-12.088652068561398,-4.925549287610288,-29.78541600589386,-16.601622,5.431891,-2.4137406,2,2,2,2,4
2993,5.6791613712656694,-0.11709192062654306,13.76570250680735,3.0893044,6.6410675,11.713319,3,2,1,1,5
6272,-5.822702593868764,-2.7176617962053755,-13.574648196460595,-5.813868,17.06236,-10.442651,3,2,1,2,3
4911,-12.608825404698994,-5.114993820332932,-31.18020180713229,-0.3696355,-6.343793,8.147972,3,2,1,1,2
8137,4.857941246814116,0.8198389457877562,12.416483631775204,4.511755,6.634588,17.454336,3,2,2,1,6
3143,-6.136349405364155,-23.463798239812775,88.2210597698193,-2.9021182,-0.408649,14.147516,3,2,2,2,2
2324,-9.948420530760584,-4.211844086610336,-24.241276900464925,-3.5920396,2.0156038,-12.134151,5,2,2,1,4
7832,-3.1296872937560103,-1.8044836651251432,-6.879992234183458,15.243698,7.739522,-6.3289056,3,2,2,1,4
4758,-14.089099733113652,-10.830325727917554,-21.196423084617116,-9.652477,3.4648347,6.3868227,3,2,1,5,2
5798,-3.572634598422885,-18.209560829527785,12.833084869680757,11.251342,-4.147212,4.3103023,3,2,2,2,2
3898,-0.17254508607664762,-0.8207634559430648,0.3379006812945362,-2.2677188,16.230473,10.204814,3,2,1,1,2
1617,-18.574304762476235,-9.237580731570883,-39.98880317006116,-11.477179,-6.395631,4.088092,2,2,2,2,2
3458,-2.563024809507632,-1.603574549964547,-5.660055213874129,-1.4908527,5.7092357,-5.845692,3,2,2,1,2
2851,-8.951732980373668,-3.2861401289670056,-26.822247046498674,-1.6100239,-11.663449,-9.002723,3,2,1,1,3
6115,1.0520847745496045,-0.9670197202899264,-1.225277946770109,-2.4497879,-14.196244,-11.284894,3,2,2,1,3
4292,-10.608696605393574,-4.392100867287379,-25.862049808588164,3.571431,10.14338,-16.262161,3,2,2,1,2
983,5.026421386943661,-4.370894585008596,-26.934285007200117,-7.2278876,-1.2362918,4.817624,3,2,1,1,4
245,-13.540314310725106,-8.051016957713673,-21.134269230980923,-5.4427233,-11.094131,3.0748398,3,2,1,2,2
2054,-18.605975628286906,-7.38051179186784,-47.939022361453866,2.6032426,-9.831535,4.358334,3,2,1,1,2
4293,-16.780645070843825,4.438304773547008,-41.74542044585417,-1.5560507,9.980756,-5.0486345,3,2,1,1,2
2931,-6.859849907647493,-3.0745104763864,-16.191043404381812,8.567849,2.8950763,-1.4121125,1,2,2,4,2
3345,-11.548778473810632,-7.955860859665383,-42.24392128805123,3.3585646,8.551379,7.922455,1,2,2,1,2
2313,-0.3296027329681872,-0.8725814062537651,-0.04262005014492998,4.5401554,5.2299848,-5.280606,3,2,2,2,4
5429,-4.528392367008715,-2.2764792112236556,-10.340418408198355,0.78877574,3.0154223,5.9238467,3,2,2,1,2
7352,-11.279654678102531,-4.632949582480415,-27.632710953271594,7.36177,-0.10227562,4.910583,3,2,1,1,5
1571,-1.2374512248901655,-1.1729947457883627,-2.2478714009255576,-3.5968745,-4.1095657,3.091157,2,2,2,2,5
6862,5.0531253479733405,0.8829161014792195,12.882396326353796,4.84083,5.3915844,1.4164252,3,2,1,2,5
5150,-12.273533932190002,-4.9927635024382155,-30.280186202183753,15.331749,10.845315,-12.902865,3,2,1,1,2
2235,-17.959794304021003,-7.920419105356824,-40.08867365607689,-2.0983808,7.7529306,-0.12451853,3,2,1,1,2
6823,-69.76128935608172,-296.99158691716366,1889.439183002924,-1.0981659,-8.720995,9.80427,1,2,1,1,2
1611,-8.268566597622256,-3.5643056617720523,-19.78364486149442,-20.228237,-6.5830145,1.4144902,3,2,2,2,4
6428,-12.873570857978136,-7.087971146394206,-20.920090317884537,-11.384931,-3.306045,6.748171,3,2,2,1,2
2318,1.3898499956787376,-0.3075346419446807,4.109415806230129,-16.575298,2.7730727,3.4392505,2,2,2,2,4
2333,-28.049993855628323,-14.317409284206228,-64.02873578765985,-11.046443,-5.8652654,3.478198,3,2,2,2,2
391,-1.5371376449968357,-1.2725101236612686,-2.9781142691798,-5.2321386,-14.65234,7.113487,3,2,1,1,5
5476,-22.40518241573985,-17.9515707453058,-10.608561984154461,10.333818,-5.2498403,3.1069238,2,2,2,2,2
6514,-10.43107566305303,492.6790287149417,26.35497844627808,-8.557942,-9.873327,-1.2355051,2,2,2,2,5
1422,-1.785428419745495,-1.3550952599129444,-3.5840333420656885,1.3787843,-20.103966,-6.0087733,2,2,2,2,4
7258,-4.860767283738677,-2.3893524719224004,-11.167861783299013,6.3222785,20.247168,3.8493679,1,2,2,13,2
7122,0.09074499012681259,-0.7339934194971495,0.975190403917381,-0.7488308,14.272989,15.783465,3,2,1,1,4
2632,-1.0599293394807445,-1.1335497653754385,-1.8641601622773958,-13.944292,6.317976,1.3183962,3,2,2,1,2
511,-0.18939877917361544,-0.8263218926141476,0.29708064828067743,4.7648478,3.6156776,1.5653197,1,2,1,1,3
7358,-6.570036706964466,-2.9744848642426613,-15.45759532954665,8.106889,1.0958534,6.6696253,3,2,2,2,2
1434,-2.2372362910826307,-1.4930343095487841,-5.571387085691911,8.879511,-8.022485,6.9636245,3,2,1,1,4
55,-9.854283717082126,-4.12320659334116,-23.88644904394707,9.696402,3.8749757,-19.898619,3,2,1,1,2
2762,-8.056602918994601,-3.4902167451821593,-19.24006464626392,-7.6181016,-4.3964934,0.21195047,3,2,2,1,2
6122,-20.84994401584962,-8.270894213924663,-54.574585881211796,17.682243,-3.6599548,7.2778006,2,2,2,2,2
4045,-0.8327069662571625,-2.4973577694649105,-4.184082045711305,-10.384676,-3.8457153,-0.732119,3,2,1,1,2
2742,-25.73657785688899,-10.53967183761775,-70.9056350085721,-11.051603,1.1924639,0.19645588,3,2,2,1,5
38,0.6152993854262675,-0.5614717648206825,2.2426916101480683,-3.344891,0.20416754,-2.8261518,3,2,1,2,6
7023,2.4002364828069385,-0.45162722869296995,3.1972325438199545,2.779454,13.1487465,-1.6461945,3,2,1,2,3
1063,-29.35137788559642,-11.96363818723789,-81.99279442147873,-15.1267605,5.050253,4.131842,3,2,1,1,4
6988,-1.6212249927393299,-1.300464796182728,-3.1832237462707105,2.7575407,11.762795,-3.3646781,1,2,2,1,3
2087,-26.020907043242413,-13.728234794377949,-52.57485521826171,-5.5513296,-0.65028965,-7.340437,3,2,1,1,2
3545,-0.533197641513168,-0.9398192007440512,-0.536310601409685,-0.009384876,-14.544666,-11.302304,3,2,2,2,4
2682,-9.406805698685428,-3.9646415429889528,-22.722004506108107,17.273596,7.8465877,4.141232,3,2,2,2,4
7367,-3.555123141191755,-1.9475506474421056,-7.9289813290616005,2.5658891,7.8426423,-3.7916324,3,2,1,1,4
1110,3.080639391873831,0.24383329584031443,8.167743593089721,12.202942,2.9970524,1.3013424,2,2,2,2,6
2240,-12.450310114741836,-5.057153173606753,-30.754261650647887,0.8470441,0.5878564,-5.525141,3,2,1,2,2
3072,-0.8094325355704235,-1.0311679435078311,-1.2069234423859532,-4.6055226,-1.0680947,6.544355,3,2,1,2,3
210,50.464306641964654,-24.247121114971637,-21.15215383569104,-12.88267,-4.5780196,-1.4040821,3,2,2,1,2
6570,-1.654473176545305,-1.3115220313683926,-3.2643505591615307,5.1910467,-2.9125152,5.010065,1,2,1,1,5
6289,7.367295896772157,-1.6026864417467372,-5.248047940042691,3.7895255,0.06056838,-0.6495536,3,2,1,1,4
3876,-8.57823359559571,-3.672802413637311,-20.57978201466023,7.201114,-0.8611218,15.085863,3,2,2,1,4
6960,-3.442708244912276,-1.9097062687851933,-7.651511217548195,-9.08018,1.0752363,1.6284798,2,2,2,2,6
302,-8.786474364407546,-3.7459366522351076,-21.116512726143917,-2.719619,-3.0210032,-2.1598186,2,2,2,2,4
6015,-1.3836971301527796,-1.221535661029461,-2.6040795335066815,-17.518139,1.1012661,-15.804908,3,2,1,1,4
509,-14.958880872570848,-5.752713221840155,-38.722293650368066,-6.0391483,9.8508835,-3.994263,3,2,2,1,4
6801,-1.5243186506056914,-1.2527634461662194,-3.8264488485981816,-0.25526357,3.3876379,13.458499,1,2,1,1,4
1633,-8.8716791114369,79.90389107167904,-16.758577313158987,7.544707,-9.640062,-5.927921,3,2,1,1,3
4631,-4.427051846528196,-2.2421204664663517,-10.088541044585766,-3.163688,-2.5281336,4.8264313,1,2,2,1,4
1703,-9.043838172518857,-3.836518561515606,-21.781386573714748,4.9119673,2.332229,-0.8331632,1,2,2,1,5
8152,-2.7748909329713736,-1.685489619934625,-6.007413675443178,2.138155,7.087677,3.2318926,3,2,1,1,4
2420,-7.87990940546709,-3.428563955961786,-18.78777055086322,-16.321695,3.5753958,-5.4657545,3,2,2,1,2
5393,-12.870994995186406,-5.22942359073758,-31.81790525423551,7.034575,-9.320033,10.788959,3,2,1,2,4
5610,-7.317331258997204,-3.232909043288099,-17.352655699932757,-2.714069,-18.120024,-11.143476,3,2,1,1,2
2815,-9.622003413295328,-4.040812443294938,-23.281327984803617,-6.0769663,16.859478,6.1898518,3,2,1,1,2
4711,-4.914909428256529,-2.4077659508848717,-11.302845417918086,7.2397943,1.5051564,-2.3146667,3,2,1,2,5
6165,0.04483952681878909,-0.749113407597029,0.8641310336510803,2.0582361,2.6842296,-5.4362936,2,2,2,2,4
7708,-7.863765407939334,-3.409547576635979,-18.977276592218224,-0.2505369,3.6599293,12.42754,3,2,1,1,4
6103,2.057168439734143,-0.08946684176094895,5.713594622876557,-14.414191,-9.335857,7.827448,3,2,1,1,4
7128,10.566587841604596,-5.7127027123246075,-37.58256055675789,12.81381,-4.1382446,-0.43865538,1,2,2,7,4
1153,-9.082087683358761,-3.849999497692297,-21.88034639182943,6.525645,18.108894,1.1013178,3,2,2,2,4
5452,-3.905427434558139,-2.0656734214312666,-8.79500124307812,2.776446,-3.4883265,-5.334169,3,2,1,1,4
486,-0.25531627235837956,-0.8480666510356624,0.13739647685435108,-8.861558,-14.731408,-8.616586,3,2,1,1,4
1863,-2.4936390288349513,-1.5913613337107486,-5.317100452452467,-13.094417,7.4847555,-14.673742,3,2,2,2,3
6795,-25.13617743294209,-10.1353683582639,-68.04263278110115,-1.5538553,6.550628,-10.104792,3,2,1,1,4
2552,-24.647149998060847,-10.078577391891576,-69.20108078287355,7.015292,-11.357293,3.7220924,2,2,2,2,4
1320,2.4274730493032894,0.03127864239963581,6.602331568868219,2.3653114,4.6130576,-2.3895717,3,2,2,1,4
2947,-2.9216413675832844,-1.73467328427251,-6.368087358653114,-1.2585284,1.103929,3.6514547,3,2,2,1,4
4452,3.1992404188393624,0.282373854982657,8.451717195862177,5.931785,2.644076,-0.08993107,2,2,2,2,4
5209,-14.469574399855977,-11.08327758958941,-8.715683694945929,-4.246746,-10.9489975,3.4579604,1,2,1,1,4
6508,-0.24781626178976254,4.617424739211186,25.006919754972753,-11.3371315,3.6486492,-2.044755,3,2,2,1,4
3663,34.357277740674455,-31.756756018539704,59.984894186205835,7.3610616,-2.7690568,10.509248,3,2,1,1,2
2999,-17.324174277090602,-6.882886664177227,-44.24364486222755,8.753737,-1.2758417,-1.0183251,1,2,2,12,2
4137,-30.21895807930174,-12.52035336580927,-86.94975426878108,5.544686,6.8525095,-9.303692,1,2,2,7,4
1192,-14.275744056466039,-23.32942580896947,-33.61229893399003,5.696585,-7.9629946,8.408291,3,2,1,1,2
4734,-10.298091172240714,-29.323632292039985,149.6540347648152,6.3011756,-5.8342133,9.383875,3,2,2,1,2
7336,-8.97237020776246,-3.8113428221460843,-21.596585027600508,3.564207,-3.6396794,2.1853583,3,2,2,1,4
1574,-5.061064979704663,-2.4575109791751673,-11.667511339037274,-2.0182042,-6.019577,-4.775252,3,2,2,1,4
1849,-8.976244865034335,-3.8127073006569363,-21.60660071161941,2.81202,-17.341446,-4.1207027,3,2,2,1,2
4629,-2.0344946845375453,-1.4380655342680368,-4.192702555157789,-11.772641,2.8434165,-17.213814,3,2,2,1,2
7201,-16.33715614169043,-6.504884591789242,-41.442406862219286,-16.618673,6.132283,1.8455496,3,2,1,1,2
4580,1.2548182567449055,2.4670915099138955,-2.687614932582709,-15.041432,3.7075915,-0.69417506,3,2,1,1,4
5558,-3.5169557704184555,-1.9346982905793644,-7.834750292413079,-18.262331,-0.71343976,6.500757,2,2,2,2,4
3635,-18.28806757662085,-7.2476065443029585,-47.757333219555335,-5.3001437,6.2384176,10.207512,3,2,2,8,4
7618,-9.037572046105495,-3.6820959844920496,-22.31500422170666,-8.363475,-0.5085577,-10.833982,1,2,2,1,5
7272,2.748023686494327,-33.32841348989676,32.9376392534813,-5.2378473,-8.384468,8.077398,3,2,1,1,2
1419,-4.873680939925077,-2.3937436507757845,-11.200052187993478,0.7646924,-18.093737,2.1264856,3,2,2,2,4
521,-19.620219050256345,-7.779848927944159,-50.9111982805712,5.060108,9.083641,2.7148535,2,2,2,2,4
3110,8.798353153206598,-12.883262769419925,17.9615285297038,7.340152,-2.0160809,10.586822,3,2,1,2,4
1214,-15.0871710887692,-6.032390136201522,-37.947476002100785,17.572754,-1.6962384,-8.959281,3,2,2,1,4
3356,-3.174177450913686,-1.8948612457734417,-7.37358214707166,-7.999128,10.986019,-1.709551,3,2,1,2,5
5191,0.11200477321403461,-0.9301832186299923,-0.42079285157515744,-9.354333,9.891899,-7.321125,3,2,2,1,4
3298,-8.24828205392351,-3.5572093344323967,-19.731577491546748,14.782666,-15.229334,-6.7727003,3,2,1,1,4
6340,-0.78583136299548,-1.0233576754600746,-1.1495912442626712,0.18635532,1.1232294,10.2445755,3,2,1,1,4
4472,-0.3783315093478199,-0.8886674098752315,-0.16073735510769918,5.284761,2.8232346,5.469547,3,2,1,1,4
2102,-8.766934976127526,-3.739068419824953,-21.06610405493156,7.8179493,-1.8871299,6.5839386,1,2,1,1,2
3549,0.24109161189786016,-0.6844985941054529,1.338768326553232,-13.339287,-14.749165,-10.992419,3,2,1,2,2
7643,-12.811430722627092,-13.803727864786731,-24.838231453534387,10.464703,-0.5756803,3.1009905,1,2,2,1,2
2261,-0.03802839151861612,-2.000044040845575,-8.454022301811607,3.9792814,14.561663,-5.4075174,3,2,1,1,4
5664,1.0519115780365729,-0.41821416373440357,3.2956308880138345,2.7930157,-3.9817553,6.190727,3,2,2,1,4
5514,3.1546935372617346,0.267899813878627,8.345065030699484,9.884634,0.90019673,-4.1055455,1,2,2,1,3
5281,-6.936365443948848,-30.770505450117962,2.139559389341346,8.030318,1.5278656,12.174572,2,2,2,2,2
7767,1136.1632368144099,6.396798164362037,21.194660363563063,-8.451277,-4.4841022,-3.0896435,2,2,2,2,3
2981,-3.862539061781107,-2.051195569766878,-8.688859505853076,-7.1634197,-7.4625087,-15.311119,3,2,2,15,6
6855,-5.559896992370023,-2.627718577506894,-12.91526946887198,2.829673,1.4251045,2.2689714,2,2,2,2,5
1472,-27.21316814735197,-10.942849758867366,-74.69595374745444,-4.4511867,-4.7382793,0.9544757,3,2,1,1,4
2475,-4.5575189493202615,-2.2863591786700996,-10.412846244230064,-4.3925443,3.128774,1.9116237,3,2,1,1,2
3183,-5.464350026620912,-2.5950650616361286,-12.675889556347704,-16.794806,8.161112,-3.3227594,3,2,1,1,4
2443,-13.032134506968974,-5.279648351503802,-32.22059315998135,-7.721647,13.945067,-1.8586078,3,2,1,1,5
8301,3.7248360697252814,0.45298197980983995,9.709299799737973,1.0645413,7.39682,-8.52318,3,2,1,1,4
5990,-3.909478391234436,-2.067041135994998,-8.805028355268394,-4.4771433,-9.965517,-1.3098658,3,2,2,1,5
6156,-1.236484059468719,-1.6909564401389228,-5.601919856337725,5.876101,4.5406933,-9.486358,3,2,1,1,4
1285,0.853564006129143,-0.31204066581293244,-0.3617289780205439,-0.95884484,-11.238609,-8.816463,3,2,2,2,3
6474,-14.507904826736736,-5.815706481115985,-36.34699558649623,-18.972261,-6.8220353,-6.226614,1,2,2,1,5
1384,-28.51677005002783,-11.519708545563105,-79.08563289302087,3.1963675,2.8621047,2.8330488,3,2,2,1,4
7419,-20.5610374987144,-8.15484000725435,-53.707890275462404,13.279994,-14.421481,8.99925,2,2,2,2,2
5050,-19.316588730497816,-11.75114448431083,-17.7738245761286,0.12299291,-11.273428,8.858763,1,2,2,1,2
4034,-8.487527137632771,-6.98727964753902,-3.008116157240627,11.628326,-2.4048982,3.502395,3,2,1,1,4
445,-6.521652433066236,-2.9838895214476246,-15.39237842061995,11.137871,-5.8175607,8.147258,3,2,2,1,5
1015,-9.868067430156762,-17.97352508317234,-17.565173416108557,-11.5218,3.396719,2.5462048,3,2,2,1,2
630,-1.825441207423578,-1.3684158703095077,-3.6817581709361886,-1.2378522,7.614185,3.995359,1,2,2,1,4
7644,-9.306762463891548,-3.929283618738336,-22.462400168786232,-10.356102,-19.712992,-2.6961575,3,2,1,2,2
1481,-18.516956302564044,-7.345700805087579,-47.68022005963199,0.7457645,-8.090953,3.5732727,3,2,2,1,4
5106,-14.180394110992726,-9.382174236300711,-12.437032956981353,-5.5353436,-3.1517472,-7.1118903,1,2,2,7,2
7694,-1.0434096732225357,-1.1918375919216717,-2.9456689375842835,12.057248,-4.743469,-5.3358836,3,2,1,1,4
5761,-4.3022468506682054,-2.199841840255811,-9.778601778922905,22.23823,-0.20790905,3.6843913,3,2,1,1,5
6943,0.5035032709186713,-0.5982023721865123,1.9727883625046527,11.138862,3.5694745,-0.38613096,3,2,2,1,4
3641,-12.239704445660527,-5.27143956956024,-32.850855568099554,-12.216154,7.551123,0.18449731,3,2,2,1,4
3040,4.183681131950239,2.2085717010738346,9.475017576721827,9.8472595,2.5907314,-3.418495,3,2,2,2,3
3612,2.401426433835061,0.03270773170557887,6.416080759140045,-9.408334,3.9390864,-5.8244843,1,2,2,1,3
1427,-0.9168216602854175,-2.423883487321443,2.90860088265892,-10.550757,-6.003139,2.4451919,3,2,2,1,3
5093,-1.7133723142858697,-1.3311154300557257,-3.4081036743115662,5.527652,4.6875873,2.0549142,3,2,2,1,3
3453,-6.058322359694044,-2.79846306712634,-14.167028063323212,-13.126948,-10.89111,-4.2860184,3,2,2,2,4
1699,1.8157151780469902,-0.16829703693762632,5.13356511145137,-13.197725,-5.973887,-16.406921,2,2,2,2,5
2791,-0.501726563852867,0.8842940985904599,-2.359973908463791,10.627945,1.8164564,-10.976351,3,2,1,1,3
8186,0.048170292251912716,-0.7480162238369525,0.8721899352597717,-8.482998,-2.327483,4.7191553,3,2,1,1,4
5962,-0.07014167993159134,-0.7870009988238974,0.585856495537221,10.290491,-5.9385095,-2.3094115,3,2,1,2,3
423,0.23952950205393192,-0.6850126510954433,1.3349919521904907,-2.5573587,6.8790193,-1.8463926,3,2,1,1,3
7736,2.854490872446765,0.17029846129464182,7.626040377680822,-0.37606904,2.67677,7.494317,3,2,1,1,6
4853,-1.192191249010752,-1.1579808702409802,-2.137688851673465,4.7673235,4.3998,2.4213626,3,2,1,1,5
4835,3.7312680809460126,0.4550679629293379,9.72468124518929,9.279661,4.085741,0.41676506,3,2,2,2,3
2472,-1.2307271428488937,-1.170763945316962,-2.2315003782662743,0.088185206,-7.4805684,0.51765966,3,2,2,1,5
3812,-0.22568339874813306,-0.8382904534916007,0.20918770705287926,-3.8904827,-3.3588989,19.208216,3,2,1,2,3
7158,0.0340030223548613,-0.7526831807764655,0.8379109125648846,10.56197,1.6883339,-1.9718806,3,2,2,1,3
7672,1.6195846985151536,-0.23239000508879873,4.662080018113216,4.593697,2.4672554,2.5524387,3,2,1,2,4
7909,2.055373035033163,-0.09005271511619246,5.709283235342698,-5.4029455,-0.3270324,4.2220488,3,2,1,2,3
2493,1.8910605918132548,-0.42348261389863795,3.3976764992091266,6.4408054,-7.304589,-14.424906,3,2,1,2,5
4780,17.152012593218352,-2.7199688425238304,-15.355810940622476,13.069049,-3.9317985,-1.5554849,3,2,1,1,3
8158,-5.215379959616882,-2.510094164642469,-12.052984342827166,13.6102295,15.808702,-0.6470069,1,2,2,1,5
6827,-5.759293939034554,-2.362439516193923,-15.374538539627482,-2.7716377,-9.827568,-10.323722,1,2,1,10,3
4713,-6.125015255610511,-3.0161399702986964,-16.432771736617692,0.7203168,12.6765785,1.6746894,3,2,1,2,4
7480,0.7927433029595029,-0.5032139883650347,2.670834584729015,-13.033998,11.548115,6.7964106,3,2,2,1,3
1568,-1.0099406674518423,-1.097563942741969,-1.6942760060315967,0.79364324,-1.8507438,-5.6827993,3,2,2,8,3
5473,-8.427138870484129,-3.6198256084765226,-20.191026974798973,-7.944728,-1.0896188,-3.6860945,3,2,1,1,3
487,-4.491984339894186,-2.276036560798139,-10.176089027433383,-3.3698559,14.753194,-5.6264052,3,2,1,2,3
5011,-4.365298771040614,-2.2211962610654425,-9.935148763580319,5.916036,15.16703,-9.883859,3,2,1,2,5
3125,0.8646656631074048,-0.4796149606430619,2.844285805970994,5.3561335,6.9546747,0.13312978,3,2,1,2,3
4163,-1.8145492262695102,-1.3647895072442389,-3.655154048322531,-2.3958576,-0.7112899,4.560486,3,2,2,1,3
7058,-1.6185681057447106,-1.3196824925453077,-3.1417540554679384,-8.312978,2.2805707,-8.6053295,3,2,2,1,6
182,-1.8472488200770176,-1.3756772055759194,-3.735029146534595,18.986599,2.8114967,-8.30964,2,2,2,2,3
7453,-0.8407163766627394,-1.0415222270549906,-1.2829289276388012,-0.6681983,-3.5456667,1.7884576,1,2,2,1,6
1160,3.406832126317572,0.34979428355829806,8.948584021123908,-5.798043,-4.583897,-15.641884,3,2,1,1,6
4168,1.1457912217051607,-0.3874499624253122,3.5218020601696565,2.2452025,1.5570266,4.01926,2,2,2,2,6
242,-2.7603717403482335,-1.6806261079544849,-5.971747601636782,3.688457,4.6317315,-5.9651046,2,2,2,2,4
8252,4.428496384402452,-2.6960257751329344,20.534151705123172,2.8641067,-13.975091,7.803422,3,2,1,1,3
4235,-4.44447493210005,-2.2480257843220115,-10.131831926264613,-15.11334,-5.770298,11.988853,3,2,2,1,2
