Entry	Entry name	Status	Length	Mass	Gene names  (primary )
Q8TEX9	IPO4_HUMAN	reviewed	1081	118,715	IPO4
Q03164	KMT2A_HUMAN	reviewed	3969	431,764	KMT2A
A0A0A0MT89	KJ01_HUMAN	reviewed	12	1,394	IGKJ1
P43629	KI3L1_HUMAN	reviewed	444	49,098	KIR3DL1
P43631	KI2S2_HUMAN	reviewed	304	33,502	KIR2DS2
Q8TBB5	KLDC4_HUMAN	reviewed	520	57,892	KLHDC4
Q6P1M3	L2GL2_HUMAN	reviewed	1020	113,448	LLGL2
O94889	KLH18_HUMAN	reviewed	574	63,638	KLHL18
A6NMS7	L37A1_HUMAN	reviewed	1700	188,258	LRRC37A
Q6L8G9	KRA56_HUMAN	reviewed	129	11,784	KRTAP5-6
Q3LI81	KR271_HUMAN	reviewed	207	22,345	KRTAP27-1
Q9UK17	KCND3_HUMAN	reviewed	655	73,451	KCND3
Q9BYR5	KRA42_HUMAN	reviewed	136	14,462	KRTAP4-2
O75690	KRA58_HUMAN	reviewed	187	17,519	KRTAP5-8
Q8IUC2	KRA81_HUMAN	reviewed	63	6,826	KRTAP8-1
Q96L42	KCNH8_HUMAN	reviewed	1107	123,804	KCNH8
Q9NS40	KCNH7_HUMAN	reviewed	1196	135,000	KCNH7
A0A0C4DH24	KV621_HUMAN	reviewed	114	12,430	IGKV6-21
Q9Y2U2	KCNK7_HUMAN	reviewed	307	31,947	KCNK7
Q14145	KEAP1_HUMAN	reviewed	624	69,666	KEAP1
Q96L93	KI16B_HUMAN	reviewed	1317	152,011	KIF16B
A0A075B6S2	KVD29_HUMAN	reviewed	120	13,143	IGKV2D-29
A0A0A0MRZ8	KVD11_HUMAN	reviewed	115	12,625	IGKV3D-11
Q6P2M8	KCC1B_HUMAN	reviewed	343	38,500	PNCK
A0A075B6R9	KVD24_HUMAN	reviewed	120	13,079	IGKV2D-24
P0DSN7	KVD37_HUMAN	reviewed	117	12,688	IGKV1D-37
P56696	KCNQ4_HUMAN	reviewed	695	77,101	KCNQ4
Q68DU8	KCD16_HUMAN	reviewed	428	49,138	KCTD16
Q5T871	LELP1_HUMAN	reviewed	98	10,697	LELP1
Q99538	LGMN_HUMAN	reviewed	433	49,411	LGMN
Q9HBX8	LGR6_HUMAN	reviewed	967	104,298	LGR6
Q9BYE3	LCE3D_HUMAN	reviewed	92	9,444	LCE3D
Q14210	LY6D_HUMAN	reviewed	128	13,286	LY6D
Q6UX01	LMBRL_HUMAN	reviewed	489	55,209	LMBR1L
Q96G25	MED8_HUMAN	reviewed	268	29,080	MED8
Q9NWA0	MED9_HUMAN	reviewed	146	16,403	MED9
Q8NA82	MARHA_HUMAN	reviewed	808	90,511	MARCHF10
Q9P0N8	MARH2_HUMAN	reviewed	246	26,995	MARCHF2
A6NNE9	MARHB_HUMAN	reviewed	402	43,878	MARCHF11
Q02080	MEF2B_HUMAN	reviewed	365	38,639	MEF2B
Q9Y2H9	MAST1_HUMAN	reviewed	1570	170,677	MAST1
P51948	MAT1_HUMAN	reviewed	309	35,823	MNAT1
P35240	MERL_HUMAN	reviewed	595	69,690	NF2
Q13875	MOBP_HUMAN	reviewed	183	20,959	MOBP
P49914	MTHFS_HUMAN	reviewed	203	23,256	MTHFS
P52848	NDST1_HUMAN	reviewed	882	100,868	NDST1
O75592	MYCB2_HUMAN	reviewed	4678	513,636	MYCBP2
Q96MN2	NALP4_HUMAN	reviewed	994	113,415	NLRP4
P16083	NQO2_HUMAN	reviewed	231	25,919	NQO2
Q9NZM5	NOP53_HUMAN	reviewed	478	54,389	NOP53
Q86VF7	NRAP_HUMAN	reviewed	1730	197,074	NRAP
P52952	NKX25_HUMAN	reviewed	324	34,918	NKX2-5
Q86UT6	NLRX1_HUMAN	reviewed	975	107,616	NLRX1
Q9HAS0	NJMU_HUMAN	reviewed	396	44,622	C17orf75
Q8WTW4	NPRL2_HUMAN	reviewed	380	43,658	NPRL2
Q92686	NEUG_HUMAN	reviewed	78	7,618	NRGN
P49821	NDUV1_HUMAN	reviewed	464	50,817	NDUFV1
O95169	NDUB8_HUMAN	reviewed	186	21,766	NDUFB8
Q8TB37	NUBPL_HUMAN	reviewed	319	34,083	NUBPL
O15504	NUP42_HUMAN	reviewed	423	44,872	NUP42
P36957	ODO2_HUMAN	reviewed	453	48,755	DLST
P04181	OAT_HUMAN	reviewed	439	48,535	OAT
Q8N8D1	PDCD7_HUMAN	reviewed	485	54,700	PDCD7
E2RYF7	PBMU2_HUMAN	reviewed	251	26,282	HCG22
Q16549	PCSK7_HUMAN	reviewed	785	86,247	PCSK7
Q9BYG5	PAR6B_HUMAN	reviewed	372	41,182	PARD6B
Q9BY77	PDIP3_HUMAN	reviewed	421	46,089	POLDIP3
Q00722	PLCB2_HUMAN	reviewed	1185	134,024	PLCB2
Q9ULM0	PKHH1_HUMAN	reviewed	1364	151,232	PLEKHH1
Q9Y5G8	PCDG5_HUMAN	reviewed	931	100,935	PCDHGA5
Q3KR16	PKHG6_HUMAN	reviewed	790	88,960	PLEKHG6
Q0ZLH3	PJVK_HUMAN	reviewed	352	39,913	PJVK
Q6ZVD8	PHLP2_HUMAN	reviewed	1323	146,751	PHLPP2
P12273	PIP_HUMAN	reviewed	146	16,572	PIP
Q969N2	PIGT_HUMAN	reviewed	578	65,700	PIGT
Q99623	PHB2_HUMAN	reviewed	299	33,296	PHB2
P01833	PIGR_HUMAN	reviewed	764	83,284	PIGR
Q9Y5G4	PCDG9_HUMAN	reviewed	932	101,687	PCDHGA9
P36871	PGM1_HUMAN	reviewed	562	61,449	PGM1
O60437	PEPL_HUMAN	reviewed	1756	204,747	PPL
Q86V59	PNM8A_HUMAN	reviewed	439	48,161	PNMA8A
P86478	PR20E_HUMAN	reviewed	221	23,262	PRR20E
Q8NAV1	PR38A_HUMAN	reviewed	312	37,477	PRPF38A
P0DPQ3	PR20G_HUMAN	reviewed	210	21,866	PRR20G
Q8TAE6	PP14C_HUMAN	reviewed	165	17,843	PPP1R14C
P86480	PR20D_HUMAN	reviewed	221	23,262	PRR20D
Q5VTA0	PRA17_HUMAN	reviewed	474	54,769	PRAMEF17
Q96QH2	PRAM_HUMAN	reviewed	670	73,969	PRAM1
Q6ZSY5	PPR3F_HUMAN	reviewed	799	82,798	PPP1R3F
Q5JSZ5	PRC2B_HUMAN	reviewed	2229	242,967	PRRC2B
Q9Y520	PRC2C_HUMAN	reviewed	2896	316,911	PRRC2C
Q8IY17	PLPL6_HUMAN	reviewed	1375	150,954	PNPLA6
Q9P215	POGK_HUMAN	reviewed	609	69,444	POGK
P63133	POK8_HUMAN	reviewed	956	107,703	ERVK-8
Q13523	PRP4B_HUMAN	reviewed	1007	116,987	PRPF4B
O43395	PRPF3_HUMAN	reviewed	683	77,529	PRPF3
Q9NV39	PRR34_HUMAN	reviewed	138	14,718	PRR34
E7EW31	PROB1_HUMAN	reviewed	1015	106,917	PROB1
A0A0J9YXQ4	PMA6E_HUMAN	reviewed	647	65,155	PNMA6E
Q9BVG9	PTSS2_HUMAN	reviewed	487	56,253	PTDSS2
P35236	PTN7_HUMAN	reviewed	360	40,529	PTPN7
Q15397	PUM3_HUMAN	reviewed	648	73,584	PUM3
Q96QR8	PURB_HUMAN	reviewed	312	33,241	PURB
Q00888	PSG4_HUMAN	reviewed	419	47,113	PSG4
P50876	R144A_HUMAN	reviewed	292	32,890	RNF144A
Q9H993	ARMT1_HUMAN	reviewed	441	51,172	ARMT1
P01019	ANGT_HUMAN	reviewed	485	53,154	AGT
Q13795	ARFRP_HUMAN	reviewed	201	22,614	ARFRP1
P51690	ARSL_HUMAN	reviewed	589	65,669	ARSL
P40313	CTRL_HUMAN	reviewed	264	28,002	CTRL
Q9C098	DCLK3_HUMAN	reviewed	648	73,814	DCLK3
Q8N687	DB125_HUMAN	reviewed	156	17,537	DEFB125
Q9HCI6	K1586_HUMAN	reviewed	787	89,673	KIAA1586
Q9NZN1	IRPL1_HUMAN	reviewed	696	79,969	IL1RAPL1
Q7Z3B3	KANL1_HUMAN	reviewed	1105	121,025	KANSL1
Q9Y219	JAG2_HUMAN	reviewed	1238	133,367	JAG2
P20702	ITAX_HUMAN	reviewed	1163	127,829	ITGAX
O14654	IRS4_HUMAN	reviewed	1257	133,768	IRS4
P13646	K1C13_HUMAN	reviewed	458	49,588	KRT13
P18084	ITB5_HUMAN	reviewed	799	88,054	ITGB5
Q9Y616	IRAK3_HUMAN	reviewed	596	67,767	IRAK3
Q0VF49	K2012_HUMAN	reviewed	1180	135,305	KIAA2012
P02538	K2C6A_HUMAN	reviewed	564	60,045	KRT6A
Q8N1N4	K2C78_HUMAN	reviewed	520	56,866	KRT78
Q8IZA0	K319L_HUMAN	reviewed	1049	115,658	KIAA0319L
Q14571	ITPR2_HUMAN	reviewed	2701	308,064	ITPR2
P11801	KPSH1_HUMAN	reviewed	424	48,035	PSKH1
Q4FZB7	KMT5B_HUMAN	reviewed	885	99,188	KMT5B
O95198	KLHL2_HUMAN	reviewed	593	65,975	KLHL2
Q13351	KLF1_HUMAN	reviewed	362	38,221	KLF1
Q99612	KLF6_HUMAN	reviewed	283	31,865	KLF6
O95600	KLF8_HUMAN	reviewed	359	39,314	KLF8
O15054	KDM6B_HUMAN	reviewed	1643	176,632	KDM6B
Q3LI77	KR134_HUMAN	reviewed	160	17,755	KRTAP13-4
A6NCN2	KR87P_HUMAN	reviewed	255	29,117	KRT87P
B2RXH2	KDM4E_HUMAN	reviewed	506	56,804	KDM4E
Q701N2	KRA55_HUMAN	reviewed	237	21,409	KRTAP5-5
Q2M1P5	KIF7_HUMAN	reviewed	1343	150,587	KIF7
Q9Y2K7	KDM2A_HUMAN	reviewed	1162	132,793	KDM2A
Q9UJ90	KCNE5_HUMAN	reviewed	142	14,993	KCNE5
A8MUX0	KR161_HUMAN	reviewed	517	53,912	KRTAP16-1
Q9BYQ5	KRA46_HUMAN	reviewed	205	21,825	KRTAP4-6
Q6L8G8	KRA57_HUMAN	reviewed	165	15,150	KRTAP5-7
O60938	KERA_HUMAN	reviewed	352	40,509	KERA
Q8NCM2	KCNH5_HUMAN	reviewed	988	111,877	KCNH5
P49674	KC1E_HUMAN	reviewed	416	47,315	CSNK1E
A8MXZ3	KRA91_HUMAN	reviewed	250	26,333	KRTAP9-1
O95069	KCNK2_HUMAN	reviewed	426	47,093	KCNK2
O95235	KI20A_HUMAN	reviewed	890	100,278	KIF20A
A0A087WSZ0	KVD08_HUMAN	reviewed	117	12,837	IGKV1D-8
O43525	KCNQ3_HUMAN	reviewed	872	96,742	KCNQ3
O95279	KCNK5_HUMAN	reviewed	499	55,130	KCNK5
Q8N743	KI3L3_HUMAN	reviewed	410	44,928	KIR3DL3
Q9NPA1	KCMB3_HUMAN	reviewed	279	31,604	KCNMB3
Q92953	KCNB2_HUMAN	reviewed	911	102,563	KCNB2
Q6ZMV7	LEKR1_HUMAN	reviewed	388	45,158	LEKR1
Q8NC56	LEMD2_HUMAN	reviewed	503	56,975	LEMD2
Q8N3X6	LCORL_HUMAN	reviewed	602	66,964	LCORL
P48729	KC1A_HUMAN	reviewed	337	38,915	CSNK1A1
P41159	LEP_HUMAN	reviewed	167	18,641	LEP
Q96JN0	LCOR_HUMAN	reviewed	433	47,007	LCOR
O43679	LDB2_HUMAN	reviewed	373	42,793	LDB2
Q5T752	LCE1D_HUMAN	reviewed	114	11,230	LCE1D
Q92615	LAR4B_HUMAN	reviewed	738	80,552	LARP4B
P83111	LACTB_HUMAN	reviewed	547	60,694	LACTB
Q86UK5	LBN_HUMAN	reviewed	1308	147,948	EVC2
O43561	LAT_HUMAN	reviewed	262	27,930	LAT
Q9Y333	LSM2_HUMAN	reviewed	95	10,835	LSM2
Q8IVV2	LOXH1_HUMAN	reviewed	2067	235,677	LOXHD1
Q9Y4K0	LOXL2_HUMAN	reviewed	774	86,725	LOXL2
Q99698	LYST_HUMAN	reviewed	3801	429,139	LYST
Q8IYG6	LRC56_HUMAN	reviewed	542	58,733	LRRC56
Q6UX82	LYPD8_HUMAN	reviewed	237	25,265	LYPD8
Q96JA1	LRIG1_HUMAN	reviewed	1093	119,113	LRIG1
A0A075B6I7	LV548_HUMAN	reviewed	105	11,247	IGLV5-48
Q9NPC1	LT4R2_HUMAN	reviewed	358	37,942	LTB4R2
Q6P1Q0	LTMD1_HUMAN	reviewed	360	41,790	LETMD1
Q96NW7	LRRC7_HUMAN	reviewed	1537	172,581	LRRC7
Q8TD35	LKAM1_HUMAN	reviewed	194	21,508	LKAAEAR1
Q9BX40	LS14B_HUMAN	reviewed	385	42,071	LSM14B
P43034	LIS1_HUMAN	reviewed	410	46,638	PAFAH1B1
P21145	MAL_HUMAN	reviewed	153	16,714	MAL
O95402	MED26_HUMAN	reviewed	600	65,446	MED26
Q9Y316	MEMO1_HUMAN	reviewed	297	33,733	MEMO1
Q9H7P6	MB12B_HUMAN	reviewed	319	35,620	MVB12B
Q9UHV7	MED13_HUMAN	reviewed	2174	239,297	MED13
O95243	MBD4_HUMAN	reviewed	580	66,051	MBD4
Q96GV9	MACIR_HUMAN	reviewed	206	23,083	MACIR
Q6ZN28	MACC1_HUMAN	reviewed	852	96,639	MACC1
Q9NUK0	MBNL3_HUMAN	reviewed	354	38,532	MBNL3
A2A368	MAGBG_HUMAN	reviewed	324	36,178	MAGEB16
Q9BXY0	MAK16_HUMAN	reviewed	300	35,369	MAK16
Q9BW11	MAD3_HUMAN	reviewed	206	23,477	MXD3
P09237	MMP7_HUMAN	reviewed	267	29,677	MMP7
P51511	MMP15_HUMAN	reviewed	669	75,807	MMP15
Q9H000	MKRN2_HUMAN	reviewed	416	46,940	MKRN2
Q9BRT3	MIEN1_HUMAN	reviewed	115	12,403	MIEN1
Q09328	MGT5A_HUMAN	reviewed	741	84,543	MGAT5
Q6ZN04	MEX3B_HUMAN	reviewed	569	58,832	MEX3B
P12525	MYCP1_HUMAN	reviewed	358	40,868	MYCLP1
P04198	MYCN_HUMAN	reviewed	464	49,561	MYCN
Q9UHF3	NAT8B_HUMAN	reviewed	227	25,366	NAT8B
Q99102	MUC4_HUMAN	reviewed	2169	231,518	MUC4
P40205	NCYM_HUMAN	reviewed	109	11,733	MYCNOS
Q9UBB6	NCDN_HUMAN	reviewed	729	78,864	NCDN
O95544	NADK_HUMAN	reviewed	446	49,228	NADK
Q86W25	NAL13_HUMAN	reviewed	1043	118,884	NLRP13
Q86W24	NAL14_HUMAN	reviewed	1093	124,733	NLRP14
Q8IUG5	MY18B_HUMAN	reviewed	2567	285,215	MYO18B
Q9NR99	MXRA5_HUMAN	reviewed	2828	312,150	MXRA5
Q5HYW2	NHSL2_HUMAN	reviewed	1225	133,286	NHSL2
Q5SY16	NOL9_HUMAN	reviewed	702	79,323	NOL9
Q99733	NP1L4_HUMAN	reviewed	375	42,823	NAP1L4
Q96TA1	NIBA2_HUMAN	reviewed	746	84,138	NIBAN2
Q14978	NOLC1_HUMAN	reviewed	699	73,603	NOLC1
Q9Y3C1	NOP16_HUMAN	reviewed	178	21,188	NOP16
O60391	NMD3B_HUMAN	reviewed	1043	112,992	GRIN3B
Q8IVI9	NOSTN_HUMAN	reviewed	506	57,660	NOSTRIN
Q86XR2	NIBA3_HUMAN	reviewed	697	77,413	NIBAN3
P61581	NP24_HUMAN	reviewed	75	8,893	ERVK-24
P08651	NFIC_HUMAN	reviewed	508	55,675	NFIC
O95631	NET1_HUMAN	reviewed	604	67,748	NTN1
P51970	NDUA8_HUMAN	reviewed	172	20,105	NDUFA8
P17677	NEUM_HUMAN	reviewed	238	24,803	GAP43
Q9UMS0	NFU1_HUMAN	reviewed	254	28,463	NFU1
Q86UY8	NT5D3_HUMAN	reviewed	548	63,420	NT5DC3
Q9HC98	NEK6_HUMAN	reviewed	313	35,714	NEK6
Q9H3P2	NELFA_HUMAN	reviewed	528	57,277	NELFA
Q6ZVK8	NUD18_HUMAN	reviewed	323	35,501	NUDT18
Q96G61	NUD11_HUMAN	reviewed	164	18,559	NUDT11
P53370	NUDT6_HUMAN	reviewed	316	35,679	NUDT6
P58400	NRX1B_HUMAN	reviewed	472	50,424	NRXN1
Q9BQI9	NRIP2_HUMAN	reviewed	281	31,331	NRIP2
Q5VZ03	NXNL2_HUMAN	reviewed	156	17,614	NXNL2
Q9H6K4	OPA3_HUMAN	reviewed	179	19,996	OPA3
Q8NH08	O10AC_HUMAN	reviewed	325	35,157	OR10AC1
P58417	NXPH1_HUMAN	reviewed	271	31,082	NXPH1
Q8NGR1	O13A1_HUMAN	reviewed	328	36,494	OR13A1
Q8NGS8	O13C5_HUMAN	reviewed	318	35,796	OR13C5
Q8NGS6	O13C3_HUMAN	reviewed	347	38,729	OR13C3
Q8NGJ6	O51A4_HUMAN	reviewed	313	35,256	OR51A4
Q8NGP0	OR4CD_HUMAN	reviewed	309	34,582	OR4C13
Q8NGC1	O11G2_HUMAN	reviewed	345	38,871	OR11G2
Q8NGK5	O52M1_HUMAN	reviewed	317	35,037	OR52M1
Q8NGJ9	O51T1_HUMAN	reviewed	327	36,998	OR51T1
Q8NGL6	O4A15_HUMAN	reviewed	344	38,828	OR4A15
Q8NGX6	O10R2_HUMAN	reviewed	335	37,486	OR10R2
P0C604	OR4A8_HUMAN	reviewed	315	35,621	OR4A8
Q8NGK9	OR5DG_HUMAN	reviewed	328	37,278	OR5D16
Q8IVL5	P3H2_HUMAN	reviewed	708	80,984	P3H2
Q15622	OR7A5_HUMAN	reviewed	319	35,579	OR7A5
Q8NGP2	OR8J1_HUMAN	reviewed	316	35,415	OR8J1
Q8NGY6	OR6N2_HUMAN	reviewed	317	35,692	OR6N2
Q8NGG0	OR8J3_HUMAN	reviewed	315	35,481	OR8J3
Q8NGQ1	OR9G4_HUMAN	reviewed	327	36,344	OR9G4
Q8NGU1	OR9A1_HUMAN	reviewed	263	29,546	OR9A1P
O14581	OR7AH_HUMAN	reviewed	309	34,013	OR7A17
P14555	PA2GA_HUMAN	reviewed	144	16,083	PLA2G2A
Q99571	P2RX4_HUMAN	reviewed	388	43,369	P2RX4
P51575	P2RX1_HUMAN	reviewed	399	44,980	P2RX1
Q13951	PEBB_HUMAN	reviewed	182	21,508	CBFB
Q4G0U5	PCDP1_HUMAN	reviewed	840	96,891	CFAP221
Q63HM2	PCX4_HUMAN	reviewed	1172	132,702	PCNX4
Q9BSM1	PCGF1_HUMAN	reviewed	259	30,346	PCGF1
Q9NXG6	P4HTM_HUMAN	reviewed	502	56,661	P4HTM
O75459	PAGE1_HUMAN	reviewed	146	16,150	PAGE1
Q8NF37	PCAT1_HUMAN	reviewed	534	59,151	LPCAT1
Q6ZS72	PEAK3_HUMAN	reviewed	473	50,509	PEAK3
P05166	PCCB_HUMAN	reviewed	539	58,216	PCCB
P34995	PE2R1_HUMAN	reviewed	402	41,801	PTGER1
Q9H4M7	PKHA4_HUMAN	reviewed	779	85,401	PLEKHA4
Q9H158	PCDC1_HUMAN	reviewed	963	103,942	PCDHAC1
Q13177	PAK2_HUMAN	reviewed	524	58,043	PAK2
Q9BZ71	PITM3_HUMAN	reviewed	974	106,781	PITPNM3
Q9UN67	PCDBA_HUMAN	reviewed	800	87,621	PCDHB10
Q9UN71	PCDGG_HUMAN	reviewed	923	99,927	PCDHGB4
P35354	PGH2_HUMAN	reviewed	604	68,996	PTGS2
P17858	PFKAL_HUMAN	reviewed	780	85,018	PFKL
P10720	PF4V_HUMAN	reviewed	104	11,553	PF4V1
Q5T6S3	PHF19_HUMAN	reviewed	580	65,591	PHF19
Q32NB8	PGPS1_HUMAN	reviewed	556	62,730	PGS1
Q96FX8	PERP_HUMAN	reviewed	193	21,386	PERP
O15173	PGRC2_HUMAN	reviewed	223	23,818	PGRMC2
Q9HCU5	PREB_HUMAN	reviewed	417	45,468	PREB
P62937	PPIA_HUMAN	reviewed	165	18,012	PPIA
Q96NZ9	PRAP1_HUMAN	reviewed	151	17,208	PRAP1
O95521	PRAM1_HUMAN	reviewed	474	55,149	PRAMEF1
Q9NRY7	PLS2_HUMAN	reviewed	297	33,504	PLSCR2
Q96M27	PRRC1_HUMAN	reviewed	445	46,701	PRRC1
P04554	PRM2_HUMAN	reviewed	102	13,051	PRM2
O43653	PSCA_HUMAN	reviewed	114	11,959	PSCA
Q53SZ7	PRR30_HUMAN	reviewed	412	44,690	PRR30
Q2L4Q9	PRS53_HUMAN	reviewed	553	58,410	PRSS53
P43686	PRS6B_HUMAN	reviewed	418	47,366	PSMC4
Q8IV42	PSTK_HUMAN	reviewed	348	39,527	PSTK
A0A0J9YX94	PMA6F_HUMAN	reviewed	578	60,071	PNMA6F
Q2TAK8	PWP3A_HUMAN	reviewed	710	78,636	PWWP3A
Q96PZ0	PUS7_HUMAN	reviewed	661	75,035	PUS7
Q8TBF2	PXL2B_HUMAN	reviewed	198	21,223	PRXL2B
Q96HA9	PX11C_HUMAN	reviewed	241	26,636	PEX11G
Q15257	PTPA_HUMAN	reviewed	358	40,668	PTPA
O14561	ACPM_HUMAN	reviewed	156	17,417	NDUFAB1
A7E2S9	A30BL_HUMAN	reviewed	258	28,549	ANKRD30BL
P28222	5HT1B_HUMAN	reviewed	390	43,568	HTR1B
Q6P4H8	ACKMT_HUMAN	reviewed	233	26,110	ATPSCKMT
P11230	ACHB_HUMAN	reviewed	501	56,698	CHRNB1
A5X5Y0	5HT3E_HUMAN	reviewed	456	51,438	HTR3E
P47898	5HT5A_HUMAN	reviewed	357	40,255	HTR5A
P20309	ACM3_HUMAN	reviewed	590	66,128	CHRM3
Q92667	AKAP1_HUMAN	reviewed	903	97,342	AKAP1
Q8IY63	AMOL1_HUMAN	reviewed	956	106,574	AMOTL1
P42330	AK1C3_HUMAN	reviewed	323	36,853	AKR1C3
Q8N7J2	AMER2_HUMAN	reviewed	671	69,507	AMER2
O00253	AGRP_HUMAN	reviewed	132	14,440	AGRP
P15514	AREG_HUMAN	reviewed	252	27,895	AREG
O43315	AQP9_HUMAN	reviewed	295	31,431	AQP9
P42127	ASIP_HUMAN	reviewed	132	14,515	ASIP
Q01814	AT2B2_HUMAN	reviewed	1243	136,876	ATP2B2
P78348	ASIC1_HUMAN	reviewed	528	59,909	ASIC1
Q9Y5Z0	BACE2_HUMAN	reviewed	518	56,180	BACE2
P52803	EFNA5_HUMAN	reviewed	228	26,297	EFNA5
Q9NZC4	EHF_HUMAN	reviewed	300	34,892	EHF
Q8N693	ESX1_HUMAN	reviewed	406	44,297	ESX1
O94988	FA13A_HUMAN	reviewed	1023	116,932	FAM13A
A0A1B0GV22	F236B_HUMAN	reviewed	79	8,715	FAM236B
Q9NVH0	EXD2_HUMAN	reviewed	621	70,353	EXD2
A6NJQ4	F90A8_HUMAN	reviewed	464	49,661	FAM90A8P
H0Y354	FA72C_HUMAN	reviewed	149	16,730	FAM72C
Q969Z0	FAKD4_HUMAN	reviewed	631	70,738	TBRG4
Q96AC1	FERM2_HUMAN	reviewed	680	77,861	FERMT2
Q75LS8	FKB9L_HUMAN	reviewed	142	15,591	FKBP9P1
P16591	FER_HUMAN	reviewed	822	94,638	FER
P61579	ERK25_HUMAN	reviewed	105	11,828	ERVK-25
Q9BQ89	F110A_HUMAN	reviewed	295	31,271	FAM110A
P49771	FLT3L_HUMAN	reviewed	235	26,416	FLT3LG
Q8N3Y1	FBXW8_HUMAN	reviewed	598	67,394	FBXW8
Q8WWW8	GAB3_HUMAN	reviewed	586	65,589	GAB3
Q10472	GALT1_HUMAN	reviewed	559	64,219	GALNT1
Q96DB9	FXYD5_HUMAN	reviewed	178	19,472	FXYD5
Q9Y2I7	FYV1_HUMAN	reviewed	2098	237,136	PIKFYVE
Q9HCG7	GBA2_HUMAN	reviewed	927	104,649	GBA2
Q9H3Q3	G3ST2_HUMAN	reviewed	398	46,110	GAL3ST2
Q6MZW2	FSTL4_HUMAN	reviewed	842	93,096	FSTL4
H0YKK7	GG6LS_HUMAN	reviewed	550	64,493	GOLGA6L19
O60609	GFRA3_HUMAN	reviewed	400	44,511	GFRA3
Q6ZNI0	GCNT7_HUMAN	reviewed	430	49,319	GCNT7
O00522	KRIT1_HUMAN	reviewed	736	84,348	KRIT1
Q6TFL4	KLH24_HUMAN	reviewed	600	68,361	KLHL24
P43626	KI2L1_HUMAN	reviewed	348	38,505	KIR2DL1
P52954	LBX1_HUMAN	reviewed	281	30,221	LBX1
Q9UPQ0	LIMC1_HUMAN	reviewed	1083	121,867	LIMCH1
Q8N135	LGI4_HUMAN	reviewed	537	59,141	LGI4
Q969E1	LEAP2_HUMAN	reviewed	77	8,814	LEAP2
P13473	LAMP2_HUMAN	reviewed	410	44,961	LAMP2
P07195	LDHB_HUMAN	reviewed	334	36,638	LDHB
Q71RC2	LARP4_HUMAN	reviewed	724	80,596	LARP4
Q6JVE9	LCN8_HUMAN	reviewed	175	19,080	LCN8
O15230	LAMA5_HUMAN	reviewed	3695	399,737	LAMA5
Q50LG9	LRC24_HUMAN	reviewed	513	55,257	LRRC24
Q5T700	LRAD1_HUMAN	reviewed	205	21,834	LDLRAD1
Q96II8	LRCH3_HUMAN	reviewed	777	86,083	LRCH3
Q5U5X0	LYRM7_HUMAN	reviewed	104	11,955	LYRM7
Q96M69	LRGUK_HUMAN	reviewed	825	93,618	LRGUK
Q9P2V4	LRIT1_HUMAN	reviewed	623	68,041	LRIT1
P01721	LV657_HUMAN	reviewed	117	12,566	IGLV6-57
Q8ND56	LS14A_HUMAN	reviewed	463	50,530	LSM14A
P01714	LV319_HUMAN	reviewed	112	12,042	IGLV3-19
P23490	LORI_HUMAN	reviewed	312	25,761	LORICRIN
Q8NE86	MCU_HUMAN	reviewed	351	39,867	MCU
P55344	LMIP_HUMAN	reviewed	173	19,674	LIM2
Q8IZK6	MCLN2_HUMAN	reviewed	566	65,942	MCOLN2
Q16819	MEP1A_HUMAN	reviewed	746	84,419	MEP1A
O60244	MED14_HUMAN	reviewed	1454	160,607	MED14
P61244	MAX_HUMAN	reviewed	160	18,275	MAX
Q9NS73	MBIP1_HUMAN	reviewed	344	39,281	MBIP
O43318	M3K7_HUMAN	reviewed	606	67,196	MAP3K7
Q96MC6	MF14A_HUMAN	reviewed	490	53,027	MFSD14A
Q1L6U9	MSMP_HUMAN	reviewed	139	14,993	MSMP
Q96LA9	MRGX4_HUMAN	reviewed	322	36,461	MRGPRX4
Q8WXI7	MUC16_HUMAN	reviewed	14507	1,519,175	MUC16
Q96NY9	MUS81_HUMAN	reviewed	551	61,173	MUS81
P22033	MUTA_HUMAN	reviewed	750	83,134	MMUT
Q9C0I1	MTMRC_HUMAN	reviewed	747	86,148	MTMR12
Q8NEY1	NAV1_HUMAN	reviewed	1877	202,472	NAV1
P56597	NDK5_HUMAN	reviewed	212	24,236	NME5
Q6J4K2	NCLX_HUMAN	reviewed	584	64,231	SLC8B1
O60361	NDK8_HUMAN	reviewed	137	15,529	NME2P1
P16333	NCK1_HUMAN	reviewed	377	42,864	NCK1
Q9H0A0	NAT10_HUMAN	reviewed	1025	115,730	NAT10
P28698	MZF1_HUMAN	reviewed	734	82,055	MZF1
O15049	N4BP3_HUMAN	reviewed	544	60,470	N4BP3
Q9BUA6	MYL10_HUMAN	reviewed	226	25,308	MYL10
P12882	MYH1_HUMAN	reviewed	1939	223,145	MYH1
P13533	MYH6_HUMAN	reviewed	1939	223,735	MYH6
P41227	NAA10_HUMAN	reviewed	235	26,459	NAA10
A0A1B0GTQ4	MYMX_HUMAN	reviewed	84	9,607	MYMX
Q69YI7	NAIF1_HUMAN	reviewed	327	35,164	NAIF1
Q5VVJ2	MYSM1_HUMAN	reviewed	828	95,032	MYSM1
Q9NSY0	NRBP2_HUMAN	reviewed	501	57,803	NRBP2
P30419	NMT1_HUMAN	reviewed	496	56,806	NMT1
