label,Iso-map,,,RandomTrees,,,t_SNE,,,IsomapClustering,Random_TreesClustering,t-SNEClustering,LouvainClustering
3955,-555.32262,-100.41538,-347.78506,13.29722,0.32936,0.02746,-10.12954,-8.96888,-12.43057,1,1,2,6
3956,17922.646,3062.69645,633.84772,11.0791,4.6681,-0.64403,-2.01088,-18.94928,13.92569,1,1,2,5
3957,-404.70587,6.96299,-152.47252,13.3184,-0.5034,-0.31663,-10.00838,3.17257,1.90558,1,2,2,6
3958,-1601.53248,8191.23756,-5404.0794,13.0043,0.82876,-0.73822,2.40348,1.05078,19.74605,1,1,2,2
3959,-458.73082,13.0608,-178.53574,13.44602,0.12875,-0.87123,14.18974,-14.20213,-5.51417,1,1,1,4
3960,21370.33194,5457.23914,8319.92484,11.33948,4.24089,-1.28481,-3.3916,-14.14808,13.76838,1,1,2,5
3961,14737.96355,13106.07279,4990.13758,12.13091,2.47824,-1.7502,4.30648,-16.42089,14.16982,1,1,2,5
3962,10204.44905,7524.45601,2402.26104,11.43697,4.38638,-1.15344,-1.714,-15.76923,10.34642,1,1,2,5
3963,-2791.24339,2408.75641,-2972.97687,12.88057,0.03891,-0.92789,8.96068,6.49889,16.68412,1,1,6,2
3964,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,10.24802,5.71265,-0.84061,2,2,2,1
3965,-3960.76222,-238.96151,4711.35185,12.40939,-0.73914,1.97951,2.39264,-1.92239,-15.12651,1,1,2,3
3966,-2400.7948,-110.88324,675.12307,12.38891,0.46822,1.33335,-4.97915,8.04741,-19.66292,1,1,1,6
3967,-643.09716,17.43559,-163.13731,13.04796,-0.01301,1.09961,6.3974,12.57985,-0.90511,1,1,2,3
3968,-44.01311,10286.61183,-6811.47402,12.67078,1.48699,-0.16617,6.06907,-5.89692,19.87054,1,1,2,2
3969,-1230.11939,172.33427,-525.25932,13.09719,-0.13539,-0.76305,2.24864,2.21693,13.43834,1,1,2,2
3970,-1099.47222,-160.90937,-686.32019,13.0872,0.13807,0.08236,-16.14692,-10.37698,3.25864,1,1,2,6
3971,-2721.18268,77.9629,-1183.19676,12.73773,0.50923,-0.25509,11.56561,-10.73895,7.79326,1,1,2,4
3972,-147.79441,-16.15124,-65.94676,13.57762,-0.54126,-0.36306,-9.35253,23.90362,0.06633,1,2,1,6
3973,168.32963,-63.96099,87.44283,13.66102,-0.25887,-0.23065,-3.11094,7.99446,-2.99256,1,2,2,6
3974,-1195.63242,56.08759,-465.34352,13.04302,0.83232,0.18596,-11.73864,4.54022,3.84381,1,1,2,4
3975,6282.01161,-8430.05459,-1506.05912,12.87477,0.58429,-0.89625,-12.43182,-16.36537,7.01493,1,1,2,5
3976,-1964.45937,-124.96794,2847.41445,12.77596,-0.09315,1.28319,17.13861,3.10549,-4.49668,1,1,2,3
3977,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,9.46568,5.35737,0.62599,2,2,2,1
3978,497.79921,-76.32117,161.56795,14.08365,-0.95134,-0.73609,15.80204,0.99739,20.21223,1,2,1,2
3979,7651.36586,16560.1501,-7770.67345,11.57393,3.89225,0.67384,2.54023,-6.52024,19.34636,1,1,2,2
3980,701.32126,-95.28857,233.27897,14.01262,-0.97663,-0.72439,1.58822,-6.48186,-2.18758,1,2,2,3
3981,7746.47608,5382.55718,3827.06537,12.83721,2.3426,-1.36171,-1.75818,-13.18977,11.48258,1,1,2,5
3982,-116.94372,-19.88595,-55.71009,13.8961,-0.8655,-0.49602,2.79349,-9.26399,5.03779,1,2,2,5
3983,-205.71618,10874.57148,-7063.63963,11.88332,1.98636,-0.04888,4.91802,-4.51716,20.24132,1,1,2,2
3984,-904.25767,52.29933,-304.15172,12.8668,-0.16181,1.74329,-3.79937,11.0194,-0.52072,1,1,2,3
3985,3927.79521,-5734.35649,-856.26029,12.70668,0.95468,-0.28156,-11.10163,-8.58601,9.72142,1,1,1,6
3986,-512.04046,10995.40096,-7096.20353,12.21155,1.32223,0.84719,5.02499,-4.55084,20.23323,1,1,2,2
3987,1448.11227,11730.08996,-5973.69103,12.44935,3.02915,-0.54353,2.79821,-5.5032,18.86703,1,1,2,2
3988,-1367.27546,12319.26537,-8550.85934,12.16156,1.36331,-0.09136,4.31149,-4.45751,20.35114,1,1,2,2
3989,2495.26819,21141.19242,-12145.3945,10.42303,3.25857,1.2939,3.94263,-5.69704,20.84552,1,1,2,2
3990,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,11.47969,2.75324,-1.23007,2,2,2,1
3991,-250.81622,-19.64418,79.18762,13.70691,-0.58363,-0.36042,0.85524,7.02346,-2.80659,1,2,2,3
3992,-952.78209,-349.55371,-455.30487,13.01825,0.0599,0.11333,-5.70356,-18.85284,-5.34208,1,1,2,4
3993,-1428.24811,-247.37563,3102.00254,13.20514,-1.06133,1.58119,13.7755,4.14867,-14.60107,1,1,2,3
3994,-1549.96736,-391.90695,-1277.5667,13.18151,-0.16161,-0.40617,-18.15392,8.29306,2.87724,1,1,1,6
3995,-2985.3728,-54.57217,-214.33156,12.73544,-0.80574,1.65223,-0.01251,9.56359,5.16946,1,1,2,3
3996,694.37561,2144.29718,-3112.22038,11.87134,2.78776,0.82291,-8.55302,-4.02043,15.19759,1,1,2,2
3997,-6749.77777,-6069.71142,-10690.54251,11.58375,2.19964,-0.6259,-23.6199,-4.50447,-2.10038,1,1,2,6
3998,-1655.40561,-81.31042,1736.64593,13.57627,-0.9176,0.24224,16.36222,6.5105,-13.60638,1,2,2,3
3999,-34.30581,-26.9172,-27.22005,13.53688,-0.76621,-0.7984,-2.85029,7.5336,6.62596,1,2,2,4
4000,-1509.28968,-70.05255,889.65493,13.03656,0.23981,0.34416,11.88901,-2.84346,-15.05599,1,1,2,3
4001,428.07029,-69.33304,136.57611,14.01288,-0.99779,-0.70412,16.63768,-16.20861,-0.30366,1,2,1,2
4002,6278.62068,-5113.56458,-1885.15114,11.64529,3.38489,1.22193,-14.35345,-5.55796,10.94228,1,1,2,5
4003,-1187.14919,68.93377,-430.2877,13.2197,-0.48344,-0.53012,11.02202,15.58559,-1.03151,1,1,1,4
4004,-363.84614,-180.95882,-275.35536,13.37823,-0.38355,-0.38667,-9.40166,-9.34937,-14.88139,1,2,2,6
4005,-536.09843,-46.16136,-334.42197,13.75514,-0.67703,-0.8477,-18.55807,4.38343,-1.52304,1,2,10,6
4006,-2024.51038,-151.67567,2518.89396,13.31613,-0.40497,1.6621,15.63835,4.19663,-7.63575,1,1,2,3
4007,492.65901,-75.84212,159.75676,13.87225,-1.03106,-0.67492,2.48428,-0.76191,2.79091,1,2,2,4
4008,92.46041,-54.2444,194.69164,13.53201,-0.7439,-0.00748,3.78548,-1.75301,-7.17568,1,2,2,3
4009,-9320.21898,-1391.49019,15804.21718,12.2124,-0.7238,4.27525,8.40296,4.36054,-14.11759,1,1,2,3
4010,-4090.39615,-4914.52232,-7264.69278,12.41779,1.57465,1.6869,-20.03436,-1.23081,-7.11646,1,1,2,6
4011,473.75664,14592.9341,-6794.16767,12.31085,1.40348,-0.43667,2.17386,0.35152,20.26155,1,1,2,2
4012,-756.21946,40.56477,-280.54292,13.06673,-0.37074,0.31211,2.27457,4.19454,9.14772,1,1,2,4
4013,-453.79556,12.37549,-173.92959,13.39581,-0.26449,-0.3595,2.26948,4.17852,9.12683,1,2,2,6
4014,-4461.62142,119.31759,435.38155,10.81453,0.03516,3.67466,-4.78414,17.66431,2.13632,1,1,2,4
4015,-1617.51732,-184.58156,1999.57746,13.01214,-0.39168,1.28334,15.16957,-4.13117,-10.70627,1,1,2,3
4016,-5578.19814,-8709.1328,-13215.80345,12.10966,2.10648,-0.47536,-16.883,-3.49319,-10.4223,1,1,2,6
4017,-1535.7281,-284.07669,3608.22366,13.25882,-0.77901,1.04324,8.43838,0.50126,-13.72445,1,1,2,3
4018,212.54297,-49.78628,61.64076,13.53539,-0.11755,-0.37635,-12.90026,12.61269,8.07804,10,1,1,6
4019,-4814.66504,275.22912,-695.90353,12.78333,0.02424,-0.07233,5.86604,19.7467,-4.82409,1,1,2,2
4020,166.10034,-48.7886,39.89701,13.68435,-0.84002,-0.43304,-13.73511,-0.32537,16.77356,1,2,2,2
4021,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,10.23136,4.37684,-1.96319,2,2,2,1
4022,2215.11549,-4887.66383,-2848.64359,12.79702,1.85371,-0.73627,-9.80619,-15.48882,-0.40564,1,1,2,5
4023,305.17464,-58.36921,93.69293,14.01632,-0.94816,-0.75157,20.78004,-14.01101,2.8944,1,2,1,6
4024,-1036.59557,65.36245,-348.76679,12.36241,0.58206,2.24512,19.25201,-7.3843,4.4781,1,1,2,4
4025,-973.63606,47.52658,-252.42256,13.61442,-0.90203,-0.22244,8.10787,-13.30878,-8.83225,1,2,2,3
4026,14432.65337,-17900.07264,-3070.68155,11.61727,3.42514,-0.56248,-12.58714,-14.21366,10.82051,1,1,2,5
4027,-454.95383,5.5224,-83.47612,12.98495,-0.85479,0.31561,-7.70561,16.83283,4.61201,1,1,2,4
4028,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,10.80767,2.10975,-2.46987,2,2,2,1
4029,-186.28597,-14.30783,-53.95703,13.68045,-0.84611,-0.44134,-2.3726,-4.67291,-11.39007,1,2,2,4
4030,-1495.10461,-47.60875,506.99103,12.91766,-0.35933,1.78174,7.26409,-4.80311,-10.05206,1,1,2,3
4031,-2046.85672,19.80394,216.20157,13.05802,-0.76938,0.50613,-0.18479,4.62229,-19.32619,1,1,2,3
4032,-4923.19566,383.28662,-1009.89494,12.32777,0.20446,0.0797,2.69493,19.96686,-9.09449,1,1,2,2
4033,-1131.91116,-134.6265,-607.31443,13.53857,-0.6705,-0.89461,10.5399,-17.17168,-2.79796,1,1,2,2
4034,-967.14342,-345.15731,-885.80528,13.3083,-0.53898,-0.5609,-13.2294,5.76349,-11.72139,1,2,2,6
4035,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,8.71104,4.55785,-2.67765,2,2,2,1
4036,-3051.64145,130.78798,35.26914,11.94969,0.72608,2.01933,10.44265,12.50397,11.78684,1,1,8,3
4037,-34.36227,-26.72398,-25.96527,14.02408,-0.9562,-0.5574,-5.378,-23.80767,1.42159,1,2,1,3
4038,-4523.757,-436.83145,6009.78473,12.85909,-0.95325,1.88054,2.88912,2.58032,-20.29179,1,1,2,3
4039,-512.22837,4.91301,-44.34486,13.4619,-0.5911,0.10066,7.68329,-10.83336,-3.0749,1,2,2,3
4040,-4505.06981,-663.35106,8168.67189,13.21885,-0.6724,1.51741,10.79319,2.50984,-13.94386,1,1,2,3
4041,-1820.78082,285.4096,-562.53247,12.74213,0.28679,-0.06606,10.84823,-9.86639,-1.30185,1,1,2,2
4042,-158.69019,-273.44841,-129.93995,13.78645,-0.49789,-0.44013,-17.80176,-0.7452,12.56191,1,2,2,5
4043,-704.34339,31.78664,-228.24233,13.51799,-0.61211,0.12761,7.68456,-10.83382,-3.0749,1,6,2,3
4044,2175.8795,1785.6565,1133.26568,13.61257,0.31101,-0.70598,1.4359,-10.96683,6.8566,1,1,2,5
4045,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,8.76875,3.2273,-3.32996,2,2,2,1
4046,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,9.79218,1.27097,-1.98545,2,2,2,1
4047,-1200.99424,-39.2303,-497.20246,12.77841,0.1029,-0.53696,5.49783,-14.80522,3.84558,1,1,2,4
4048,17911.45293,-18538.58285,-2169.11264,11.3039,4.05647,-1.01186,-10.11025,-13.22553,11.98356,1,1,2,5
4049,-1526.31194,991.84493,-1207.28871,11.86964,2.04392,1.71969,11.54974,8.29896,12.55516,1,1,6,2
4050,-10855.88796,-2351.76421,13112.55517,10.11407,1.70325,4.89672,-1.4557,9.78048,-14.61656,1,1,2,3
4051,16451.92908,1802.93441,-885.75083,11.94477,2.70087,0.35586,-5.20128,-8.65228,14.4032,1,1,2,5
4052,-467.45963,12.24632,-176.50021,13.58244,-0.17731,-0.76703,2.33383,6.30593,-3.23197,1,2,2,2
4053,15313.99891,-10785.27879,2077.59628,12.02919,3.19471,-0.61403,-9.88602,-12.01452,13.55615,1,1,2,5
4054,-3637.86821,-512.57214,4901.87537,13.06503,-0.91046,1.43031,5.01371,8.83675,-17.11159,1,1,2,3
4055,-1048.62651,240.62927,-481.50381,13.56815,-0.24981,-0.84143,8.44612,-14.00107,-0.08907,1,2,2,2
4056,-2127.75496,-459.42435,1703.55382,13.14921,-0.32625,0.59639,17.26538,8.56807,-14.52308,1,1,2,3
4057,1296.20765,-9866.92579,-7397.79316,12.07808,1.8423,-0.45771,-14.23405,-1.47731,-14.15081,1,1,2,6
4058,-1227.58606,81.23413,-407.59426,12.7823,-0.75205,0.21151,-6.23538,16.79881,4.49618,1,1,2,4
4059,-848.91934,-835.17135,-767.51446,12.40127,1.68114,-0.42929,-9.99388,-10.71926,3.21673,1,1,2,5
4060,18039.58433,8689.49977,6554.13724,11.92796,3.78702,-1.27429,-2.22166,-14.22745,12.19716,1,1,2,5
4061,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,8.53651,0.49218,-0.25119,2,2,2,1
4062,-3553.50849,153.75063,-196.60274,11.92701,1.22849,1.85349,-11.63708,12.83352,4.37272,1,1,1,4
4063,-82.22803,-22.26258,-42.8361,13.63032,-0.8084,-0.26813,17.74642,-3.26237,-19.33679,1,2,1,2
4064,-175.33329,-316.39656,-375.93519,13.66777,0.00534,-0.78479,-21.80576,1.23578,4.14076,1,1,2,6
4065,70.21014,-37.65967,13.32557,13.78015,-0.63876,-0.68545,-0.11833,5.9099,2.78012,1,2,2,3
4066,-2733.70089,-801.86966,-2024.03139,11.96064,2.13831,0.75887,2.36115,-21.2796,0.51011,1,1,2,4
4067,-13814.21451,3149.87449,3260.02441,9.3964,3.81617,0.9883,19.65106,3.62475,3.74668,1,1,2,2
4068,-37.2497,-26.45486,-26.98296,13.56017,-0.90388,-0.0312,-11.66046,12.3355,17.01008,1,2,1,3
4069,-367.77913,4.34977,-143.5409,13.48298,-0.95099,-0.24432,-18.88224,1.38764,9.37262,1,2,1,3
4070,304.02741,-58.26229,93.28866,13.74489,-1.08173,-0.59047,-25.32379,2.56698,3.41402,1,2,1,4
4071,-4596.91824,-2538.90466,-6343.4768,12.20624,0.59263,-0.26972,-17.50633,-3.255,-14.4058,1,1,2,6
4072,-1491.64499,366.11597,-653.8782,13.16036,0.16941,0.15281,11.93489,-13.24688,0.20672,1,1,2,2
4073,-3369.05169,-3155.24921,-6260.63137,12.93056,1.40995,-0.7247,-14.17901,-2.99105,-8.77768,1,1,2,6
4074,-4052.02814,-15002.74241,-14176.25707,10.29459,3.21768,0.93087,-19.52914,-2.53417,-8.29256,1,1,2,6
4075,-469.40996,-406.93923,-738.67895,13.62582,0.23612,-0.67649,-19.12652,-10.92621,-5.67815,1,1,1,6
4076,-112.34408,-20.48614,-43.092,13.76651,-0.49,-0.5613,8.39915,-4.09707,0.54309,1,2,2,4
4077,-621.92902,25.71538,-245.92458,13.38028,-0.49822,-0.20482,10.31008,-3.98619,7.80084,1,2,2,4
4078,-1804.78316,-207.32568,2934.71028,12.85233,-0.59598,2.74496,11.34187,2.36679,-11.4573,1,1,2,3
4079,-837.4319,54.88649,-158.8312,13.171,0.60439,-0.28373,-17.74008,0.4696,18.43518,1,1,1,2
4080,4703.16811,-2215.94713,-1105.07986,12.34162,2.28132,0.00101,-10.52804,-4.12024,15.68938,1,1,2,5
4081,-495.55007,3427.79538,-2205.45677,13.01376,0.41901,-0.79,0.81643,1.88349,18.032,1,1,2,2
4082,-586.10732,16.03713,-137.5631,12.71437,-0.4561,1.94197,14.45998,12.5787,1.39114,1,1,2,3
4083,-698.47112,17.59971,-136.83564,13.36985,-0.43753,0.58368,14.31821,12.64309,1.68424,1,1,2,3
4084,-906.20835,-786.33001,-1704.90348,13.22248,0.21775,-0.4228,-12.83222,-3.30562,-13.70388,1,1,2,6
4085,-5236.15152,-456.96038,7367.58785,12.5719,-0.83298,1.57073,4.97488,-0.67024,-15.04148,1,1,2,3
4086,-122.92282,-18.4695,-57.17994,13.67909,-0.39051,-0.40617,1.99371,4.01349,5.09335,1,2,2,3
4087,-395.77699,7.00614,-154.66144,13.59405,-0.39793,-0.34066,-2.92501,-10.8166,-0.68333,1,2,2,6
4088,-392.1821,6.62935,-152.09997,13.33403,0.24011,-0.54965,-4.75015,-2.58449,-23.27156,1,1,1,5
4089,-489.12884,7.391,-147.76147,13.49127,-0.37598,-0.57877,-0.34784,10.43315,14.60045,1,2,2,4
4090,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,8.45815,1.11229,-1.42344,2,2,2,1
4091,-6965.80988,-2573.00336,7214.33025,10.6925,0.74244,3.99772,-5.14998,-20.19866,-4.25892,1,1,2,3
4092,8871.63766,-2593.97208,-2561.21766,12.434,2.89942,-0.95932,-8.95814,-14.32542,2.48089,1,1,2,5
4093,-946.17139,809.08608,-790.37044,13.30161,-0.14873,-0.69356,4.27282,5.22705,15.36351,1,1,2,2
4094,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,8.4448,0.95623,-3.4194,2,2,2,1
4095,616.7645,2243.00484,697.34293,12.78548,0.89041,-1.16532,5.48561,-16.20772,8.01212,1,1,2,5
4096,-550.88613,21.39047,-208.16895,13.5701,-0.39908,-0.74339,-7.70413,-7.54517,-8.4332,1,2,2,2
4097,9593.30993,8551.26365,4761.80438,11.85032,3.6465,-1.53424,-0.20766,-14.40751,12.64713,1,1,2,5
4098,6356.01774,207.85303,-900.43599,12.61989,1.40202,-0.5366,-5.12035,-6.81567,14.16151,1,1,2,5
4099,-1786.79029,-183.87024,872.30256,12.64284,0.53807,2.45572,6.20582,8.90019,-5.60928,1,1,2,3
4100,-408.61913,536.44051,-709.06907,13.3035,0.64466,-0.16446,-8.39241,-5.10312,9.48601,1,1,2,2
4101,-495.93276,-234.69208,-262.49779,13.39344,-0.4819,-0.20091,-5.6895,-17.60728,-5.87748,1,2,2,4
4102,-2272.71854,-3507.14383,-3785.60248,12.65725,2.62683,-0.97967,-15.2338,-7.6431,3.59007,1,1,2,6
4103,-12303.56138,-1292.4531,19209.21214,11.59178,-0.85976,4.44476,10.11503,10.68202,-13.12956,1,1,2,3
4104,-2170.04674,176.12155,-808.48168,12.86402,-0.1476,-0.04151,6.08514,15.6353,5.95317,1,1,2,4
4105,-543.35549,20.83562,-200.89976,13.11612,-0.86941,-0.03333,-0.38798,20.19365,5.33127,1,1,1,4
4106,-1237.58262,85.32931,-451.60985,12.53966,1.91152,-0.28038,-4.93297,-1.48109,10.30468,1,1,2,2
4107,142.55837,-39.61228,53.52753,13.67496,-0.67856,-0.87312,10.64317,-15.65431,11.50873,1,2,1,2
4108,350.84588,9418.05552,-4724.30626,12.10489,3.01064,-0.78437,0.54168,2.57951,20.24606,1,1,2,2
4109,-846.15429,31.1751,-159.30624,13.54393,-0.9506,-0.13307,8.0982,-13.30883,-8.82659,1,2,2,3
4110,-6469.00962,-462.06033,1360.24029,11.88874,1.81938,2.69198,12.55162,-8.67405,7.32278,1,1,2,4
4111,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,9.13611,-0.16737,-1.64771,2,2,2,1
4112,-747.77672,22.14908,-158.15209,12.97707,-0.32695,1.07897,14.22047,12.66028,1.76587,1,1,2,3
4113,-3079.94633,677.66204,-1951.30355,12.41771,1.34768,-0.33115,10.93351,-12.77243,5.83914,1,1,2,4
4114,-53.15572,-29.10098,-56.73752,13.86213,-0.06228,-0.75209,5.04905,-20.69154,-5.87721,1,1,1,5
4115,-3392.19946,1416.84341,-1832.18366,12.34891,0.31303,0.3633,12.09734,-5.10931,9.77643,1,1,2,2
4116,-1968.63095,-60.97038,1695.79472,13.19393,-0.65803,0.61624,16.36462,1.01641,-7.97029,1,1,2,3
4117,-978.66808,40.95881,-194.15195,12.97383,-0.67706,0.45259,-10.58484,9.18504,3.18541,1,1,2,4
4118,-6699.58092,-5787.02005,-5465.50251,10.54207,3.37257,2.73983,-18.81067,-4.21086,-8.018,1,1,2,6
4119,-181.01579,-13.05467,-77.65703,13.901,-0.81516,-0.39798,8.04757,1.11311,4.25177,1,2,2,2
4120,-673.98359,32.90135,-251.47078,13.30791,0.64799,0.09129,-18.06636,17.85584,-5.67054,1,1,1,5
4121,-850.44572,1299.54655,-1279.08473,13.29436,-0.13746,-0.80704,9.05152,2.24007,17.95058,1,1,6,2
4122,-6520.68024,923.28828,-1214.76715,11.8815,1.36661,1.59574,20.37657,0.83677,9.07638,1,1,1,2
4123,-881.53834,-19.32581,571.55556,13.08789,-0.34526,0.7639,19.40097,-1.63594,-5.71016,1,1,2,3
4124,-1258.21569,-326.96665,-1130.78286,12.99788,0.42736,-0.61481,-17.73605,-1.15462,-3.89976,1,1,2,6
4125,-824.23228,-97.37916,-379.30707,13.54533,-0.48556,-0.79321,-7.10516,-0.91359,-20.2369,1,2,2,6
4126,53.59278,-48.17772,154.72859,13.70942,-1.083,0.28761,2.11217,-4.99738,-7.15382,1,1,2,3
4127,177.16023,-46.43843,48.58143,13.95462,-0.8531,-0.69907,11.92052,-8.40138,20.47225,1,2,1,5
4128,-1261.28506,-78.99708,-639.2815,12.59204,0.9032,-0.01075,-8.50029,-3.06629,-18.81689,1,1,2,6
4129,-4886.86435,-510.83574,7511.9798,12.31675,-0.62662,3.03857,12.54196,5.95198,-14.094,1,1,2,3
4130,4509.10949,2043.43445,1260.14835,12.47697,2.1759,-1.41803,-1.02788,-17.49622,8.89496,1,1,2,5
4131,41.52819,-35.3659,3.79542,13.76321,-0.78855,-0.43161,-7.68432,-7.62255,-2.31459,1,2,2,4
4132,15948.36906,9173.47921,6730.79296,12.20612,3.54251,-1.58927,-1.27868,-14.14997,13.78935,1,1,2,5
4133,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,8.03077,-0.97587,-1.61966,2,2,2,1
4134,-7429.02727,-755.03167,11369.50195,12.37135,-0.64061,2.69866,16.6164,1.63167,-11.90482,1,1,2,3
4135,-6352.77916,2532.31698,-1603.21751,11.27575,1.7157,1.059,18.25711,3.37732,5.07312,1,1,2,2
4136,-6410.26785,1029.78788,846.87632,11.33535,1.70936,1.12072,18.26084,3.37875,5.0598,1,1,2,2
4137,-3004.60662,-5172.36192,-6572.73952,11.67535,2.42889,-0.74605,-21.87371,-6.16172,-3.55548,1,1,2,6
4138,-7579.77853,-1100.03682,12937.65088,12.06167,-0.7203,4.08571,10.4301,5.57918,-15.31217,1,1,2,3
4139,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,5.07838,1.13284,-1.7152,2,2,2,1
4140,-2411.82033,-110.65383,-634.699,13.44339,-0.71624,-0.00814,-7.01385,1.29582,14.19899,1,2,2,4
4141,1757.92166,389.96675,-53.07331,12.55232,2.27238,-0.77783,-5.75008,-14.96035,3.27483,1,1,2,5
4142,-1217.20753,82.99296,-437.73884,12.99851,-0.29751,0.44108,-10.13256,9.87458,-0.87319,1,1,2,2
4143,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,5.50711,-0.07362,-3.40101,2,2,2,1
4144,-5478.24191,-258.94464,3819.7144,11.64507,-0.03471,3.65323,18.00036,-8.50093,-10.19351,1,1,1,3
4145,-520.38119,-13.75077,129.88248,13.272,-0.20875,0.56023,22.1861,8.87418,-2.32562,1,1,1,3
4146,-4890.76615,-2819.0934,-6400.14376,12.25935,0.46355,0.79325,-17.62805,-3.44637,-14.20947,1,1,2,6
4147,-1534.7673,-184.17177,1841.53465,13.17187,-0.78612,0.60508,17.47896,-9.68765,-0.83761,1,1,2,3
4148,-216.01189,-13.41505,-31.60991,13.65216,-0.71552,-0.09997,-2.56978,-6.49121,-3.10157,1,2,2,3
4149,-4053.54817,250.76444,-910.48744,11.51409,1.64639,1.5878,7.853,14.31062,-2.01682,1,1,2,4
4150,-235.01673,-8.02833,-96.69579,13.69939,-0.94566,-0.3037,-9.74787,18.9973,-6.0886,1,2,1,4
4151,-150.53616,948.87718,-685.71595,13.57247,-0.52817,-0.22334,-1.14487,4.88532,15.55434,1,2,2,2
4152,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,5.82255,-2.29082,-2.25642,2,2,2,1
4153,19.10498,-31.70739,-7.12085,13.49534,-0.88984,-0.16766,-1.81317,4.38273,6.79692,1,2,2,4
4154,-1407.21618,-217.56576,2978.52764,13.39186,-1.01558,0.98925,14.38861,4.00413,-11.66946,1,1,2,3
4155,-1306.38038,70.22537,-461.56961,13.39636,-0.5098,-0.09917,-11.34996,7.83315,-0.912,1,2,2,2
4156,360.22707,-63.7774,119.97306,13.93805,-1.00908,-0.76873,11.22304,17.42155,-8.46042,1,2,1,3
4157,-90.64703,-24.87018,-56.10813,13.6873,-0.79783,-0.38506,10.81405,-4.83212,7.31379,1,2,2,4
4158,14101.8339,-17184.68204,-2505.3853,12.15234,2.45561,-0.51813,-14.34277,-15.62032,8.70333,1,1,2,5
4159,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,-3.48352,-1.69489,-4.77166,2,2,2,1
4160,3555.02407,10612.96255,-4500.7235,11.22815,2.93327,2.02997,0.34218,-5.51556,13.74437,1,1,2,2
4161,-141.9404,8.42238,129.34043,13.71642,-0.51,-0.34329,14.50199,4.08385,1.61957,1,2,2,2
4162,2675.8857,-1974.65246,796.64506,13.40466,-0.48522,0.55958,-5.80072,-7.58847,8.29171,1,1,2,3
4163,320.33078,-60.42208,93.14738,14.08365,-0.95134,-0.73609,7.71354,-17.46605,-5.97136,1,2,2,2
4164,63.50646,-35.84575,8.52782,13.4548,-0.16379,-0.57958,2.82473,-2.44847,1.77465,1,2,2,4
4165,-595.08813,26.37999,-230.84724,12.96487,-0.02507,0.14339,-7.7732,17.97619,8.34049,1,1,2,4
4166,8652.4137,-1526.10666,-596.08354,12.40777,1.68071,-0.39061,-5.42513,-7.99878,14.98665,1,1,2,5
4167,-87.1994,-21.74034,-45.26774,13.63122,-0.6935,-0.50611,3.05479,6.79311,6.17548,1,2,2,4
4168,-796.44704,-317.00215,-389.13649,12.92929,0.61466,0.47111,-5.63354,-17.9124,-5.56045,1,1,2,4
4169,-4088.44135,-514.46623,3542.08584,12.65497,0.13994,1.57717,-1.99191,-3.77442,-16.88676,1,1,2,3
4170,157.92195,-44.64542,41.80171,13.56515,-0.56224,-0.58973,0.41193,-24.91739,-3.83466,1,2,1,4
4171,12560.07008,-15755.01018,-1730.29007,12.81658,0.94892,-0.75741,-13.501,-16.47262,9.1171,1,1,2,5
4172,-319.6588,-4326.06086,-4032.27511,12.52996,1.1767,-0.12242,-16.08633,-5.90694,0.3215,1,1,2,6
4173,-3446.83972,-2197.16948,-4692.57026,12.42917,1.47689,-0.05572,-16.08477,-5.90032,0.3421,1,1,2,6
4174,13433.95055,-15153.41863,-3920.93626,11.7254,3.58608,-0.83849,-12.53478,-15.7491,9.36561,1,1,2,5
4175,21554.05093,-6200.30227,5822.30506,11.39615,3.39518,-0.00149,-8.13298,-10.17707,17.94671,1,1,2,5
4176,-972.88586,-400.0104,-983.92754,13.32815,0.07245,-0.82553,-17.75377,-8.22638,4.83036,1,1,2,6
4177,-1534.6314,-595.64483,-1521.90035,13.23852,0.86259,-0.76205,-13.28785,-11.60757,-6.99151,1,1,2,6
4178,-1908.40656,-287.45419,2042.38792,12.49289,-0.14401,2.98558,2.36214,8.34587,-4.6722,1,1,2,3
4179,-5783.53775,77.33662,-1164.83952,12.10095,-0.03959,0.2247,2.6514,18.30106,-12.04901,1,1,2,2
