label;Anatomy;DegreeRange;region_name;hemisphere
3684;Q9P1F3;1000-3950;ABRAL_HUMAN;left
3685;Q13371;1000-3950;PHLP_HUMAN;left
3686;P80297;1000-3950;MT1X_HUMAN;left
3687;P55209;1000-3950;NP1L1_HUMAN;left
3688;P18031;1000-3950;PTN1_HUMAN;left
3689;Q6FI81;1000-3950;CPIN1_HUMAN;left
3690;Q9GZT4;1000-3950;SRR_HUMAN;left
3691;P15907;1000-3950;SIAT1_HUMAN;left
3692;O60711;1000-3950;LPXN_HUMAN;left
3693;Q9C0E8;1000-3950;LNP_HUMAN;left
3694;Q16527;1000-3950;CSRP2_HUMAN;left
3695;Q9P2J5;1000-3950;SYLC_HUMAN;left
3696;P49642;1000-3950;PRI1_HUMAN;left
3697;Q9HBI6;1000-3950;CP4FB_HUMAN;left
3698;O60341;1000-3950;KDM1A_HUMAN;left
3699;Q9UBT3;1000-3950;DKK4_HUMAN;left
3700;P05161;1000-3950;ISG15_HUMAN;left
3701;Q04760;1000-3950;LGUL_HUMAN;left
3702;Q14493;1000-3950;SLBP_HUMAN;left
3703;P49711;1000-3950;CTCF_HUMAN;left
3704;P01225;1000-3950;FSHB_HUMAN;left
3705;P02765;1000-3950;FETUA_HUMAN;left
3706;Q13464;1000-3950;ROCK1_HUMAN;left
3707;O43447;1000-3950;PPIH_HUMAN;left
3708;P56270;1000-3950;MAZ_HUMAN;left
3709;Q9ULX9;1000-3950;MAFF_HUMAN;left
3710;Q9BY67;1000-3950;CADM1_HUMAN;left
3711;Q93052;1000-3950;LPP_HUMAN;left
3712;Q8TB36;1000-3950;GDAP1_HUMAN;left
3713;Q9NX20;1000-3950;RM16_HUMAN;left
3714;P40429;1000-3950;RL13A_HUMAN;left
3715;P18084;1000-3950;ITB5_HUMAN;left
3716;O15371;1000-3950;EIF3D_HUMAN;left
3717;Q06203;1000-3950;PUR1_HUMAN;left
3718;Q6IQ49;1000-3950;SDE2_HUMAN;left
3719;P20023;1000-3950;CR2_HUMAN;left
3720;Q9NVM9;1000-3950;INT13_HUMAN;left
3721;Q6ZNB6;1000-3950;NFXL1_HUMAN;left
3722;Q9BV68;1000-3950;RN126_HUMAN;left
3723;Q658Y4;1000-3950;F91A1_HUMAN;left
3724;Q15818;1000-3950;NPTX1_HUMAN;left
3725;P61081;1000-3950;UBC12_HUMAN;left
3726;P06731;1000-3950;CEAM5_HUMAN;left
3727;Q02297;1000-3950;NRG1_HUMAN;left
3728;Q96G28;1000-3950;CFA36_HUMAN;left
3729;O95299;1000-3950;NDUAA_HUMAN;left
3730;P07203;1000-3950;GPX1_HUMAN;left
3731;Q12834;1000-3950;CDC20_HUMAN;left
3732;Q14BN4;1000-3950;SLMAP_HUMAN;left
3733;Q13427;1000-3950;PPIG_HUMAN;left
3734;P29728;1000-3950;OAS2_HUMAN;left
3735;P42331;1000-3950;RHG25_HUMAN;left
3736;P43358;1000-3950;MAGA4_HUMAN;left
3737;Q9BPZ3;1000-3950;PAIP2_HUMAN;left
3738;O15160;1000-3950;RPAC1_HUMAN;left
3739;P17026;1000-3950;ZNF22_HUMAN;left
3740;P61968;1000-3950;LMO4_HUMAN;left
3741;Q9H9A7;1000-3950;RMI1_HUMAN;left
3742;O94929;1000-3950;ABLM3_HUMAN;left
3743;P32456;1000-3950;GBP2_HUMAN;left
3744;P29466;1000-3950;CASP1_HUMAN;left
3745;P20592;1000-3950;MX2_HUMAN;left
3746;P10606;1000-3950;COX5B_HUMAN;left
3747;P48556;1000-3950;PSMD8_HUMAN;left
3748;P62633;1000-3950;CNBP_HUMAN;left
3749;Q9NZ32;1000-3950;ARP10_HUMAN;left
3750;Q9P1U0;1000-3950;RPA12_HUMAN;left
3751;Q9H8W4;1000-3950;PKHF2_HUMAN;left
3752;P23634;1000-3950;AT2B4_HUMAN;left
3753;Q9H5V9;1000-3950;STEEP_HUMAN;left
3754;Q86U70;1000-3950;LDB1_HUMAN;left
3755;P27540;1000-3950;ARNT_HUMAN;left
3756;Q96MX6;1000-3950;DAA10_HUMAN;left
3757;O00151;1000-3950;PDLI1_HUMAN;left
3758;Q8WY54;1000-3950;PPM1E_HUMAN;left
3759;Q86T03;1000-3950;PP4P1_HUMAN;left
3760;Q86U38;1000-3950;NOP9_HUMAN;left
3761;Q9NQX7;1000-3950;ITM2C_HUMAN;left
3762;P51511;1000-3950;MMP15_HUMAN;left
3763;P09237;1000-3950;MMP7_HUMAN;left
3764;Q01433;1000-3950;AMPD2_HUMAN;left
3765;Q7Z7K6;1000-3950;CENPV_HUMAN;left
3766;P61160;1000-3950;ARP2_HUMAN;left
3767;Q13144;1000-3950;EI2BE_HUMAN;left
3768;Q8TBX8;1000-3950;PI42C_HUMAN;left
3769;P51946;1000-3950;CCNH_HUMAN;left
3770;Q96C01;1000-3950;F136A_HUMAN;left
3771;Q06136;1000-3950;KDSR_HUMAN;left
3772;Q13838;1000-3950;DX39B_HUMAN;left
3773;Q9Y5L4;1000-3950;TIM13_HUMAN;left
3774;O75923;1000-3950;DYSF_HUMAN;left
3775;O76071;1000-3950;CIAO1_HUMAN;left
3776;Q92990;1000-3950;GLMN_HUMAN;left
3777;O43805;1000-3950;SSNA1_HUMAN;left
3778;Q6IA69;1000-3950;NADE_HUMAN;left
3779;P31949;1000-3950;S10AB_HUMAN;left
3780;Q16342;1000-3950;PDCD2_HUMAN;left
3781;Q9UM73;1000-3950;ALK_HUMAN;left
3782;Q8IYQ7;1000-3950;THNS1_HUMAN;left
3783;Q04206;1000-3950;TF65_HUMAN;left
3784;Q9GZT3;1000-3950;SLIRP_HUMAN;left
3785;Q969Z3;1000-3950;MARC2_HUMAN;left
3786;Q5VT66;1000-3950;MARC1_HUMAN;left
3787;Q969U7;1000-3950;PSMG2_HUMAN;left
3788;Q9UBW8;1000-3950;CSN7A_HUMAN;left
3789;Q9BYI3;1000-3950;HYCCI_HUMAN;left
3790;Q7Z309;1000-3950;PBIR2_HUMAN;left
3791;P11413;1000-3950;G6PD_HUMAN;left
3792;Q9P2I0;1000-3950;CPSF2_HUMAN;left
3793;P58397;1000-3950;ATS12_HUMAN;left
3794;O95159;1000-3950;ZFPL1_HUMAN;left
3795;P27338;1000-3950;AOFB_HUMAN;left
3796;Q8TDN6;1000-3950;BRX1_HUMAN;left
3797;O96008;1000-3950;TOM40_HUMAN;left
3798;Q7Z7J5;1000-3950;DPPA2_HUMAN;left
3799;Q12996;1000-3950;CSTF3_HUMAN;left
3800;Q5TGZ0;1000-3950;MIC10_HUMAN;left
3801;P43121;1000-3950;MUC18_HUMAN;left
3802;Q9BW85;1000-3950;YJU2_HUMAN;left
3803;Q5T1M5;1000-3950;FKB15_HUMAN;left
3804;P11086;1000-3950;PNMT_HUMAN;left
3805;P09488;1000-3950;GSTM1_HUMAN;left
3806;P21266;1000-3950;GSTM3_HUMAN;left
3807;Q9BY77;1000-3950;PDIP3_HUMAN;left
3808;Q14137;1000-3950;BOP1_HUMAN;left
3809;P17812;1000-3950;PYRG1_HUMAN;left
3810;P98171;1000-3950;RHG04_HUMAN;left
3811;P09086;1000-3950;PO2F2_HUMAN;left
3812;Q01415;1000-3950;GALK2_HUMAN;left
3813;Q96B36;1000-3950;AKTS1_HUMAN;left
3814;O60493;1000-3950;SNX3_HUMAN;left
3815;Q9UMY4;1000-3950;SNX12_HUMAN;left
3816;O43353;1000-3950;RIPK2_HUMAN;left
3817;Q9UKN8;1000-3950;TF3C4_HUMAN;left
3818;Q9UPU5;1000-3950;UBP24_HUMAN;left
3819;Q9NQ55;1000-3950;SSF1_HUMAN;left
3820;Q9H3H3;1000-3950;CK068_HUMAN;left
3821;P57737;1000-3950;CORO7_HUMAN;left
3822;Q14289;1000-3950;FAK2_HUMAN;left
3823;Q86VU5;1000-3950;CMTD1_HUMAN;left
3824;O75382;1000-3950;TRIM3_HUMAN;left
3825;P49755;1000-3950;TMEDA_HUMAN;left
3826;Q8TDP1;1000-3950;RNH2C_HUMAN;left
3827;Q5JTV8;1000-3950;TOIP1_HUMAN;left
3828;P41134;1000-3950;ID1_HUMAN;left
3829;Q8N3U4;1000-3950;STAG2_HUMAN;left
3830;P30043;1000-3950;BLVRB_HUMAN;left
3831;Q9P0M9;1000-3950;RM27_HUMAN;left
3832;Q12965;1000-3950;MYO1E_HUMAN;left
3833;O00148;1000-3950;DX39A_HUMAN;left
3834;P67870;1000-3950;CSK2B_HUMAN;left
3835;P10599;1000-3950;THIO_HUMAN;left
3836;P32322;1000-3950;P5CR1_HUMAN;left
3837;Q9NZJ7;1000-3950;MTCH1_HUMAN;left
3838;O43896;1000-3950;KIF1C_HUMAN;left
3839;Q96B01;1000-3950;R51A1_HUMAN;left
3840;O60333;1000-3950;KIF1B_HUMAN;left
3841;Q9BUT1;1000-3950;BDH2_HUMAN;left
3842;Q14331;1000-3950;FRG1_HUMAN;left
3843;P11142;1000-3950;HSP7C_HUMAN;left
3844;Q13643;1000-3950;FHL3_HUMAN;left
3845;O95376;1000-3950;ARI2_HUMAN;left
3846;Q8N108;1000-3950;MIER1_HUMAN;left
3847;P10619;1000-3950;PPGB_HUMAN;left
3848;P50238;1000-3950;CRIP1_HUMAN;left
3849;P58215;1000-3950;LOXL3_HUMAN;left
3850;P62306;1000-3950;RUXF_HUMAN;left
3851;P13473;1000-3950;LAMP2_HUMAN;left
3852;Q9BZL1;1000-3950;UBL5_HUMAN;left
3853;O14929;1000-3950;HAT1_HUMAN;left
3854;P35226;1000-3950;BMI1_HUMAN;left
3855;Q9P0K7;1000-3950;RAI14_HUMAN;left
3856;Q9H832;1000-3950;UBE2Z_HUMAN;left
3857;Q9UKS7;1000-3950;IKZF2_HUMAN;left
3858;Q8N5S9;1000-3950;KKCC1_HUMAN;left
3859;P50897;1000-3950;PPT1_HUMAN;left
3860;P20265;1000-3950;PO3F2_HUMAN;left
3861;Q9NVU7;1000-3950;SDA1_HUMAN;left
3862;Q9UBF6;1000-3950;RBX2_HUMAN;left
3863;Q9NS86;1000-3950;LANC2_HUMAN;left
3864;Q12933;1000-3950;TRAF2_HUMAN;left
3865;P11117;1000-3950;PPAL_HUMAN;left
3866;P10721;1000-3950;KIT_HUMAN;left
3867;P39687;1000-3950;AN32A_HUMAN;left
3868;Q9BTT0;1000-3950;AN32E_HUMAN;left
3869;Q6PCE3;1000-3950;PGM2L_HUMAN;left
3870;Q16655;1000-3950;MAR1_HUMAN;left
3871;Q9BVP2;1000-3950;GNL3_HUMAN;left
3872;P83916;1000-3950;CBX1_HUMAN;left
3873;O15164;1000-3950;TIF1A_HUMAN;left
3874;Q9NTG7;1000-3950;SIR3_HUMAN;left
3875;O95453;1000-3950;PARN_HUMAN;left
3876;Q96G46;1000-3950;DUS3L_HUMAN;left
3877;Q15911;1000-3950;ZFHX3_HUMAN;left
3878;O75616;1000-3950;ERAL1_HUMAN;left
3879;P26010;1000-3950;ITB7_HUMAN;left
3880;P46937;1000-3950;YAP1_HUMAN;left
3881;P54652;1000-3950;HSP72_HUMAN;left
3882;Q8NE86;1000-3950;MCU_HUMAN;left
3883;P52756;1000-3950;RBM5_HUMAN;left
3884;P18074;1000-3950;ERCC2_HUMAN;left
3885;P28340;1000-3950;DPOD1_HUMAN;left
3886;Q96AE4;1000-3950;FUBP1_HUMAN;left
3887;Q9BRJ7;1000-3950;TIRR_HUMAN;left
3888;Q9UBY9;1000-3950;HSPB7_HUMAN;left
3889;O94808;1000-3950;GFPT2_HUMAN;left
3890;O15226;1000-3950;NKRF_HUMAN;left
3891;Q9UK22;1000-3950;FBX2_HUMAN;left
3892;O95183;1000-3950;VAMP5_HUMAN;left
3893;Q14119;1000-3950;VEZF1_HUMAN;left
3894;Q9NRG9;1000-3950;AAAS_HUMAN;left
3895;P20160;1000-3950;CAP7_HUMAN;left
3896;P32942;1000-3950;ICAM3_HUMAN;left
3897;O43402;1000-3950;EMC8_HUMAN;left
3898;Q9Y2X3;1000-3950;NOP58_HUMAN;left
3899;Q9UKT9;1000-3950;IKZF3_HUMAN;left
3900;Q16637;1000-3950;SMN_HUMAN;left
3901;Q8TEQ6;1000-3950;GEMI5_HUMAN;left
3902;Q9H840;1000-3950;GEMI7_HUMAN;left
3903;Q9H9E3;1000-3950;COG4_HUMAN;left
3904;Q9NZU5;1000-3950;LMCD1_HUMAN;left
3905;Q8N806;1000-3950;UBR7_HUMAN;left
3906;Q15274;1000-3950;NADC_HUMAN;left
3907;O96001;1000-3950;PPR17_HUMAN;left
3908;Q13287;1000-3950;NMI_HUMAN;left
3909;Q13136;1000-3950;LIPA1_HUMAN;left
3910;P13501;1000-3950;CCL5_HUMAN;left
3911;P21291;1000-3950;CSRP1_HUMAN;left
3912;Q92478;1000-3950;CLC2B_HUMAN;left
3913;P19013;1000-3950;K2C4_HUMAN;left
3914;Q96DI7;1000-3950;SNR40_HUMAN;left
3915;Q9UGV2;1000-3950;NDRG3_HUMAN;left
3916;Q96JY6;1000-3950;PDLI2_HUMAN;left
3917;O14772;1000-3950;FPGT_HUMAN;left
3918;P07737;1000-3950;PROF1_HUMAN;left
3919;P20585;1000-3950;MSH3_HUMAN;left
3920;O75351;1000-3950;VPS4B_HUMAN;left
3921;O14508;1000-3950;SOCS2_HUMAN;left
3922;O95486;1000-3950;SC24A_HUMAN;left
3923;O75794;1000-3950;CD123_HUMAN;left
3924;Q9NXA8;1000-3950;SIR5_HUMAN;left
3925;O95140;1000-3950;MFN2_HUMAN;left
3926;O75146;1000-3950;HIP1R_HUMAN;left
3927;Q9NY12;1000-3950;GAR1_HUMAN;left
3928;O94832;1000-3950;MYO1D_HUMAN;left
3929;Q68D10;1000-3950;SPT2_HUMAN;left
3930;Q96CX2;1000-3950;KCD12_HUMAN;left
3931;Q96QC0;1000-3950;PP1RA_HUMAN;left
3932;P42830;1000-3950;CXCL5_HUMAN;left
3933;Q9BSE5;1000-3950;SPEB_HUMAN;left
3934;P51159;1000-3950;RB27A_HUMAN;left
3935;O60861;1000-3950;GAS7_HUMAN;left
3936;Q05193;1000-3950;DYN1_HUMAN;left
3937;Q15758;1000-3950;AAAT_HUMAN;left
3938;Q13017;1000-3950;RHG05_HUMAN;left
3939;Q15024;1000-3950;EXOS7_HUMAN;left
3940;O95292;1000-3950;VAPB_HUMAN;left
3941;Q6P1N9;1000-3950;TATD1_HUMAN;left
3942;Q9BZK7;1000-3950;TBL1R_HUMAN;left
3943;P26232;1000-3950;CTNA2_HUMAN;left
3944;Q7RTV0;1000-3950;PHF5A_HUMAN;left
3945;P13716;1000-3950;HEM2_HUMAN;left
3946;Q9BSR8;1000-3950;YIPF4_HUMAN;left
3947;P31689;1000-3950;DNJA1_HUMAN;left
3948;Q8IVD9;1000-3950;NUDC3_HUMAN;left
3949;P57764;1000-3950;GSDMD_HUMAN;left
3950;O75663;1000-3950;TIPRL_HUMAN;left
3951;Q969V5;1000-3950;MUL1_HUMAN;left
3952;O94925;Unknown;GLSK_HUMAN;left
3953;Q9UN37;Unknown;VPS4A_HUMAN;left
3954;P54868;Unknown;HMCS2_HUMAN;left
3955;Q8IXL7;Unknown;MSRB3_HUMAN;left
3956;Q9NW08;Unknown;RPC2_HUMAN;left
3957;P07686;Unknown;HEXB_HUMAN;left
3958;O75554;Unknown;WBP4_HUMAN;left
3959;Q9Y3C8;Unknown;UFC1_HUMAN;left
3960;Q9UHA3;Unknown;RLP24_HUMAN;left
3961;Q9Y324;Unknown;FCF1_HUMAN;left
3962;Q08J23;Unknown;NSUN2_HUMAN;left
3963;Q12769;Unknown;NU160_HUMAN;left
3964;P01591;Unknown;IGJ_HUMAN;left
3965;P09326;Unknown;CD48_HUMAN;left
3966;Q8IXJ6;Unknown;SIR2_HUMAN;left
3967;Q9H568;Unknown;ACTL8_HUMAN;left
3968;Q01085;Unknown;TIAR_HUMAN;left
3969;Q8N201;Unknown;INT1_HUMAN;left
3970;P55789;Unknown;ALR_HUMAN;left
3971;Q13564;Unknown;ULA1_HUMAN;left
3972;Q14728;Unknown;MFS10_HUMAN;left
3973;Q86UX6;Unknown;ST32C_HUMAN;left
3974;Q8NBU5;Unknown;ATAD1_HUMAN;left
3975;Q96EL3;Unknown;RM53_HUMAN;left
3976;Q13887;Unknown;KLF5_HUMAN;left
3977;Q9NWS8;Unknown;RMND1_HUMAN;left
3978;Q86X53;Unknown;ERIC1_HUMAN;left
3979;O14979;Unknown;HNRDL_HUMAN;left
3980;Q629K1;Unknown;TRIQK_HUMAN;left
3981;Q96EY4;Unknown;TMA16_HUMAN;left
3982;Q14657;Unknown;LAGE3_HUMAN;left
3983;Q13243;Unknown;SRSF5_HUMAN;left
3984;Q14254;Unknown;FLOT2_HUMAN;left
3985;Q13630;Unknown;FCL_HUMAN;left
3986;Q13242;Unknown;SRSF9_HUMAN;left
3987;O75494;Unknown;SRS10_HUMAN;left
3988;Q01130;Unknown;SRSF2_HUMAN;left
3989;Q07955;Unknown;SRSF1_HUMAN;left
3990;P01210;Unknown;PENK_HUMAN;left
3991;O75563;Unknown;SKAP2_HUMAN;left
3992;Q13087;Unknown;PDIA2_HUMAN;left
3993;Q9UHI8;Unknown;ATS1_HUMAN;left
3994;P27707;Unknown;DCK_HUMAN;left
3995;P11532;Unknown;DMD_HUMAN;left
3996;Q9Y266;Unknown;NUDC_HUMAN;left
3997;Q16795;Unknown;NDUA9_HUMAN;left
3998;O95450;Unknown;ATS2_HUMAN;left
3999;Q9HD45;Unknown;TM9S3_HUMAN;left
4000;Q15653;Unknown;IKBB_HUMAN;left
4001;Q6P6B1;Unknown;ERIC5_HUMAN;left
4002;P17066;Unknown;HSP76_HUMAN;left
4003;Q8TAF3;Unknown;WDR48_HUMAN;left
4004;Q9BRA2;Unknown;TXD17_HUMAN;left
4005;P33897;Unknown;ABCD1_HUMAN;left
4006;Q13469;Unknown;NFAC2_HUMAN;left
4007;Q96BJ3;Unknown;AIDA_HUMAN;left
4008;Q00887;Unknown;PSG9_HUMAN;left
4009;P19320;Unknown;VCAM1_HUMAN;left
4010;P18669;Unknown;PGAM1_HUMAN;left
4011;Q8NAV1;Unknown;PR38A_HUMAN;left
4012;O75323;Unknown;NIPS2_HUMAN;left
4013;Q9BPW8;Unknown;NIPS1_HUMAN;left
4014;P62330;Unknown;ARF6_HUMAN;left
4015;Q9ULZ3;Unknown;ASC_HUMAN;left
4016;P11177;Unknown;ODPB_HUMAN;left
4017;Q92583;Unknown;CCL17_HUMAN;left
4018;Q8N139;Unknown;ABCA6_HUMAN;left
4019;Q92547;Unknown;TOPB1_HUMAN;left
4020;P57076;Unknown;CF298_HUMAN;left
4021;O95999;Unknown;BCL10_HUMAN;left
4022;Q96I59;Unknown;SYNM_HUMAN;left
4023;Q5R3I4;Unknown;TTC38_HUMAN;left
4024;P36406;Unknown;TRI23_HUMAN;left
4025;P50151;Unknown;GBG10_HUMAN;left
4026;P49406;Unknown;RM19_HUMAN;left
4027;Q9BZG1;Unknown;RAB34_HUMAN;left
4028;O15173;Unknown;PGRC2_HUMAN;left
4029;Q9H1B5;Unknown;XYLT2_HUMAN;left
4030;Q16566;Unknown;KCC4_HUMAN;left
4031;P02656;Unknown;APOC3_HUMAN;left
4032;Q92698;Unknown;RAD54_HUMAN;left
4033;Q9HBM6;Unknown;TAF9B_HUMAN;left
4034;O14975;Unknown;S27A2_HUMAN;left
4035;Q14011;Unknown;CIRBP_HUMAN;left
4036;Q08209;Unknown;PP2BA_HUMAN;left
4037;Q96IZ0;Unknown;PAWR_HUMAN;left
4038;P01024;Unknown;CO3_HUMAN;left
4039;Q04727;Unknown;TLE4_HUMAN;left
4040;O15123;Unknown;ANGP2_HUMAN;left
4041;Q9NPF5;Unknown;DMAP1_HUMAN;left
4042;Q9UKB3;Unknown;DJC12_HUMAN;left
4043;Q04726;Unknown;TLE3_HUMAN;left
4044;Q9BRP1;Unknown;PDD2L_HUMAN;left
4045;Q99808;Unknown;S29A1_HUMAN;left
4046;P25440;Unknown;BRD2_HUMAN;left
4047;Q14139;Unknown;UBE4A_HUMAN;left
4048;P46199;Unknown;IF2M_HUMAN;left
4049;O00629;Unknown;IMA3_HUMAN;left
4050;P42345;Unknown;MTOR_HUMAN;left
4051;P20042;Unknown;IF2B_HUMAN;left
4052;Q9UFC0;Unknown;LRWD1_HUMAN;left
4053;O00479;Unknown;HMGN4_HUMAN;left
4054;O14763;Unknown;TR10B_HUMAN;left
4055;Q8IXW5;Unknown;RPAP2_HUMAN;left
4056;Q14055;Unknown;CO9A2_HUMAN;left
4057;Q8IVS2;Unknown;FABD_HUMAN;left
4058;P51151;Unknown;RAB9A_HUMAN;left
4059;O00411;Unknown;RPOM_HUMAN;left
4060;Q9NX58;Unknown;LYAR_HUMAN;left
4061;Q9Y314;Unknown;NOSIP_HUMAN;left
4062;P18085;Unknown;ARF4_HUMAN;left
4063;Q9UKD1;Unknown;GMEB2_HUMAN;left
4064;Q6P4A7;Unknown;SFXN4_HUMAN;left
4065;Q96MG2;Unknown;JSPR1_HUMAN;left
4066;P49720;Unknown;PSB3_HUMAN;left
4067;P62805;Unknown;H4_HUMAN;left
4068;Q8TCQ1;Unknown;MARH1_HUMAN;left
4069;Q9UEW8;Unknown;STK39_HUMAN;left
4070;Q5M8T2;Unknown;S35D3_HUMAN;left
4071;P51648;Unknown;AL3A2_HUMAN;left
4072;P55199;Unknown;ELL_HUMAN;left
4073;Q9UJ83;Unknown;HACL1_HUMAN;left
4074;P60174;Unknown;TPIS_HUMAN;left
4075;Q8NDH3;Unknown;PEPL1_HUMAN;left
4076;Q9Y508;Unknown;RN114_HUMAN;left
4077;Q01804;Unknown;OTUD4_HUMAN;left
4078;P21741;Unknown;MK_HUMAN;left
4079;Q06546;Unknown;GABPA_HUMAN;left
4080;Q99471;Unknown;PFD5_HUMAN;left
4081;Q9BRA0;Unknown;LSMD1_HUMAN;left
4082;P62166;Unknown;NCS1_HUMAN;left
4083;P84074;Unknown;HPCA_HUMAN;left
4084;Q8N4Q0;Unknown;PTGR3_HUMAN;left
4085;P28907;Unknown;CD38_HUMAN;left
4086;Q9HCD6;Unknown;TANC2_HUMAN;left
4087;Q9HBK9;Unknown;AS3MT_HUMAN;left
4088;Q9BQ70;Unknown;TCF25_HUMAN;left
4089;Q8NI22;Unknown;MCFD2_HUMAN;left
4090;Q9NYJ1;Unknown;COA4_HUMAN;left
4091;P27797;Unknown;CALR_HUMAN;left
4092;Q9HDC9;Unknown;APMAP_HUMAN;left
4093;O14893;Unknown;GEMI2_HUMAN;left
4094;P07195;Unknown;LDHB_HUMAN;left
4095;P05423;Unknown;RPC4_HUMAN;left
4096;Q9NXE4;Unknown;NSMA3_HUMAN;left
4097;Q9Y3B9;Unknown;RRP15_HUMAN;left
4098;O75822;Unknown;EIF3J_HUMAN;left
4099;P37802;Unknown;TAGL2_HUMAN;left
4100;P84101;Unknown;SERF2_HUMAN;left
4101;Q96JJ7;Unknown;TMX3_HUMAN;left
4102;Q9Y512;Unknown;SAM50_HUMAN;left
4103;P05556;Unknown;ITB1_HUMAN;left
4104;Q13277;Unknown;STX3_HUMAN;left
4105;Q4V328;Unknown;GRAP1_HUMAN;left
4106;P53999;Unknown;TCP4_HUMAN;left
4107;Q8IUF8;Unknown;RIOX2_HUMAN;left
4108;Q6UX04;Unknown;CWC27_HUMAN;left
4109;Q9UK08;Unknown;GBG8_HUMAN;left
4110;P63208;Unknown;SKP1_HUMAN;left
4111;P51397;Unknown;DAP1_HUMAN;left
4112;P62760;Unknown;VISL1_HUMAN;left
4113;Q15370;Unknown;ELOB_HUMAN;left
4114;Q96MW1;Unknown;CCD43_HUMAN;left
4115;Q14669;Unknown;TRIPC_HUMAN;left
4116;P41212;Unknown;ETV6_HUMAN;left
4117;Q9UH99;Unknown;SUN2_HUMAN;left
4118;P00338;Unknown;LDHA_HUMAN;left
4119;Q12800;Unknown;TFCP2_HUMAN;left
4120;O00178;Unknown;GTPB1_HUMAN;left
4121;Q96J01;Unknown;THOC3_HUMAN;left
4122;P63279;Unknown;UBC9_HUMAN;left
4123;P35712;Unknown;SOX6_HUMAN;left
4124;Q9Y223;Unknown;GLCNE_HUMAN;left
4125;Q9UJ14;Unknown;GGT7_HUMAN;left
4126;O00515;Unknown;LAD1_HUMAN;left
4127;Q9UKY7;Unknown;CDV3_HUMAN;left
4128;O95881;Unknown;TXD12_HUMAN;left
4129;P09486;Unknown;SPRC_HUMAN;left
4130;Q7L0Y3;Unknown;TM10C_HUMAN;left
4131;Q9UHQ4;Unknown;BAP29_HUMAN;left
4132;Q8WTT2;Unknown;NOC3L_HUMAN;left
4133;O60828;Unknown;PQBP1_HUMAN;left
4134;P18827;Unknown;SDC1_HUMAN;left
4135;Q16576;Unknown;RBBP7_HUMAN;left
4136;Q09028;Unknown;RBBP4_HUMAN;left
4137;Q10713;Unknown;MPPA_HUMAN;left
4138;P05121;Unknown;PAI1_HUMAN;left
4139;P32969;Unknown;RL9_HUMAN;left
4140;Q9UKV5;Unknown;AMFR_HUMAN;left
4141;Q96Q11;Unknown;TRNT1_HUMAN;left
4142;Q15051;Unknown;IQCB1_HUMAN;left
4143;P38919;Unknown;IF4A3_HUMAN;left
4144;P16157;Unknown;ANK1_HUMAN;left
4145;P11309;Unknown;PIM1_HUMAN;left
4146;P49419;Unknown;AL7A1_HUMAN;left
4147;P32455;Unknown;GBP1_HUMAN;left
4148;Q9UI36;Unknown;DACH1_HUMAN;left
4149;P47756;Unknown;CAPZB_HUMAN;left
4150;Q9NV96;Unknown;CC50A_HUMAN;left
4151;Q56P03;Unknown;EAPP_HUMAN;left
4152;P49591;Unknown;SYSC_HUMAN;left
4153;Q5JSH3;Unknown;WDR44_HUMAN;left
4154;Q16832;Unknown;DDR2_HUMAN;left
4155;Q13099;Unknown;IFT88_HUMAN;left
4156;Q5SYE7;Unknown;NHSL1_HUMAN;left
4157;Q9HBJ7;Unknown;UBP29_HUMAN;left
4158;P82673;Unknown;RT35_HUMAN;left
4159;Q53EU6;Unknown;GPAT3_HUMAN;left
4160;Q13283;Unknown;G3BP1_HUMAN;left
4161;Q8IZ40;Unknown;RCOR2_HUMAN;left
4162;O43854;Unknown;EDIL3_HUMAN;left
4163;Q96GX2;Unknown;A7L3B_HUMAN;left
4164;Q96A49;Unknown;SYAP1_HUMAN;left
4165;Q3YEC7;Unknown;RABL6_HUMAN;left
4166;Q7L2H7;Unknown;EIF3M_HUMAN;left
4167;Q6ZVM7;Unknown;TM1L2_HUMAN;left
4168;Q9H3N1;Unknown;TMX1_HUMAN;left
4169;P01275;Unknown;GLUC_HUMAN;left
4170;Q6PI78;Unknown;TMM65_HUMAN;left
4171;Q8IXM3;Unknown;RM41_HUMAN;left
4172;P12236;Unknown;ADT3_HUMAN;left
4173;P12235;Unknown;ADT1_HUMAN;left
4174;Q9H9J2;Unknown;RM44_HUMAN;left
4175;P63173;Unknown;RL38_HUMAN;left
4176;Q9Y5J6;Unknown;T10B_HUMAN;left
4177;Q12882;Unknown;DPYD_HUMAN;left
4178;P53355;Unknown;DAPK1_HUMAN;left
4179;Q15398;Unknown;DLGP5_HUMAN;left
4180;P23284;Unknown;PPIB_HUMAN;left
4181;Q9Y3C6;Unknown;PPIL1_HUMAN;left
4182;Q13418;Unknown;ILK_HUMAN;left
4183;Q9NRR1;Unknown;CYTL1_HUMAN;left
4184;P11217;Unknown;PYGM_HUMAN;left
4185;O95025;Unknown;SEM3D_HUMAN;left
4186;Q96SZ6;Unknown;CK5P1_HUMAN;left
4187;O43491;Unknown;E41L2_HUMAN;left
4188;Q99627;Unknown;CSN8_HUMAN;left
4189;Q9P1Y6;Unknown;PHRF1_HUMAN;left
4190;Q9H307;Unknown;PININ_HUMAN;left
4191;Q9P2K3;Unknown;RCOR3_HUMAN;left
