label,anatomy,,,FiredHeatmap,FiredFractionHeatmap,ElectricActivityHeatmap,InhibitionHeatmap,CalciumHeatmap,BackgroundActivityHeatmap,GrownAxonsHeatmap,GrownDendritesHeatmap,umap,,,UMAPClustering
24940,116.61286,74.427588,48.976995,3,5,5,5,6,5,6,5,42.104324,76.62334,58.76924,75
24941,117.28498,74.352716,51.008383,4,5,3,5,4,6,4,5,47.437225,84.10249,50.644665,75
24942,117.26187,74.372855,51.023725,2,7,3,5,5,6,5,6,57.68148,68.07456,61.70404,69
24943,117.20753,74.374783,51.05583,1,3,5,5,4,3,4,5,45.87113,73.90938,53.804985,75
24944,117.36274,74.363121,51.032993,3,5,4,5,5,5,6,6,52.72594,71.01994,70.21199,17
24945,117.35117,74.440116,51.083326,1,5,2,4,5,3,5,5,57.652245,70.74701,47.990356,71
24946,117.30748,74.358033,50.936633,1,4,3,2,4,3,3,5,59.021145,70.19313,69.33112,62
24947,117.26653,74.281335,51.067617,2,4,3,3,6,8,7,6,59.170475,66.474304,65.03692,69
24948,117.25999,74.353055,50.945902,4,4,4,4,4,6,5,4,34.067978,85.62946,56.221695,75
24949,117.32422,74.396736,51.015906,2,6,2,4,7,5,7,5,40.26046,89.037506,60.601517,75
24950,117.3454,74.295889,50.945896,3,7,3,4,5,7,4,8,79.09056,85.47833,37.786545,6
24951,119.1513,74.30854,52.239184,3,7,5,6,7,6,7,7,37.22689,73.17481,64.35738,75
24952,119.11477,74.332722,52.269412,2,6,3,5,6,4,6,7,62.356033,70.37031,66.96733,62
24953,119.18792,74.216625,52.245889,5,6,5,4,3,4,3,5,51.94587,72.30371,47.870216,71
24954,119.08191,74.276353,52.303091,3,4,4,6,5,5,5,6,42.106194,72.5703,52.129936,75
24955,119.13822,74.20949,52.23352,1,5,4,3,5,6,5,4,49.02719,83.40385,49.088913,74
24956,119.23692,74.313886,52.236045,1,6,3,4,5,4,5,6,46.52164,86.159676,49.796223,74
24957,119.11555,74.219666,52.154378,1,4,5,6,3,5,4,5,43.46953,73.368546,63.38394,75
24958,119.09709,74.216839,52.201274,5,7,4,7,7,4,6,5,51.156876,77.36941,73.65195,17
24959,119.12414,74.275308,52.336223,1,5,3,4,5,6,6,6,51.09771,70.76659,55.545574,62
24960,119.23705,74.329105,52.224549,2,6,3,5,5,3,4,4,45.680004,71.40601,67.47399,75
24961,121.01763,74.264364,53.469985,3,5,4,5,4,5,4,5,58.4505,72.56288,51.532192,62
24962,121.08413,74.364099,53.49621,1,5,4,5,4,6,4,7,52.707325,74.800385,52.579494,62
24963,121.07297,74.213337,53.545193,4,5,4,5,5,6,6,6,62.70498,71.79523,58.82727,62
24964,120.97349,74.196131,53.559928,2,5,3,4,2,5,2,4,38.646866,85.523186,52.47072,75
24965,120.98008,74.332066,53.487681,2,5,4,4,6,4,7,5,52.104088,70.48734,72.98069,17
24966,121.0566,74.229816,53.400441,2,4,5,4,5,5,5,4,51.147533,81.18725,45.948277,71
24967,120.96713,74.283432,53.519104,2,6,4,4,4,6,4,7,53.974094,70.92574,57.37366,62
24968,121.01418,74.350953,53.434088,1,4,5,3,5,5,6,5,48.19647,85.5683,75.65057,16
24969,120.99279,74.288683,53.559404,3,3,3,5,6,6,8,5,56.19366,83.52934,45.64917,71
24970,121.10858,74.291994,53.537364,2,4,4,4,5,7,5,6,44.277573,70.43929,63.73031,75
24971,123.87677,74.20892,54.819876,3,5,4,6,4,7,4,5,41.13705,81.280075,63.221226,75
24972,123.85566,74.117382,54.879586,4,5,2,5,6,7,6,5,48.55116,88.486595,46.092068,74
24973,123.86612,74.135462,54.810767,3,4,5,5,3,5,3,6,58.46371,69.58169,52.49245,69
24974,123.86105,74.214177,54.797334,1,5,5,3,6,6,7,7,57.95374,88.05919,53.364754,62
24975,123.91403,74.276805,54.878791,5,4,4,4,4,7,4,5,56.530968,69.39961,46.73235,59
24976,123.80158,74.139326,54.854055,1,4,9,4,5,6,5,5,72.04362,70.12954,57.796154,54
24977,123.84929,74.295286,54.913073,2,3,4,2,3,4,4,4,57.84241,75.588905,48.067207,71
24978,123.87459,74.303605,54.90318,3,4,3,6,5,5,5,5,54.150253,70.05105,58.202904,62
24979,123.77685,74.169962,54.784528,1,5,4,3,4,4,4,6,53.960182,77.71661,45.97736,71
24980,123.79874,74.288127,54.764714,4,6,6,5,4,4,4,6,69.5284,69.42206,57.79563,69
24981,125.7431,74.164744,56.050677,5,4,3,6,5,6,6,7,39.229942,80.36668,54.740204,75
24982,125.64665,74.241979,55.98548,1,5,3,5,4,5,5,8,52.007973,74.96663,50.916283,62
24983,125.6655,74.237229,56.004392,3,4,4,5,5,5,5,5,52.818356,82.15232,47.271687,71
24984,125.76984,74.118861,56.123127,4,6,7,6,5,3,5,6,50.83892,73.28689,64.74194,62
24985,125.73457,74.156475,56.035041,4,7,6,6,6,7,5,6,69.93498,70.91528,59.017086,62
24986,125.72478,74.217793,56.113845,4,6,2,4,7,5,6,2,39.966866,79.76903,62.284218,75
24987,125.70105,74.075955,56.036632,3,7,3,5,5,5,4,6,50.842075,87.022255,80.72328,17
24988,125.7344,74.11348,56.131908,3,5,4,2,4,5,4,7,54.814724,70.12914,63.60809,62
24989,125.82662,74.210816,56.033191,5,5,4,6,5,6,4,3,53.3237,68.25908,51.524235,69
24990,125.77166,74.193966,56.042421,2,6,5,4,6,6,7,5,66.89693,70.259384,51.62513,62
24991,131.81933,74.118773,55.772596,4,6,3,6,7,6,7,6,62.42745,73.76057,45.75741,71
24992,131.85711,74.024115,55.84177,1,4,4,5,5,5,5,6,54.810738,71.81918,59.389004,62
24993,131.8696,74.205234,55.679075,6,3,5,5,4,6,5,7,48.662533,75.413635,51.020973,75
24994,131.8197,74.085563,55.847069,5,6,4,5,5,6,4,3,45.990562,78.58077,49.9207,74
24995,131.76346,74.041308,55.816135,5,4,2,4,5,4,6,5,53.049416,79.213776,42.256012,71
24996,131.90224,74.166717,55.825911,2,7,4,5,7,6,5,4,41.312325,86.98361,61.825027,75
24997,131.8968,74.144004,55.786452,2,3,2,4,5,5,6,6,49.20193,82.16258,46.740726,74
24998,131.73646,74.108469,55.726482,3,5,3,5,6,5,5,6,47.120872,80.877975,50.230385,75
24999,131.80616,74.067854,55.778609,2,5,4,4,5,5,5,6,45.416664,79.96275,46.858326,74
25000,131.88833,74.213208,55.729282,2,5,3,3,5,7,6,6,66.43454,71.02263,56.07795,62
25001,143.33689,74.103016,52.119481,3,6,4,5,6,4,6,5,58.767784,76.92521,62.98462,62
25002,143.24773,74.074547,52.1698,2,4,3,6,4,6,5,8,53.823578,69.85494,61.76964,69
25003,143.25145,74.048015,52.20121,2,6,3,4,4,5,3,7,50.948902,71.86151,58.126186,62
25004,143.43202,74.07733,52.11063,5,7,2,6,6,3,5,5,39.51255,85.563065,58.39544,75
25005,143.38353,74.036556,52.214647,1,4,4,3,5,6,5,6,59.779243,70.13423,67.094864,62
25006,143.33121,74.17294,52.157869,3,6,3,3,6,6,5,6,38.840683,85.454216,51.735844,75
25007,143.26618,74.05694,52.207694,5,6,2,6,6,5,7,7,66.57466,70.61282,54.590767,62
25008,143.33862,74.00417,52.105676,3,7,4,6,6,5,5,4,47.327454,72.865456,64.6589,75
25009,143.32145,74.10623,52.144885,1,8,3,4,7,6,5,4,51.924286,72.49504,56.29168,62
25010,143.35896,74.128128,52.072944,4,4,2,6,5,4,5,5,55.275402,63.972317,53.54074,69
25011,153.50371,74.03361,51.325139,1,5,2,4,5,4,5,6,36.775265,84.12239,65.09013,75
25012,153.45495,74.061695,51.415117,1,7,5,4,7,4,7,4,45.96746,73.02763,57.955265,75
25013,153.41037,74.11042,51.228422,3,5,2,3,5,7,5,6,44.316147,72.20946,62.07392,75
25014,153.50331,74.092806,51.37716,2,7,5,6,6,6,4,6,46.594967,81.09666,46.889843,74
25015,153.48158,73.960473,51.252041,5,5,3,5,4,6,4,6,51.763145,67.20781,65.47547,69
25016,153.59915,73.97935,51.382752,3,6,3,4,5,5,6,5,45.706974,70.22646,70.90387,16
25017,153.54276,74.071381,51.340095,4,7,4,5,5,4,4,6,45.735516,70.43875,59.855713,75
25018,153.53297,74.060487,51.367283,5,4,4,4,4,7,4,4,49.19641,79.587036,50.823536,75
25019,153.55142,74.050934,51.269468,2,6,4,6,6,5,6,6,67.86456,70.54688,64.69371,62
25020,153.44855,73.965068,51.403477,2,5,6,5,5,5,5,6,54.161793,69.3593,65.32758,69
25021,160.45344,73.954731,52.158769,1,5,3,5,6,5,7,6,69.70068,70.88675,57.227615,62
25022,160.52134,73.884046,52.174556,1,6,2,5,6,4,5,5,62.675816,68.26474,59.73043,69
25023,160.48817,73.957216,52.06475,2,4,3,5,4,5,4,4,64.16504,95.76852,89.89086,52
25024,160.36193,73.909099,52.24281,2,5,4,5,5,4,6,4,41.163467,83.2682,53.746838,75
25025,160.43974,73.897073,52.243271,3,5,3,6,5,5,4,7,56.364372,74.13091,50.368126,62
25026,160.3682,74.003586,52.108337,5,6,5,5,5,6,5,5,58.11843,83.96414,87.78678,17
25027,160.49094,73.995763,52.253582,1,5,6,5,5,8,6,8,43.156437,66.51176,54.869972,58
25028,160.40752,73.916164,52.06887,5,5,3,5,6,6,6,6,56.238106,67.51699,63.966755,69
25029,160.48226,73.91031,52.172809,5,5,3,5,5,6,4,2,57.412422,70.81625,60.45981,62
25030,160.39659,74.035463,52.25814,2,5,3,4,4,4,3,4,86.06438,84.240105,40.4077,6
25031,165.17891,73.855111,54.739461,1,5,4,4,7,3,7,4,58.997887,68.49951,55.624844,69
25032,165.25202,73.929896,54.661122,1,6,9,3,5,7,5,6,47.84807,99.18654,60.608006,78
25033,165.19208,73.801888,54.700188,5,5,3,5,3,6,3,7,63.37932,65.56794,59.557014,69
25034,165.27254,73.881221,54.703762,5,5,5,6,4,7,3,4,57.91834,71.755,66.9827,62
25035,165.20139,73.759023,54.665888,1,4,4,3,5,7,6,6,63.524506,72.54386,51.593937,62
25036,165.23696,73.821298,54.775089,5,6,2,5,6,7,5,6,59.969505,71.76222,46.800095,71
25037,165.17048,73.902473,54.729956,1,4,3,5,5,6,5,6,38.68817,70.79914,66.88858,75
25038,165.09466,73.862478,54.808609,3,5,3,4,4,3,4,5,59.226852,72.95645,53.450314,62
25039,165.17416,73.792648,54.826604,2,4,3,6,5,5,6,6,43.27373,82.38171,56.16224,75
25040,165.18273,73.847731,54.683082,1,2,4,3,5,5,6,7,70.11863,71.96151,54.128822,54
25041,168.79225,73.74512,58.193684,2,4,4,3,2,3,2,5,88.45829,78.1824,41.63365,6
25042,168.7501,73.73431,58.236472,2,7,3,6,4,5,4,6,51.74289,72.09981,69.07176,62
25043,168.79757,73.724589,58.230664,5,4,4,5,5,5,6,7,45.27527,75.94216,58.95555,75
25044,168.72265,73.752412,58.2275,5,5,6,6,6,5,6,5,37.079422,77.175514,57.342068,75
25045,168.72917,73.700711,58.245632,3,5,2,5,5,5,5,6,51.233517,68.359726,70.97569,60
25046,168.78746,73.836248,58.209745,1,6,3,2,6,5,5,6,47.642494,79.9628,50.922783,75
25047,168.78247,73.708213,58.203568,1,5,1,4,4,5,4,8,65.54228,103.87481,68.45306,81
25048,168.69675,73.766631,58.236012,1,6,3,5,5,8,4,7,50.131172,69.51709,72.01473,60
25049,168.79092,73.662389,58.121799,2,5,5,4,5,6,5,5,63.331028,66.12421,61.65747,69
25050,168.84572,73.707424,58.156557,3,5,3,2,4,6,4,5,40.65708,75.196655,56.998665,75
25051,172.39698,72.635427,61.625079,5,6,3,7,5,7,6,6,63.00587,64.29227,58.924923,69
25052,172.35436,72.580159,61.621731,5,5,5,7,6,6,6,6,68.96616,71.52662,49.81701,71
25053,172.3596,72.638092,61.599348,1,4,6,5,3,4,3,6,64.20833,66.33064,51.135628,69
25054,172.40814,72.545205,61.677114,4,5,4,4,4,5,4,7,57.63819,72.14894,45.591293,71
25055,172.48965,72.615766,61.613048,3,5,4,4,6,3,6,5,68.938705,70.98153,56.143806,62
25056,172.32275,72.722905,61.639519,1,3,4,6,3,4,3,7,52.600494,65.65377,54.28353,69
25057,172.42886,72.588936,61.546962,2,5,5,3,4,7,4,5,64.01073,74.5232,48.847843,71
25058,172.31205,72.677769,61.654136,3,5,3,4,4,6,4,5,50.06346,78.143364,61.92789,62
25059,172.42577,72.696884,61.638016,3,5,4,5,7,4,7,5,63.789486,68.32055,54.669456,69
25060,172.32386,72.561797,61.61404,1,6,4,3,7,6,7,7,55.186058,65.427734,60.41849,69
25061,174.89819,72.515066,65.952833,1,5,4,4,5,4,5,5,63.862286,73.67402,68.61357,62
25062,174.92987,72.425582,65.890854,3,6,3,5,6,5,6,6,47.466522,72.734116,68.26093,75
25063,174.86711,72.56393,66.039396,2,6,5,3,5,6,5,5,70.52858,77.59129,47.853054,6
25064,174.99333,72.470352,66.038366,3,4,4,4,5,5,5,6,46.812782,77.29433,60.288662,75
25065,174.8483,72.472443,65.888469,4,7,4,6,4,6,3,6,54.967987,68.178665,62.435623,69
25066,174.92837,72.456771,65.919854,2,5,2,5,4,6,4,6,59.246338,68.16446,64.60573,69
25067,174.89048,72.495689,65.91412,2,4,4,4,5,5,6,5,44.74327,75.55177,56.85734,75
25068,174.92456,72.496729,65.981616,1,4,4,3,4,7,4,8,58.76101,70.41183,56.16119,62
25069,174.92785,72.464298,65.925492,3,3,3,5,4,4,4,6,54.06357,69.09293,57.702225,69
25070,174.96191,72.490415,65.876878,3,5,3,5,3,7,3,7,63.79984,65.456505,68.20186,69
25071,178.51153,72.405075,69.407056,5,5,3,7,6,6,6,4,64.648056,73.25952,46.06984,71
25072,178.54088,72.313811,69.372941,3,4,3,5,4,5,4,6,49.4927,83.0241,48.089985,74
25073,178.4377,72.425932,69.470083,5,3,3,5,3,4,5,6,41.02742,79.76386,58.93283,75
25074,178.45415,72.30982,69.489351,3,7,6,4,6,5,4,6,57.739952,68.990326,55.61523,69
25075,178.45292,72.485754,69.422215,2,5,4,4,5,6,6,9,46.153633,74.980774,64.18061,75
25076,178.44929,72.430418,69.439983,4,5,7,4,4,6,4,6,43.23674,73.077286,52.315765,75
25077,178.44776,72.43554,69.325852,1,3,3,5,3,5,5,7,65.45625,69.93652,54.980225,69
25078,178.4703,72.421388,69.490495,3,5,4,5,4,5,4,6,54.780968,67.25495,56.23665,69
25079,178.42116,72.3617,69.48546,1,6,3,4,6,7,6,4,57.838673,65.00308,60.837784,69
25080,178.48033,72.375869,69.32442,3,6,4,4,6,6,6,5,52.13793,77.44639,45.08697,71
25081,180.89343,72.263074,74.727431,3,5,3,4,3,5,4,7,57.110146,71.214874,61.275017,62
25082,180.84404,72.339983,74.774782,2,5,4,6,5,7,5,7,88.9281,69.86503,37.959618,7
25083,180.92829,72.294804,74.8228,2,4,3,3,4,5,4,6,45.00049,97.782486,54.23265,78
25084,180.81475,72.301208,74.738695,6,3,3,6,3,4,4,6,44.93843,83.45996,68.28234,75
25085,180.84247,72.361751,74.78909,3,4,3,5,4,3,4,5,47.760826,80.97537,51.88327,75
25086,180.91339,72.305438,74.781705,1,7,6,3,5,5,5,7,64.14383,69.2361,62.93034,69
25087,180.95984,72.308392,74.636063,1,5,3,5,4,5,5,5,57.43485,71.3931,60.835007,62
25088,180.92928,72.224717,74.717982,5,6,4,5,7,4,6,6,55.164406,76.16106,50.874516,62
25089,180.98739,72.194324,74.657299,2,7,3,4,7,3,5,6,62.982273,70.22081,48.67786,71
25090,180.9118,72.255064,74.73496,4,5,7,5,5,5,4,5,67.559425,71.281746,50.834053,62
25091,183.39464,72.142713,79.055185,2,5,3,4,4,6,4,5,45.502388,74.14778,61.027264,75
25092,183.41965,72.168393,78.971164,3,4,4,4,3,5,4,6,52.106342,68.38128,59.62253,69
25093,183.32869,72.145227,79.154485,3,6,3,5,5,4,5,6,36.861485,75.94873,62.19492,75
25094,183.45875,72.226551,78.974826,2,4,4,5,5,7,6,5,54.069866,71.16287,65.47324,62
25095,183.32063,72.13878,79.052409,1,4,4,3,4,3,5,6,64.71729,75.87332,53.31991,62
25096,183.47608,72.203837,79.098332,1,5,5,3,5,5,5,5,40.46171,81.53784,63.99875,75
25097,183.47229,72.06222,79.120161,1,4,4,3,2,5,2,7,48.03747,77.70682,51.427708,75
25098,183.39745,72.060705,78.978101,4,6,3,3,6,5,6,5,48.68704,72.00061,60.40176,75
25099,183.30514,72.105744,78.987442,5,3,3,6,5,6,7,6,37.64107,78.82026,56.656338,75
25100,183.45122,72.04911,79.068071,4,5,3,5,4,3,5,5,52.654922,75.10512,46.38607,71
25101,185.77654,72.000712,84.37556,1,4,4,4,4,4,5,6,46.429787,77.10982,52.963905,75
25102,185.82463,72.072693,84.359541,5,6,4,6,5,6,5,5,37.05044,80.049355,61.28637,75
25103,185.77123,72.06858,84.406696,2,6,2,4,7,4,7,6,61.9543,74.43799,47.216534,71
25104,185.68017,72.037159,84.329995,4,6,5,5,5,6,5,5,54.266167,78.62034,53.27413,62
25105,185.69573,72.027679,84.324799,2,4,5,4,4,5,5,6,54.699116,89.73987,82.491425,17
25106,185.79048,72.052743,84.437738,3,7,5,6,7,6,7,6,43.16879,71.86549,71.172874,16
25107,185.71634,72.094323,84.426916,1,3,5,3,3,5,4,5,64.72148,72.95805,56.936012,62
25108,185.70576,72.053069,84.291154,2,5,5,4,5,6,5,6,56.8214,74.44778,43.831944,71
25109,185.71859,71.999487,84.351677,4,5,3,4,3,6,3,7,50.598583,72.596695,52.38869,62
25110,185.68188,71.99129,84.384134,4,6,3,4,5,3,5,4,80.93879,89.799835,44.908096,6
25111,185.17998,71.892516,89.338665,4,5,3,5,5,5,5,5,65.359,70.495926,57.431633,62
25112,185.11107,71.803976,89.369158,1,4,4,3,5,5,5,3,74.7274,76.637856,50.157234,54
25113,185.21393,71.965582,89.239772,2,5,3,4,6,7,5,5,56.09881,68.6138,68.0023,69
25114,185.14799,71.967628,89.351786,3,6,3,5,6,6,6,4,41.995155,82.35854,53.796574,75
25115,185.13822,71.822686,89.343751,2,6,4,4,5,5,5,7,45.17445,75.03628,65.24722,75
25116,185.19951,71.907684,89.268962,1,4,3,4,5,5,5,6,47.59503,78.26466,70.32155,16
25117,185.10885,71.846367,89.337268,4,5,3,6,5,5,5,5,55.26594,70.21288,64.925964,62
25118,185.10887,71.991015,89.437386,1,7,3,5,5,5,4,4,42.774662,73.2624,66.54956,75
25119,185.1311,71.903134,89.411299,2,6,3,4,5,5,6,6,50.68222,76.664406,58.803448,62
25120,185.15972,71.802692,89.414461,2,5,3,4,6,4,6,6,56.805237,69.41239,52.37388,69
25121,184.58342,71.784321,94.30177,1,5,5,4,5,6,5,6,66.00313,67.92968,54.702805,69
25122,184.5727,71.772934,94.386565,3,6,4,6,6,8,6,6,51.529045,72.65225,62.962894,62
25123,184.52491,71.73926,94.34378,3,5,4,5,5,5,5,5,38.423824,81.92464,52.821903,75
25124,184.57168,71.817209,94.271978,3,4,3,3,4,4,5,5,46.399883,76.48437,51.90461,75
25125,184.55083,71.783521,94.368677,1,7,4,3,5,4,4,7,49.893764,71.94261,58.396767,75
25126,184.64881,71.686451,94.323367,2,6,4,5,5,4,4,7,48.35318,68.768364,62.19239,58
25127,184.56964,71.860593,94.366974,4,7,2,6,6,4,5,5,66.2628,72.80264,47.003242,71
25128,184.6828,71.721856,94.365014,4,6,2,6,6,5,6,3,40.730232,85.735535,60.07036,75
25129,184.62386,71.845828,94.220434,1,4,5,2,4,5,5,6,44.36443,80.67023,58.966606,75
25130,184.65464,71.817972,94.216724,4,7,4,6,7,4,7,5,57.632767,67.155136,63.88559,69
25131,183.98686,71.676125,99.264875,3,4,3,4,5,4,5,6,63.469486,68.14024,58.831337,69
25132,183.95382,71.74974,99.303656,3,4,3,5,5,5,5,4,45.51632,71.402504,61.933662,75
25133,183.97082,71.576223,99.240576,2,4,4,4,3,6,3,5,37.256355,77.38266,64.33991,75
25134,184.02878,71.638595,99.188037,1,5,4,4,5,6,5,4,45.00916,76.4306,51.47539,75
25135,183.98071,71.605635,99.242734,4,5,2,5,4,4,4,6,40.952892,83.91392,50.95751,75
25136,183.91989,71.773824,99.184115,3,4,3,5,4,3,5,7,54.952385,73.70057,66.09831,62
25137,184.03939,71.635312,99.254736,1,6,3,3,5,4,5,5,47.73144,88.451775,72.2358,16
25138,183.96978,71.734261,99.303559,1,5,3,4,5,5,6,6,56.103035,69.332245,49.49771,59
25139,183.94296,71.721387,99.325623,1,6,3,4,4,6,3,5,44.72889,85.07193,68.54131,75
25140,184.05197,71.672521,99.209041,5,6,3,5,5,5,5,7,55.428963,74.4918,65.42079,62
25141,182.39748,71.579198,104.10889,2,5,4,4,4,6,3,4,53.496475,74.12423,68.16834,62
25142,182.37896,71.594298,104.20022,4,4,5,6,3,3,3,6,51.775467,73.4992,68.69586,62
25143,182.43411,71.618268,104.05923,2,5,3,4,5,4,5,4,57.443604,83.2912,46.46997,71
25144,182.36491,71.524481,104.08641,5,7,3,6,7,5,6,5,37.333477,81.82364,55.063484,75
25145,182.40127,71.552733,104.15646,2,6,4,1,6,6,6,5,76.56384,61.25034,67.31473,63
25146,182.38033,71.645345,104.09081,3,5,3,5,4,5,4,6,43.82143,80.223045,71.15671,16
25147,182.45968,71.533907,104.04678,2,7,4,4,6,6,4,5,65.4764,76.65483,46.521145,71
25148,182.36921,71.53735,104.12795,1,5,3,5,4,5,5,5,71.561134,75.36548,51.7248,54
25149,182.43878,71.521373,104.11607,3,6,5,4,4,5,3,7,55.29276,68.9487,56.530552,69
25150,182.32627,71.592717,104.10002,1,5,6,4,5,4,5,7,50.601254,90.1345,49.726624,77
25151,180.8081,71.482271,108.9529,2,3,4,5,4,5,4,4,52.421284,71.077324,55.94023,62
25152,180.85899,71.553693,108.91887,2,4,3,4,5,6,6,6,61.658215,64.717224,64.4217,69
25153,180.77044,71.495497,108.92778,2,6,5,3,5,7,4,5,53.19716,74.0834,67.085556,62
25154,180.89755,71.388957,109.03982,4,4,5,5,4,6,5,4,61.43273,70.55209,50.73292,62
25155,180.82948,71.512899,108.85672,2,5,5,5,5,6,6,7,50.664978,74.24624,66.24798,62
25156,180.70866,71.561355,108.96714,5,6,3,6,5,4,5,3,47.198048,71.89507,54.194748,75
25157,180.73691,71.391952,109.00094,3,6,3,6,4,5,3,5,39.201866,75.6001,60.804535,75
25158,180.82311,71.398449,108.96806,4,4,2,7,4,5,4,5,62.531628,65.91879,61.14161,69
25159,180.74215,71.482676,108.88023,1,6,3,5,5,4,4,6,54.090652,72.54382,64.69394,62
25160,180.71095,71.46398,109.00941,3,5,4,4,6,6,6,7,56.245632,70.51039,66.86917,62
25161,178.34521,71.418252,112.68521,3,5,4,4,6,5,6,4,44.829754,93.91923,51.9889,78
25162,178.25564,71.480322,112.60081,2,5,5,3,4,5,4,6,49.744537,101.38475,69.78875,78
25163,178.42226,71.420563,112.73445,3,7,3,5,5,6,5,6,51.985428,66.6134,62.298946,69
25164,178.29112,71.472398,112.62599,3,7,3,4,6,7,5,6,61.715816,67.880554,59.9797,69
25165,178.3509,71.420008,112.77545,5,7,3,5,4,6,4,6,67.8033,75.33012,47.41723,71
25166,178.39742,71.35221,112.68872,4,4,7,5,4,4,4,5,60.51223,75.385895,48.746395,71
25167,178.275,71.375406,112.62877,4,5,3,5,4,5,4,6,49.172207,88.39302,53.257347,75
25168,178.29931,71.394565,112.78213,5,7,3,5,6,4,6,7,86.059654,80.717514,43.016148,6
25169,178.39433,71.380932,112.76213,1,5,4,4,5,4,6,6,50.972366,67.979965,64.96335,69
25170,178.28309,71.429699,112.65324,4,4,4,6,3,5,3,5,69.344795,70.61923,60.57413,62
25171,175.76301,71.332593,117.41013,3,7,4,4,7,3,6,4,47.038807,73.40147,63.631153,75
25172,175.69506,71.384423,117.49883,2,5,3,5,3,4,3,6,63.800426,77.058815,53.271736,62
25173,175.68848,71.296899,117.31342,3,5,3,4,7,7,7,6,97.6741,91.515335,81.97357,29
25174,175.85006,71.41375,117.48874,3,5,4,6,6,7,6,5,47.316948,84.22774,51.055264,75
25175,175.84498,71.311768,117.34398,4,4,3,4,5,5,5,7,38.16519,79.614136,65.389626,75
25176,175.77024,71.363542,117.46446,3,5,4,7,6,7,7,6,50.809845,76.686874,57.65712,62
25177,175.67085,71.367087,117.44849,2,5,3,3,6,6,5,4,79.72146,83.30562,39.68649,6
25178,175.73006,71.277156,117.40818,1,5,2,6,5,6,5,4,39.051876,81.660904,63.978004,75
25179,175.74359,71.360297,117.32229,2,6,7,6,6,5,6,5,56.355015,82.24891,46.00576,71
25180,175.72152,71.380455,117.37491,3,6,3,5,5,4,5,6,45.272846,98.502304,70.871414,80
25181,173.30013,71.268573,121.14244,4,6,4,4,6,5,5,5,57.28917,71.355804,53.73227,62
25182,173.35661,71.199715,121.08273,3,6,3,4,7,6,6,6,42.43742,74.324486,61.24604,75
25183,173.30154,71.244625,121.18372,2,5,4,3,7,5,7,6,61.665207,72.927155,61.919205,62
25184,173.28622,71.319608,121.18644,4,5,4,6,6,6,7,7,54.089256,70.817116,64.61634,62
25185,173.40002,71.266959,121.1179,5,5,4,6,5,7,5,5,59.56672,70.80484,62.540565,62
25186,173.21532,71.17481,121.14739,1,6,4,5,5,5,5,5,54.141037,66.69907,50.329224,69
25187,173.29751,71.227413,121.1897,1,4,3,5,4,5,3,3,50.835167,72.586105,68.392654,62
25188,173.37054,71.203923,121.07084,3,3,3,4,4,6,5,6,72.060104,74.61534,48.75901,6
25189,173.20385,71.203144,121.15213,1,5,3,4,6,5,6,6,61.980705,74.4358,45.095642,71
25190,173.20864,71.207706,121.13542,4,5,4,6,5,5,5,6,52.18262,95.25341,63.785095,81
25191,170.71793,71.182915,125.86736,8,6,4,7,6,4,5,5,66.179306,68.739975,50.419765,69
25192,170.74128,71.247686,125.82275,5,5,4,6,7,6,7,6,61.156075,71.56782,53.80705,62
25193,170.63051,71.243261,125.85217,5,5,3,4,4,4,4,4,44.35975,80.268105,55.90418,75
25194,170.68688,71.143404,125.81804,2,3,3,5,3,6,4,6,54.72525,67.6374,57.464073,69
25195,170.6452,71.209179,125.83377,2,5,5,3,4,7,3,6,80.57127,49.350834,93.677376,36
25196,170.77337,71.141778,125.80814,3,5,4,5,5,6,5,4,58.47117,71.777405,56.23131,62
25197,170.71452,71.239755,125.91564,1,5,8,3,5,7,6,4,54.80459,71.29497,68.83021,62
25198,170.78193,71.268672,125.77605,1,5,4,3,6,5,6,4,57.1467,72.99617,65.13373,62
25199,170.74724,71.216178,125.82267,5,4,4,5,3,6,3,5,44.43206,72.11832,60.44815,75
25200,170.64019,71.242978,125.91558,2,5,4,3,5,5,5,7,40.624817,74.23988,62.983902,75
25201,167.26223,71.130163,129.48058,1,5,3,2,6,4,7,4,55.96388,66.872284,53.40026,69
25202,167.28934,71.213906,129.48323,2,6,4,3,5,5,4,3,46.353397,88.114204,49.391132,74
25203,167.31972,71.056339,129.5536,2,3,4,5,3,5,4,5,53.489716,70.98131,54.41696,62
25204,167.2756,71.15953,129.54033,2,5,4,3,5,6,5,7,57.634613,70.09722,56.559635,62
25205,167.35728,71.053122,129.46606,1,6,3,5,7,6,7,4,41.887302,76.92955,54.92258,75
25206,167.27148,71.089641,129.40514,6,7,2,5,7,6,6,5,47.692444,71.56722,54.142487,75
25207,167.27363,71.054891,129.58022,1,5,3,5,4,5,4,6,49.094376,80.32687,75.50273,16
25208,167.33817,71.109916,129.4508,1,1,2,4,4,4,6,6,45.76732,76.99235,55.16558,75
25209,167.29112,71.079099,129.44391,2,7,6,6,6,6,5,5,46.620056,82.52434,64.71498,75
25210,167.33452,71.137231,129.4594,2,8,3,5,7,6,6,5,58.130142,68.33543,51.47343,69
25211,163.80652,71.077412,133.09379,3,5,5,5,4,6,5,7,48.923836,67.769196,51.831238,58
